Word,Num,Frequence,Mut,Freedom_L,Freedom_R,Rep,Den,Mark
厉害,2,202,6.2,5.411,4.791,2,0.75,0
闹太套,3,51,5.6,3.707,2.831,2,0.746,1
笑死,2,186,5.5,4.393,2.366,2,0.743,1
鬼畜,2,165,6.9,5.959,5.421,2,0.737,1
合影,2,149,6.5,3.339,5.229,2,0.733,1
老师,2,121,4.5,3.547,4.945,2,0.731,0
好听,2,68,4.8,4.92,4.418,2,0.728,0
上头,2,62,5.1,4.941,3.936,2,0.728,0
面筋,2,130,5.6,5.15,3.351,2,0.727,1
老婆,2,80,5,2.825,4.77,2,0.726,0
保护,2,148,5.6,4.481,4.484,2,0.725,0
合影合影,4,258,5.3,4.214,4.357,2,0.725,1
警告,2,91,9.6,3.501,4.193,2,0.725,0
三连,2,231,5.9,5.035,5.109,2,0.72,1
搞搞比利,4,115,4.9,2.649,2.481,2,0.719,-1
好活,2,120,4.2,4.548,3.945,2,0.719,-1
好活,2,66,4.9,4.531,4.379,2,0.711,-1
好听,2,107,4.6,4.316,5.381,2,0.711,0
很快啊,3,111,4.8,4.034,4.778,2,0.705,-1
看着,2,65,5.5,4.908,2.553,2,0.703,-1
好听,2,109,4.4,4.694,4.666,2,0.693,0
可以,2,79,6,3.624,2.774,2,0.692,0
人才,2,66,4.6,4.746,5.038,2,0.692,0
好评,2,122,4.2,4.312,5.489,2,0.688,0
牛逼,2,84,5.9,3.884,4.055,2,0.688,1
芜湖,2,98,4.1,4.289,4.217,2,0.686,1
魔鬼,2,105,4.2,4.563,5.149,2,0.685,0
真实,2,175,4.3,5.144,5.693,2,0.685,0
学习,2,82,4.2,4.295,3.696,2,0.682,0
好活,2,68,4.7,4.986,4.573,2,0.68,-1
下次一定,4,73,5.2,4.286,4.796,2,0.679,1
合适,2,104,4.8,4.861,3.799,2,0.678,0
欢迎回来,4,78,4.9,4.695,5.124,2,0.675,1
再来亿遍,4,85,5.4,4.888,5.199,2,0.672,1
二倍,2,58,5.8,4.982,2.748,2,0.671,1
这个,2,244,4.3,5.361,5.649,2,0.671,0
翻译,2,122,5.9,5.281,5.699,2,0.67,0
再来亿遍,4,67,5.5,4.424,4.576,2,0.67,1
英文,2,80,4.6,5.32,2.12,2,0.669,0
家暴,2,118,6.4,5.072,2.603,2,0.665,-1
妙啊,2,161,4.1,4.705,5.06,2,0.665,-1
人才,2,331,4.1,5.193,5.615,2,0.665,0
摇头,2,155,4.4,2.501,5.684,2,0.664,0
好听,2,181,4.4,5.663,4.795,2,0.662,0
秒啊,2,56,4.3,4.46,4.869,2,0.659,-1
考好,2,83,5.8,3.471,3.818,2,0.658,-1
笑死,2,86,4.8,4.476,2.192,2,0.653,1
欢迎回来,4,51,5,4.11,3.874,2,0.649,1
厉害,2,127,6.7,4.748,4.001,2,0.646,0
梁非凡,3,120,5.7,3.623,4.542,2,0.642,1
真不错,3,47,4.5,4.113,4.613,2,0.638,-1
硬币,2,114,5.8,2.938,3.068,2,0.636,1
原唱,2,135,6.2,4.515,5.014,2,0.633,1
谢罪,2,92,4.8,5.04,4.562,2,0.632,1
火钳刘明,4,198,5.5,3.585,4.23,2,0.631,1
赛高,2,196,6.2,2.747,4.704,2,0.631,-1
留名,2,97,5.5,3.126,2.686,2,0.629,1
666,3,166,5.9,2.207,2.625,2,0.628,1
吉良,2,130,4.5,5.806,3.251,2,0.626,-1
原版,2,541,5.3,5.098,5.815,2,0.622,1
留名,2,138,5.1,3.009,4.365,2,0.621,1
发姐,2,133,5.9,5.244,5.357,2,0.619,-1
三连,2,114,7.3,4.664,4.239,2,0.619,1
75,3,67,4.4,4.95,4.908,2,0.617,-1
全体起立,4,196,5.3,3.862,4.221,2,0.615,1
有病,2,86,5.5,2.229,4.208,2,0.615,0
搬运,2,82,7.3,2.597,4.447,2,0.614,0
好活,2,155,4.9,3.953,3.428,2,0.614,-1
芦苇,2,172,6.1,5.69,5.978,2,0.613,0
人才,2,110,5.3,5.357,4.576,2,0.613,0
ing,3,195,4.6,3.066,3.297,2,0.611,-1
芜湖,2,134,7,5.393,4.256,2,0.608,1
真的,2,135,4.9,4.241,4.332,2,0.606,0
好活,2,150,5.1,5.39,3.225,2,0.603,-1
上课,2,78,4.4,4.463,3.974,2,0.603,0
bgm,3,536,5.2,5.268,6.42,2,0.602,1
坤坤,2,68,5.3,4.264,4.537,2,0.602,1
变色,2,146,4.3,3.947,5.573,2,0.599,0
up,2,47,6.2,4.092,2.736,2,0.597,1
卧槽,2,96,6.7,4.123,4.556,2,0.596,1
笑死,2,125,4.7,3.844,2,2,0.596,1
鬼才,2,64,5.6,3.567,4.675,2,0.594,-1
好听,2,134,5.6,5.232,5.384,2,0.593,0
黄字,2,54,4.3,4.436,4.505,2,0.589,-1
兄弟,2,153,6.4,3.694,2.689,2,0.589,0
庸医,2,57,4.5,4.104,4.968,2,0.589,-1
什么,2,169,5.5,4.259,5.73,2,0.587,0
加油,2,84,7.6,4.396,5.046,2,0.585,1
人才,2,103,5.2,4.564,5.596,2,0.583,0
妙啊,2,71,4.9,4.927,4.813,2,0.579,-1
真实,2,74,5.9,4.136,4.209,2,0.579,0
好活,2,106,4.4,5.205,4.726,2,0.578,-1
好听,2,111,5.1,5.263,5.048,2,0.577,0
硬币,2,102,6.4,3.692,3.892,2,0.577,1
优秀,2,211,5.9,5.315,5.085,2,0.577,0
绝活,2,78,4.4,4.069,5.087,2,0.576,1
老八,2,84,6,4.174,5.097,2,0.576,-1
15,2,124,4,5.877,3.306,2,0.569,-1
笑死我了,4,63,4.4,2.934,3.664,2,0.569,-1
好活,2,93,4.4,4.483,4.129,2,0.568,-1
哭了,2,147,4.6,4.224,5.311,2,0.567,-1
卧槽,2,82,6.4,3.821,4.357,2,0.565,1
让你神经病,5,77,6.7,3.568,3.692,2,0.563,-1
鬼才,2,69,4.4,4.133,4.784,2,0.562,-1
好活,2,56,5.3,3.29,3.616,2,0.562,-1
卧槽,2,70,5.6,5.052,4.728,2,0.562,1
下次一定,4,65,6.4,4.231,4.313,2,0.562,1
没错,2,152,5.3,3.302,2.321,2,0.56,-1
蔡徐坤,3,142,5.3,5.064,3.466,2,0.558,1
牛逼,2,49,5.2,4.292,4.48,2,0.558,1
班主任,3,148,5,4.716,5.5,2,0.557,0
考古,2,118,7.9,2.053,5.275,2,0.557,0
老八,2,107,5.5,4.705,3.111,2,0.557,-1
泪目,2,166,5.7,3.392,3.235,2,0.556,1
天皇,2,273,4.9,6.114,6.098,2,0.551,0
真实,2,88,6,4.597,4.958,2,0.551,0
坐下,2,52,6.9,2.221,4.21,2,0.549,0
晦气,2,146,4.8,4.247,4.461,2,0.548,1
踩点,2,60,5.4,4.031,4.387,2,0.547,1
厉害,2,78,6.4,4.146,3.767,2,0.547,0
喵内,2,62,6.3,4.386,4.193,2,0.547,1
硬币,2,62,6.4,3.029,3.219,2,0.545,1
前方高能,4,76,5.9,4.174,4.43,2,0.543,1
20,2,75,4.2,3.921,3.878,2,0.542,-1
不错,2,79,6.4,4.833,4.453,2,0.542,0
押韵,2,133,5.5,5.461,4.926,2,0.541,1
0,2,129,5.2,2.648,4.599,2,0.538,-1
上头,2,66,4.5,4.388,3.86,2,0.538,0
原版,2,123,5,3.768,4.446,2,0.538,1
桌子hp1,5,45,5.2,4.338,2.791,2,0.537,-1
陛下,2,143,5.3,3.393,4.729,2,0.534,0
好活,2,67,6.9,3.823,3.483,2,0.533,-1
好听,2,76,4.1,4.602,5.379,2,0.532,0
李云龙,3,58,5.4,5.129,5.28,2,0.528,1
瘪犊子,3,54,4.2,4.327,4.267,2,0.527,-1
卢本伟,3,773,5,4.426,3.615,2,0.526,1
人才,2,99,5.2,4.523,3.959,2,0.523,0
牛皮,2,122,4.5,5.557,5.634,2,0.521,0
精神,2,92,6,5.071,2.561,2,0.52,0
谢罪,2,66,5,4.561,4.265,2,0.52,1
留名,2,60,5.9,2.728,4.939,2,0.518,1
大幽魂,3,75,5.3,3.174,3.42,2,0.517,1
火钳刘明,4,116,5,4.91,4.888,2,0.516,1
优秀,2,60,6,4.02,4.089,2,0.514,0
花嫁,2,106,6,3.752,3.383,2,0.513,1
真红,2,102,6,3.249,3.46,2,0.513,-1
up,2,112,5.3,4.587,3.43,2,0.512,1
害怕,2,66,4.8,4.373,4.403,2,0.512,0
0,2,47,4.3,2.784,2.555,2,0.511,-1
起风了,3,198,4.7,5.721,5.671,2,0.511,-1
热乎,2,48,5.1,4.676,3.308,2,0.511,1
这是,2,77,4.1,5.184,5.11,2,0.51,-1
厉害,2,101,5.7,4.937,3.882,2,0.509,0
牛逼,2,63,5.9,4.696,4.625,2,0.509,1
填词,2,110,5.4,2.803,5.401,2,0.509,1
鬼畜自己,4,73,5.4,3.577,4.827,2,0.507,-1
硬币,2,110,5.6,3.467,3.599,2,0.505,1
调音师,3,87,6.1,2.719,5.708,2,0.5,1
可以,2,69,5.7,4.631,4.915,2,0.5,0
魔鬼,2,57,5.2,4.231,4.824,2,0.5,0
人才,2,135,4.9,5.075,5.408,2,0.5,0
王莽,2,133,4.6,5.442,5.416,2,0.5,1
42,2,111,4.9,4.468,3.218,2,0.498,-1
波纹,2,82,6.2,4.194,4.702,2,0.497,1
雪童子,3,99,6.2,4.449,4.44,2,0.497,1
泪目,2,125,4.9,5.091,5.515,2,0.496,1
人才,2,61,4.6,4.258,4.199,2,0.496,0
不要,2,38,4.7,3.225,2.831,2,0.493,0
上头,2,155,4.9,4.125,2.922,2,0.492,0
up,2,55,5.4,4.13,3.426,2,0.491,1
可爱,2,53,4.5,3.953,4.582,2,0.491,0
毛毛,2,289,4.6,5.708,6.064,2,0.491,-1
三连,2,61,6.8,4.639,4.662,2,0.491,1
思维窃取,4,69,5.3,4.63,5.3,2,0.489,1
人才,2,41,6,3.688,4.851,2,0.488,0
问号,2,63,6.5,3.038,4.836,2,0.487,1
单走一个六,5,63,5.7,4.166,4.268,2,0.486,-1
本人,2,133,5.3,2.312,3.461,2,0.485,0
巴掌,2,340,5.7,5.619,6.466,2,0.484,0
嘿嘿,2,80,5.9,3.335,3.316,2,0.484,0
世界,2,62,6.9,3.083,3.645,2,0.484,0
最后一遍,4,50,6.6,3.458,4.004,2,0.484,1
老番茄,3,429,5.3,6.378,6.107,2,0.483,1
香蕉,2,148,4.9,5.353,4.045,2,0.483,0
影流之主,4,73,6.2,5.034,5.249,2,0.483,1
开挂,2,90,4.3,4.729,5.292,2,0.482,1
0,2,65,4.2,3.479,3.021,2,0.481,-1
好活,2,54,4.3,4.942,4.188,2,0.481,-1
坏女人,3,412,5,5.189,5.189,2,0.481,1
笑话,2,101,4.8,4.717,4.45,2,0.481,0
妙啊,2,57,4.3,4.332,4.126,2,0.479,-1
周姐,2,117,4.9,4.911,5.272,2,0.479,1
上头,2,34,5.4,4.15,3.115,2,0.478,0
卧槽,2,36,6.4,3.826,4.006,2,0.478,1
第五,2,95,5.8,4.019,2.315,2,0.477,0
优秀,2,53,5.8,3.906,3.967,2,0.477,0
厉害,2,43,5.5,3.926,3.914,2,0.476,0
大叔,2,27,6.1,3.3,4.06,2,0.473,0
人才,2,89,5,5.046,5.017,2,0.472,0
神眷,2,94,5.7,3.397,2.842,2,0.472,1
开花,2,60,5.4,3.421,4.54,2,0.471,0
再来亿遍,4,71,6.4,5.414,4.931,2,0.47,1
牛逼,2,41,6.7,4.586,4.647,2,0.469,1
17张牌,4,62,4.1,3.849,2.212,2,0.468,-1
13,2,59,5.5,4.337,3.153,2,0.467,-1
好听,2,57,7.1,4.629,4.042,2,0.467,0
火影,2,127,5.4,4.478,5.138,2,0.467,-1
三连,2,96,5.8,4.398,3.546,2,0.466,1
20,2,87,5.5,3.742,3.864,2,0.465,-1
好听,2,102,5.7,5.159,4.889,2,0.464,0
下次一定,4,110,4.3,4.764,5.161,2,0.464,1
考古,2,414,6,5.31,5.203,2,0.463,0
dd,2,60,4.3,2.919,3.101,2,0.462,1
小黑,2,118,6.3,3.554,5.481,2,0.46,-1
操作,2,75,9.8,2.497,3.711,2,0.458,0
魔鬼,2,61,6.4,3.515,4.428,2,0.457,0
世界,2,114,5.6,3.229,3.998,2,0.456,0
太冲了,3,48,4,2.101,4.71,2,0.456,-1
李世民,3,121,4.4,5.137,5.512,2,0.455,1
绝活,2,101,4.5,4.276,5.199,2,0.453,1
有毒,2,50,4.7,4.103,4.103,2,0.453,0
笑死,2,59,5.8,3.277,2.165,2,0.452,1
成功,2,65,7.7,4.564,4.161,2,0.451,0
前来还愿,4,66,5.2,4.667,4.387,2,0.451,1
瞎了,2,38,5.5,3.572,4.096,2,0.451,-1
针不戳,3,90,5.8,4.164,4.219,2,0.449,1
开头见,3,52,6,4.95,4.765,2,0.447,1
上头了,3,43,4.5,3.455,4.88,2,0.447,-1
出不去了,4,51,4.3,4.254,4.654,2,0.446,-1
三连,2,119,5.1,5.05,4.609,2,0.446,1
老吊,2,74,6,4.817,4.62,2,0.445,1
钞能力,3,112,5.3,5.384,5.51,2,0.442,1
害怕,2,49,4.5,3.88,4.008,2,0.44,0
一样,2,42,5,3.404,3.654,2,0.44,0
鬼畜,2,51,6.8,4.986,4.402,2,0.439,1
魔鬼,2,107,5.9,4.167,5.478,2,0.438,0
6666,4,109,5.8,2.173,2.623,2,0.436,1
优秀,2,55,6,4.644,4.585,2,0.436,0
真皮,2,93,6.3,5.25,4.828,2,0.436,-1
0,2,75,4.3,2.342,2.655,2,0.435,-1
致敬,2,159,6.3,2.805,3.662,2,0.434,1
死侍,2,43,5.5,4.487,4.375,2,0.433,-1
捂具,2,93,7.1,4.908,5.378,2,0.433,-1
jojo,4,49,5.2,2.387,3.757,2,0.431,1
喝水,2,30,5.6,2.28,3.24,2,0.431,0
林俊杰,3,86,5.5,4.137,4.403,2,0.431,1
来了,2,53,4.6,3.463,3.83,2,0.43,-1
哲学,2,50,6.4,4.372,4.837,2,0.43,0
20,2,48,5,3.688,3.526,2,0.429,-1
离谱,2,82,6.4,3.404,3.841,2,0.428,1
可以,2,95,5.9,5.272,5.213,2,0.426,0
雷姆,2,102,5.3,3.672,3.665,2,0.426,1
上头,2,39,5.6,3.929,3.763,2,0.425,0
火钳刘明,4,51,5.4,4.79,5.163,2,0.424,1
原版,2,68,5.2,4.362,5.041,2,0.424,1
红红,2,115,5,4.977,2.412,2,0.423,-1
警告,2,112,6.5,2.512,5.507,2,0.423,0
李云龙,3,118,4.8,5.938,4.854,2,0.423,1
泪目,2,51,7.5,2.888,2.676,2,0.422,1
0,3,59,4.7,3.217,4.119,2,0.42,-1
前方高能,4,35,6.6,4.262,3.618,2,0.42,1
妙啊,2,42,5.7,3.69,3.726,2,0.418,-1
搬运,2,79,7.2,2.812,4.6,2,0.417,0
恭喜,2,34,7.2,3.873,2.921,2,0.416,1
火钳刘明,4,43,4.3,4.441,4.461,2,0.416,1
妈妈,2,65,5.7,4.829,2.383,2,0.416,0
刀剑,2,46,7,4.002,3.375,2,0.415,-1
干得漂亮,4,74,5.8,4.33,3.91,2,0.415,1
火钳刘明,4,35,6,4.665,4.044,2,0.415,1
可以,2,48,5.8,3.736,4.168,2,0.415,0
上头,2,104,5.9,4.992,4.557,2,0.415,0
好活,2,42,5.7,3.879,3.283,2,0.414,-1
好活,2,361,4.7,5.248,5.211,2,0.413,-1
666,3,83,4.2,3.172,3.012,2,0.411,1
妙啊,2,77,5.4,4.897,4.918,2,0.411,-1
20,2,104,4.8,4.362,2.829,2,0.41,-1
同款,2,111,6,5.103,5.185,2,0.41,1
律师函,3,75,7.2,4.173,2.227,2,0.409,1
妙啊,2,57,4.3,4.424,4.598,2,0.409,-1
颜表立,3,104,6.8,4.985,5.015,2,0.409,1
下次一定,4,107,4.8,4.985,4.998,2,0.406,1
jo,2,30,5.2,2.002,2.662,2,0.405,1
魔鬼,2,72,6.3,4.597,4.86,2,0.405,0
留名,2,48,6.2,3.568,5.01,2,0.404,1
辛苦了,3,64,4,2.647,2.829,2,0.404,-1
秀芹,2,58,5.7,4.306,4.363,2,0.404,1
好活,2,51,4.8,3.707,3.751,2,0.403,-1
看不见,3,52,5.5,4.135,4.069,2,0.402,-1
可以,2,39,6.2,4.127,4.397,2,0.402,0
福袋,2,80,6.9,3.587,4.069,2,0.401,1
钉钉时代,4,49,9.1,3.123,2.113,2,0.4,1
好活,2,38,5,4.735,3.574,2,0.4,-1
厉害,2,62,7.4,4.421,3.683,2,0.4,0
上香,2,97,6.6,3.767,3.591,2,0.399,1
马云,2,118,5.3,4.35,4.776,2,0.397,1
两倍,2,60,5.2,4.94,3.292,2,0.396,1
投币,2,40,7,3.746,3.822,2,0.396,1
三连,2,105,5.1,4.73,4.798,2,0.394,1
吃叼,2,55,4.2,4.676,4.272,2,0.392,-1
好听,2,93,4.2,5.045,5.357,2,0.392,0
西瓜,2,272,5.8,6.232,6.1,2,0.392,0
波兰,2,55,5.1,3.165,4.698,2,0.391,0
好活,2,37,4.6,3.133,3.242,2,0.391,-1
笑死,2,342,5.3,5.003,2.556,2,0.39,1
贝爷,2,88,6.8,5.341,5.095,2,0.389,1
逝去,2,205,5.2,2.822,4.982,2,0.389,-1
章鱼哥,3,100,5.2,4.715,4.234,2,0.388,1
考好,2,61,4.6,3.52,4.226,2,0.387,-1
辣眼睛,3,25,5.1,3.844,4.023,2,0.387,1
什么,2,44,5.4,2.329,3.011,2,0.387,0
有毒,2,42,5.4,4.164,3.916,2,0.387,0
摸摸,2,86,5.8,3.253,4.716,2,0.386,1
人才,2,45,5.3,4.06,4.427,2,0.386,0
周姐,2,335,5.5,5.737,5.615,2,0.386,1
转载,2,45,8,2.034,5.058,2,0.386,1
好活,2,46,5.2,3.74,3.511,2,0.385,-1
666,3,98,5.3,2.217,2.215,2,0.384,1
文曲星,3,44,5.6,3.182,2.678,2,0.384,-1
丝滑,2,51,6.5,3.246,3.475,2,0.383,1
项羽,2,109,6.2,5.165,5.519,2,0.383,1
卧槽,2,22,6.9,4.096,3.823,2,0.382,1
不要,2,39,4.3,3.229,2.95,2,0.381,0
爷爷,2,80,6.5,4.048,4.086,2,0.381,0
simp,4,59,4.7,4.587,4.208,2,0.379,-1
大制作,3,257,5.4,5.176,5.024,2,0.379,1
亚眠,2,37,6.1,4.128,4.283,2,0.379,-1
可以,2,101,6.6,4.851,5.222,2,0.378,0
猛药,2,53,5.9,4.387,3.747,2,0.378,-1
害怕,2,62,5.7,4.279,4.14,2,0.377,0
可以,2,48,6.6,4.018,4.701,2,0.377,0
彦面尽湿,4,30,4.7,3.831,4.282,2,0.377,-1
这个,2,68,4.1,5.437,4.713,2,0.375,0
妙啊,2,72,4.6,4.749,4.816,2,0.373,-1
婷婷,2,63,5.9,4.239,4.318,2,0.372,1
大舅妈,3,74,4.4,2.922,4.327,2,0.371,-1
政委,2,35,7.5,3.58,3.286,2,0.37,0
优秀,2,46,4.9,4.002,4.254,2,0.369,0
久等了,3,69,4.2,4.813,5.172,2,0.368,1
上香,2,51,5.2,3.941,4.329,2,0.368,1
妙啊,2,43,4.6,3.098,3.945,2,0.367,-1
绝活,2,43,4.4,2.62,2.957,2,0.366,1
给了,2,94,4.2,4.192,3.416,2,0.365,-1
就是,2,84,4.5,3.958,4.886,2,0.364,0
巴雷特,3,84,5.6,5.098,5.28,2,0.363,-1
对不起,3,84,5.1,3.373,3.757,2,0.363,0
加油,2,76,6.1,2.102,4.133,2,0.363,1
武魂真身,4,112,5.6,5.573,5.85,2,0.363,1
金坷垃,3,90,6.3,4.565,5.368,2,0.362,1
快跑,2,55,6.2,2.81,4.252,2,0.362,1
喵啊,2,82,4.4,4.094,4.714,2,0.362,-1
卧槽,2,35,8.2,2.856,4.143,2,0.362,1
弹幕,2,240,7.2,5.641,5.355,2,0.361,1
焦作,2,38,6.4,3.523,3.17,2,0.361,1
厉害,2,44,5.7,4.025,3.094,2,0.361,0
两倍,2,44,4.4,4.525,2.576,2,0.361,1
痛经,2,87,5.2,4.204,4.528,2,0.361,-1
什么,2,322,5.1,4.881,5.833,2,0.36,0
妙啊,2,67,4.5,4.65,4.924,2,0.359,-1
0,2,56,4.4,2.492,3.135,2,0.358,-1
woc,3,39,5.2,4.58,4.182,2,0.358,1
鬼畜,2,40,5.7,3.784,3.884,2,0.358,1
三连,2,44,6.7,4.025,3.456,2,0.357,1
可以,2,152,4.7,5.193,4.706,2,0.356,0
雷切,2,110,5.4,5.663,5.765,2,0.356,-1
厉害,2,141,7.2,5.073,3.849,2,0.356,0
两开花,3,93,5.6,3.682,5.069,2,0.356,1
前方高能,4,32,6.1,4.364,3.7,2,0.356,1
三连,2,120,5.9,4.541,4.311,2,0.356,1
卧槽,2,32,7,3.733,3.649,2,0.356,1
助攻,2,40,6.9,2.081,4.753,2,0.355,-1
厉害,2,64,6.4,4.386,3.164,2,0.354,0
秒啊,2,63,4.1,4.398,4.778,2,0.353,-1
不要,2,70,4.5,3.413,3.402,2,0.352,0
坤坤,2,65,5,4.655,4.926,2,0.352,1
你们,2,34,4.6,4.22,4.333,2,0.352,0
妈呀,2,28,6.2,3.31,3.534,2,0.351,1
三连,2,81,5.8,2.801,5.046,2,0.351,1
0,2,167,4.1,2.845,2.606,2,0.35,-1
替身,2,92,5.4,4.264,5.293,2,0.35,1
吐痰,2,70,5.1,4.427,4.831,2,0.35,1
卧槽,2,43,7.1,3.972,3.983,2,0.35,1
又来了,3,81,4.7,3.545,3.936,2,0.35,-1
回来了,3,38,4.3,2.299,2.973,2,0.349,-1
厉害,2,73,7,4.396,3.481,2,0.349,0
牛逼,2,61,6.6,4.766,4.161,2,0.349,1
人才,2,59,5.4,4.497,3.989,2,0.348,0
魏无羡,3,83,6.2,4.57,4.86,2,0.348,-1
姨妈,2,80,6.2,4.271,4.364,2,0.347,1
再来一遍,4,62,5.5,4.14,4.714,2,0.347,1
20,2,50,4.2,4.115,3.279,2,0.345,-1
嘟嘟噜,3,20,6.1,3.266,3.241,2,0.345,-1
四文鱼,3,34,4.4,4.264,4.113,2,0.344,-1
给你,2,51,4.6,3.35,4.35,2,0.342,-1
夫人,2,48,5.8,4.413,4.128,2,0.341,0
前方高能,4,224,6.6,4.719,4.688,2,0.341,1
文艺复兴,4,43,5.1,4.31,4.924,2,0.341,0
下次一定,4,29,7.3,3.736,3.437,2,0.341,1
人才,2,125,5.5,4.812,4.567,2,0.34,0
杀手,2,68,5.3,4.34,4.821,2,0.34,-1
太有才了,4,106,4.5,3.448,2.638,2,0.34,-1
真的,2,70,4.2,4.272,4.197,2,0.34,0
马老师,3,46,4.8,4.882,4.76,2,0.338,1
恭喜,2,37,6.6,3.715,2.19,2,0.336,1
三连,2,41,6.1,4.217,4.851,2,0.336,1
20,2,71,5.1,4.643,3.276,2,0.335,-1
cao,3,63,4.7,4.705,4.481,2,0.335,-1
sans,4,112,4.3,5.684,5.409,2,0.335,1
好活,2,55,4.7,4.501,5.018,2,0.335,-1
给你,2,45,4.7,2.281,2.941,2,0.333,-1
哭了,2,72,4.9,3.783,4.675,2,0.333,-1
马老师,3,47,5.5,4.101,5.036,2,0.333,1
牛逼,2,41,6.6,4.815,4.754,2,0.333,1
听不懂,3,75,6,4.643,4.998,2,0.333,-1
空降,2,73,7.5,5.35,2.5,2,0.332,1
ta,2,355,4.9,3.945,3.375,2,0.331,-1
害怕,2,42,6,3.441,3.43,2,0.331,0
可以,2,67,5.8,3.951,3.903,2,0.331,0
哪位大人,4,50,5.4,3.907,4.02,2,0.331,-1
再来一遍,4,62,5.4,3.818,3.271,2,0.331,1
妙啊,2,36,5,4.107,3.489,2,0.33,-1
什么,2,34,5.4,4.099,4.374,2,0.33,0
生日快乐,4,73,6.5,3.49,3.239,2,0.33,1
下次一定,4,62,6,4.898,4.581,2,0.33,1
scp,3,52,5.8,4.818,3.098,2,0.329,1
押韵,2,90,4.8,3.444,2.484,2,0.329,1
听你的,3,24,4.3,3.105,2.922,2,0.328,-1
不错,2,36,4.6,3.805,3.724,2,0.327,0
抑郁,2,84,5.4,5.43,3.812,2,0.327,0
火钳刘明,4,214,6.2,4.389,5.041,2,0.326,1
牛逼,2,47,6.3,4.509,3.833,2,0.326,1
上头,2,96,5.3,4.908,2.354,2,0.326,0
猝不及防,4,73,5.3,4.659,4.729,2,0.324,1
大快人心,4,58,6.5,4.397,4.758,2,0.324,1
给你,2,83,4.1,3.573,5.027,2,0.324,-1
厉害,2,63,6.6,4.802,3.217,2,0.324,0
优秀,2,78,5.2,5.293,5.171,2,0.324,0
仗助,2,49,5.8,5.117,4.785,2,0.324,1
那个男人,4,43,4.6,4.134,4.341,2,0.323,1
牛逼,2,50,5.5,4.103,3.894,2,0.322,1
热乎,2,70,5.9,4.654,2.898,2,0.322,1
开花,2,58,5,4.395,4.681,2,0.321,0
妙啊,2,66,4.8,3.6,4.571,2,0.321,-1
人才,2,51,4.4,3.601,3.842,2,0.321,0
人才,2,78,4.5,4.723,4.951,2,0.321,0
卧槽,2,38,7.4,3.998,3.326,2,0.321,1
助攻,2,37,7.9,3.152,3.852,2,0.321,-1
冰清玉洁,4,87,6.7,4.571,2.599,2,0.32,-1
洛阳,2,32,5.2,2.617,2.367,2,0.32,0
牛逼,2,40,5.9,4.073,4.053,2,0.32,1
一样,2,100,4.2,3.447,4.384,2,0.32,0
可以,2,31,6.3,4.365,3.95,2,0.319,0
卡点,2,58,4.6,4.927,4.625,2,0.318,-1
前方高能,4,70,6.5,3.597,3.499,2,0.318,1
笑死我了,4,35,5.3,2.625,4.101,2,0.318,-1
好听,2,46,6.4,4.499,4.839,2,0.317,0
好活,2,31,4.8,3.776,3.482,2,0.316,-1
可以,2,48,5.8,4.285,4.483,2,0.316,0
下次一定,4,48,5.1,4.679,4.829,2,0.315,1
up,2,70,4.6,4.963,4.096,2,0.312,1
厉害,2,49,6.3,4.065,3.63,2,0.312,0
文豪,2,37,5.6,2.14,3.336,2,0.312,-1
在一起,3,39,5.9,3.581,3.028,2,0.312,-1
赘婿,2,217,6.1,5.881,6.386,2,0.312,-1
可怕,2,35,4.8,3.321,4,2,0.311,0
快跑,2,34,5.8,4.418,3.855,2,0.311,1
两开花,3,47,4.2,3.17,4.623,2,0.311,1
秒啊,2,35,4.4,4.104,4.24,2,0.311,-1
牛逼,2,43,6.1,4.868,4.877,2,0.311,1
牛批,2,32,4.9,4.09,4.426,2,0.311,1
人才,2,42,4.4,4.28,4.155,2,0.311,0
给你,2,62,4.7,3.773,3.536,2,0.309,-1
牛逼,2,32,6.3,4.203,4.351,2,0.309,1
牛逼,2,66,7.9,4.393,3.141,2,0.309,1
什么,2,30,7.7,3.615,4.253,2,0.309,0
小鲜肉,3,86,5.3,5.11,5.712,2,0.309,1
淄博,2,45,5.9,4.28,3.788,2,0.309,-1
125,3,148,4.4,5.475,3.589,2,0.308,-1
wocao,5,30,4.7,3.507,3,2,0.308,-1
给你,2,42,5.7,3.717,4.461,2,0.308,-1
牛逼,2,34,6.6,4.83,4.676,2,0.308,1
人才,2,56,4.9,3.976,3.911,2,0.308,0
舒服,2,38,6.5,4.379,2.3,2,0.308,0
干的漂亮,4,55,5.7,3.242,3.123,2,0.307,1
上帝之鞭,4,85,5.9,5.443,4.798,2,0.307,1
好活,2,47,4.1,4.344,3.991,2,0.306,-1
火钳刘明,4,75,6.9,5.313,4.857,2,0.306,1
看贱,2,28,5.2,3.182,3.522,2,0.306,-1
好听,2,63,5.3,4.552,4.588,2,0.305,0
给你,2,42,4.9,3.386,4.068,2,0.303,-1
可以,2,36,6.4,4.607,3.836,2,0.303,0
泪目,2,34,6.4,3.536,3.66,2,0.303,1
下次一定,4,21,5.8,4.071,3.844,2,0.303,1
颜表立,3,45,8,3.575,3.292,2,0.303,1
杨坚,2,84,6.6,4.302,5.426,2,0.303,1
nb,2,34,5.1,3.617,3.97,2,0.302,1
