W,Frequence,Mut,Freedom_L,Freedom_R,mark
感觉好像,261,9.6,4.305,3.754,0
感觉很,799,10.7,4.515,3.321,0
感觉就,324,9.8,3.921,3.96,0
感觉就是,290,9.7,3.262,5.002,0
感觉没,342,9.9,4.654,2.819,0
感觉你,628,10.5,2.465,4.276,0
感觉是,1156,11.1,4.357,5.647,0
感觉他,451,10.1,2.586,4.355,0
感觉像,870,10.8,4.692,5.421,0
感觉要,411,10,4.218,4.507,0
感觉有点,731,10.6,4.669,5.827,0
感觉在,417,10,4.077,4.372,0
感觉这,878,10.8,3.369,3.894,0
感觉这个,944,10.9,3.657,5.215,0
感觉自己,503,10.2,4.175,4.941,0
感情的,468,9,2.306,4.518,0
感谢感谢,5283,11.8,4.713,5.231,0
感谢感谢感谢,2974,18.3,3.969,4.112,0
感谢京阿尼,263,8.8,2.745,4.079,0
感谢你,727,9.8,4.788,4.241,0
感谢你们,705,9.8,4.359,4.073,0
感谢陪伴对不起,987,15.7,3.369,2.336,0
感谢陪伴泪目,441,16.4,3.132,2.889,0
感谢我,649,9.7,3.505,3.368,0
感谢指挥部,838,9.9,5.027,6.273,0
感谢字幕君,488,8.1,3.531,2.594,0
干得漂亮哈哈哈,376,14,3.937,3.039,0
干净了,378,8.7,2.256,4.11,0
刚从,736,5.7,3.697,4.703,0
刚刚的,299,5.9,4.866,3.577,0
刚刚好,392,6.2,4.004,4.514,0
刚刚那个,660,6.7,4.793,3.821,0
刚刚是,322,6,4.342,4.778,0
刚开始,711,5.5,3.825,4.248,0
刚看完,334,5.2,3.441,3.687,0
高地保安,494,5.5,4.998,5.247,0
高调承包,561,7.1,4.561,4.086,0
高端局,440,8.2,5.026,4.089,0
高分少女,425,5.1,3.856,4.313,0
高级弹幕合影,2907,16.3,4.766,5.224,0
高考必胜,583,6.5,3.023,3.504,0
高考加油,4548,8.6,4.583,5.135,0
高木高木,695,5.4,2.331,2.834,0
高能高能高能,1485,14.1,2.951,3.218,0
高能哈哈哈哈哈哈,990,15.2,2.539,4.118,0
高能哈哈哈哈哈哈哈,847,15.1,2.564,3.686,0
高能前方高能,14400,16.4,2.183,5.859,0
高兴的,746,9,4.655,3.624,0
高音哥,614,7.1,3.701,3.639,0
搞什么,353,8.5,3.554,4.1,0
搞颜色,656,9.2,3.79,5.152,0
告诉你,1925,17.4,3.429,4.908,0
告诉你们,671,16.3,3.503,4.134,0
告诉我,3935,18.1,3.871,4.372,0
告诉我们,784,16.5,3.683,5.247,0
哥哥哥哥哥哥,383,13.7,2.147,2.194,0
哥哥我可以,335,13.6,3.218,4.258,0
割割,277,9.1,3.081,3.315,0
隔壁的,337,10.3,3.578,4.707,0
隔离隔离,493,8.8,3.372,3.392,0
隔着,560,6.3,4.242,5.057,0
个弹幕我要,384,6.1,2.365,3.076,0
个小伙伴你们好,536,6,2.477,2.794,0
个兄弟,311,5.5,2.525,2.606,0
各位开头见,390,7.8,2.775,3.438,0
各位我,417,9,3.463,4.277,0
给孩子,630,7.8,2.729,3.665,0
给劳资,445,7.9,2.725,3.881,0
给你硬币,344,5,3.306,3.478,0
给爷爬,1088,5.8,4.807,5.393,0
根本不,906,9.7,4.556,3.634,0
根本不是,494,9.1,2.983,4.802,0
根本没,654,9.4,4.984,3.528,0
根本没有,486,9.1,4.77,5.251,0
根本停不下来,531,9.1,3.197,3.936,0
跟我一起,379,6.9,4.304,4.288,0
跟我一样,446,6.7,4.093,4.853,0
更新了,2544,6.1,4.489,6.164,0
公瑾公瑾,3775,15.6,3.422,2.922,0
公瑾公瑾公瑾,3641,20.5,3.414,2.558,0
公司的,266,12.4,3.849,4.438,0
宫吧,494,5,3.181,3.431,0
宫吧老哥,342,10.7,2.503,2.841,0
宫崎骏的,306,14.4,3.708,3.976,0
恭送丞相,913,10,3.164,3.879,0
恭送一代,690,9.7,3.016,2.197,0
恭送一代野王,667,14.8,2.99,5.028,0
恭喜ag,915,12.6,4.537,3.199,0
恭喜ag超玩会,652,13.6,3.79,3.234,0
恭喜fpx,538,12.1,4.575,5.566,0
恭喜ig,385,11.8,4.513,5.222,0
恭喜og,257,11.4,4.212,5.083,0
恭喜rng,441,11.9,4.546,5.552,0
恭喜ts,275,11.4,3.334,4.278,0
恭喜恭喜,2984,13.8,5.325,5.552,0
恭喜恭喜恭喜,1139,17.9,3.8,3.88,0
恭喜你,5945,14.5,4.849,4.782,0
拱坝老哥,353,16,3.53,2.689,0
狗比艾瑞克,751,8,4.46,3.608,0
狗狗狗狗狗狗,870,14.9,2.494,2.505,0
狗粮,874,7.8,3.722,4.628,0
狗贼仓鼠,662,5.6,4.292,3.923,0
狗贼仓鼠狗贼,410,14.2,2.922,2.949,0
狗贼恶心,467,5.2,4.634,4.309,0
狗贼狗,399,5.1,4.032,4.637,0
狗贼狗贼,92239,10.5,5.804,4.977,0
狗贼狗贼狗贼,83621,19.5,5.664,4.916,0
狗贼狗贼小人,333,11.8,4.822,3.952,0
狗贼滚,500,5.3,4.499,2.941,0
狗贼你,2490,6.9,5.346,5.323,0
狗贼你不配,285,13.8,4.368,4.504,0
狗贼我,397,5.1,4.596,5.308,0
狗贼小人,859,5.8,5.207,4.531,0
估计都,285,14.6,3.813,4.394,0
估计是,759,15.5,4.851,5.782,0
咕咕咕,516,11,4.723,3.545,0
孤独的,463,12.7,3.463,3.649,0
孤儿怨,520,10.1,4.257,3.776,0
孤寡孤寡,952,13.9,2.689,2.156,0
鼓掌鼓掌,267,12.3,2.787,3.746,0
故乡的,591,11.9,2.481,2.283,0
故意的,1062,13.1,2.723,4.392,0
挂机了,564,7.3,4.873,5.625,0
乖乖站好,850,5.4,2.554,4.537,0
关键是,794,9.1,5.133,4.913,0
关羽关羽,954,11,3.189,2.948,0
关注了,1263,11.7,4.362,5.978,0
官方的,265,9.7,4.112,4.995,0
冠军了,451,11.4,3.81,5.726,0
冠军皮肤,567,11.6,3.862,5.454,0
冠军中单,506,11.5,3.3,5.285,0
管大校,851,5,3.64,5.673,0
管管孩子,1523,8.6,4.793,2.83,0
管管家长,411,7.3,4.012,2.121,0
灌醉灌醉灌醉,2639,18.4,2.255,2.331,0
光光光光,336,5.4,3.433,2.309,0
光明的,336,7.3,2.012,2.522,0
广告呢,270,11.5,4.249,4.745,0
广告我,266,11.5,3.154,4.468,0
广西的,261,8.7,3.36,4.55,0
龟龟,780,9.2,3.501,3.413,0
鬼才哈哈哈哈哈哈,336,13.6,3.125,3.234,0
鬼畜啊,420,8.6,2.695,3.926,0
鬼畜的,1171,9.6,3.876,4.198,0
鬼畜都,264,8.1,2.371,2.924,0
鬼畜哈哈哈,391,8.5,3.487,2.355,0
鬼畜视频,410,8.6,2.824,4.403,0
鬼畜素材,465,8.7,3.396,2.593,0
鬼畜我,1194,9.6,2.068,4.169,0
鬼畜永不,292,8.2,2.918,2.297,0
鬼东西,374,6.6,2.423,4.137,0
鬼切鬼切,828,6.8,2.022,2.784,0
贵妃贵妃,5893,13.3,3.078,3.379,0
贵妃贵妃贵妃,5746,19.2,3.078,3.379,0
贵贵贵贵,1205,9.9,3.489,3.154,0
贵贵贵贵贵贵,1062,13.2,3.237,2.676,0
跪求bgm,389,5,3.726,4.866,0
滚出b站,1487,7.4,2.793,4.36,0
滚滚滚,578,5.9,5.049,4.017,0
滚滚滚滚,2795,7.4,2.934,2.257,0
滚滚滚滚滚滚,2431,16.7,2.911,2.066,0
郭乐乐,544,8.6,3.876,4.959,0
锅老师,999,5.6,4.489,5.747,0
国服第一,544,8.5,3.809,5.557,0
国家的,285,7.3,3.275,3.861,0
国家队天下第一,429,7.7,2.704,3.653,0
国庆快乐,1252,12.3,3.817,4.583,0
国士无双国士无双,2736,11.6,3.824,4.475,0
国士无双国士无双国士无双,1824,17,2.763,3.474,0
国土寸步不让,358,9.1,4.385,4.769,0
果断三连,312,10.5,4.114,3.527,0
果然还是,487,13.1,4.543,4.784,0
果然是,1962,14.5,5.483,5.672,0
果然有,301,12.6,3.955,2.769,0
过半警告,347,5.6,4.027,4.399,0
过分了,4489,6.5,4.43,4.482,0
过审,311,6.5,3.783,2.387,0
哈哈666,421,5.9,3.584,4.391,0
哈哈hiahiahia,306,5.5,2.65,3.649,0
哈哈lbwnb,636,6.3,2.665,3.504,0
哈哈nb,355,5.7,2.439,3.649,0
哈哈啊,5508,8.4,2.903,3.774,0
哈哈啊哈哈,1162,8.9,2.081,3.442,0
哈哈啊哈哈哈,1871,16.6,2.179,3.799,0
哈哈啊哈哈哈哈,1630,16.4,2.35,3.022,0
哈哈不,467,6,3.321,4.434,0
哈哈草,653,6.3,2.649,2.632,0
哈哈大,264,5.4,2.957,3.854,0
哈哈弹幕,327,5.6,3.07,3.245,0
哈哈淦,280,5.5,2.816,2.444,0
哈哈嗝,967,6.7,2.604,5.293,0
哈哈给,283,5.5,2.935,2.635,0
哈哈哈05,697,6.4,3.099,2.74,0
哈哈哈1,792,6.5,2.883,5.689,0
哈哈哈15,297,5.5,2.146,2.081,0
哈哈哈2333,470,6,2.658,4.902,0
哈哈哈23333,583,6.2,3.591,4.77,0
哈哈哈233333,575,6.2,3.122,4.749,0
哈哈哈2333333,552,6.1,2.877,4.76,0
哈哈哈23333333,484,6,2.615,4.303,0
哈哈哈3,286,5.5,2.793,3.96,0
哈哈哈6,737,6.4,3.306,4.938,0
哈哈哈66,262,5.4,2.99,3.563,0
哈哈哈666,1822,7.3,4.087,5.855,0
哈哈哈6666,873,6.6,3.404,5.06,0
哈哈哈66666,827,6.5,3.159,5.067,0
哈哈哈666666,762,6.5,3.1,5.209,0
哈哈哈6666666,592,6.2,2.919,4.705,0
哈哈哈66666666,473,6,3.19,4.636,0
哈哈哈awsl,731,6.4,3.7,4.966,0
哈哈哈bgm,1211,6.9,3.808,3.382,0
哈哈哈giao,383,5.8,2.584,3.779,0
哈哈哈h,1479,7.1,3.251,4.638,0
哈哈哈hhh,748,6.4,2.423,4.337,0
哈哈哈hhhh,701,6.4,2.434,4.642,0
哈哈哈hhhhh,789,6.5,2.845,4.453,0
哈哈哈hhhhhh,693,6.4,2.432,4.286,0
哈哈哈hhhhhhh,636,6.3,2.046,4.488,0
哈哈哈hhhhhhhhh,446,5.9,2.689,3.591,0
哈哈哈hhhhhhhhhh,378,5.8,2.355,3.431,0
哈哈哈hiahiahia,810,6.5,4.076,4.906,0
哈哈哈jojo,327,5.6,2.961,4.175,0
哈哈哈lbwnb,3045,7.8,3.026,4.917,0
哈哈哈lbwnblbwnb,784,6.5,2.208,3.729,0
哈哈哈nb,1821,7.3,3.293,5.16,0
哈哈哈skr,701,6.4,2.637,4.446,0
哈哈哈up,1855,7.3,3.239,3.075,0
哈哈哈wc,351,5.7,2.171,3.72,0
哈哈哈wdnmd,934,6.7,2.876,4.682,0
哈哈哈woc,1119,6.8,2.422,4.426,0
哈哈哈xswl,2485,7.6,3.286,5.644,0
哈哈哈阿,267,5.4,3.102,2.937,0
哈哈哈啊,16117,9.5,3.305,4.281,0
哈哈哈啊哈哈,1969,8.7,2.325,3.451,0
哈哈哈啊哈哈哈,5370,17.6,2.419,3.698,0
哈哈哈啊哈哈哈哈,5620,17.7,2.582,3.382,0
哈哈哈唉,319,5.6,2.896,4.146,0
哈哈哈奥利给,876,5.8,2.172,4.095,0
哈哈哈把,608,6.2,3.333,3.109,0
哈哈哈白嫖,939,7,2.79,2.973,0
哈哈哈百万,1082,6.8,2.347,2.258,0
哈哈哈般配,530,6.1,2.967,4.86,0
哈哈哈保护,1151,6.9,3.55,4.849,0
哈哈哈保护保护,300,14.7,2.161,3.484,0
哈哈哈被,587,6.2,3.053,5.326,0
哈哈哈标准结局,368,14.9,2.283,3.02,0
哈哈哈表白,326,5.6,2.604,3.923,0
哈哈哈别,580,6.2,2.591,3.549,0
哈哈哈不,2270,7.5,3.666,4.865,0
哈哈哈不会,342,5.7,2.582,2.309,0
哈哈哈不是,990,6.7,3.508,5.072,0
哈哈哈不要,970,6.7,2.985,4.886,0
哈哈哈蔡徐坤,335,13.4,2.225,4.009,0
哈哈哈草,4243,8.2,3.142,3.873,0
哈哈哈超级,269,5.4,2.128,3.071,0
哈哈哈屮,331,5.6,2.084,3.075,0
哈哈哈承包,308,5.5,3.182,3.65,0
哈哈哈吃,492,6,3.177,4.261,0
哈哈哈彳亍,1607,7.2,2.849,4.885,0
哈哈哈从,288,5.5,2.864,3.083,0
哈哈哈猝不及防,1425,7.1,3.566,5.308,0
哈哈哈打,415,5.8,3.075,3.76,0
哈哈哈大,1155,6.9,3.188,4.164,0
哈哈哈大哥,452,5.9,2.582,3.986,0
哈哈哈大家,335,5.6,2.261,2.233,0
哈哈哈大仙,330,5.6,4,4.718,0
哈哈哈带,725,6.4,2.691,3.569,0
哈哈哈弹幕,1731,7.3,4.052,3.685,0
哈哈哈等等,265,5.4,3.531,2.958,0
哈哈哈都,990,6.7,3.686,3.24,0
哈哈哈对,859,6.6,2.957,3.524,0
哈哈哈对不起,497,6,2.965,2.199,0
哈哈哈对面,318,5.6,3.152,4.899,0
哈哈哈额,278,5.4,2.423,3.33,0
哈哈哈诶,372,5.7,2.466,3.698,0
哈哈哈翻译,358,5.7,2.725,4.154,0
哈哈哈反弹,632,6.3,2.636,3.888,0
哈哈哈飞飞,687,6.4,3.103,2.322,0
哈哈哈封面,517,6.1,3.057,3.52,0
哈哈哈疯狂,364,5.7,2.164,3.811,0
哈哈哈感觉,479,6,3.332,4.702,0
哈哈哈感谢,344,5.7,2.416,3.274,0
哈哈哈干得漂亮,596,15.4,2.921,4.433,0
哈哈哈淦,1503,7.1,2.518,3.779,0
哈哈哈刚刚,283,5.5,2.98,4.386,0
哈哈哈高能,424,5.9,2.424,3.961,0
哈哈哈隔,279,5.5,3.197,3.529,0
哈哈哈嗝,7834,8.8,4.167,6.165,0
哈哈哈嗝哈哈哈哈,1026,16,2.458,2.169,0
哈哈哈给,1429,7.1,3.93,2.855,0
哈哈哈鬼才,504,6,2.582,3.603,0
哈哈哈果然,260,5.4,2.98,2.956,0
哈哈哈哈666,493,6,2.119,4.818,0
哈哈哈哈6666,283,5.5,2.198,4.007,0
哈哈哈哈666666,268,5.4,2.089,4.394,0
哈哈哈哈h,752,6.4,2.656,4.378,0
哈哈哈哈hiahiahia,334,5.6,2.402,3.803,0
哈哈哈哈up,511,6.1,2.116,2.65,0
哈哈哈哈啊,5083,8.4,2.291,3.814,0
哈哈哈哈不,640,6.3,2.176,4.762,0
哈哈哈哈不是,293,5.5,2.198,4.337,0
哈哈哈哈都,301,5.5,2.169,3.189,0
哈哈哈哈淦,416,5.8,2.106,3.114,0
哈哈哈哈嗝,3086,7.9,3.168,5.778,0
哈哈哈哈给,390,5.8,2.214,2.797,0
哈哈哈哈哈,95713,11.3,6.218,6.981,0
哈哈哈哈哈lbwnb,419,8.2,2.518,2.806,0
哈哈哈哈哈xswl,280,8.3,3.416,3.604,0
哈哈哈哈哈哈,2326029,14.5,6.034,6.791,0
哈哈哈哈哈哈05,477,15,2.568,2.371,0
哈哈哈哈哈哈2333,290,14,2.752,4.001,0
哈哈哈哈哈哈23333,357,14.2,2.61,3.874,0
哈哈哈哈哈哈233333,368,14.2,2.118,3.91,0
哈哈哈哈哈哈23333333,336,14.1,2.971,3.424,0
哈哈哈哈哈哈666,1054,15.1,3.226,4.974,0
哈哈哈哈哈哈6666,533,14.4,2.969,4.646,0
哈哈哈哈哈哈66666,503,14.3,2.899,4.423,0
哈哈哈哈哈哈666666,470,14.2,2.847,4.1,0
哈哈哈哈哈哈6666666,362,14,2.419,3.988,0
哈哈哈哈哈哈bgm,773,15.7,2.664,2.931,0
哈哈哈哈哈哈hhhhhhh,504,15.3,2.264,3.935,0
哈哈哈哈哈哈hiahiahia,260,13.6,2.626,3.542,0
哈哈哈哈哈哈lbwnb,1882,15,3.086,4.476,0
哈哈哈哈哈哈nb,1197,14.6,2.79,4.563,0
哈哈哈哈哈哈up,1187,16,2.098,2.868,0
哈哈哈哈哈哈wdnmd,624,15.5,3.037,3.984,0
哈哈哈哈哈哈woc,808,15.4,2.205,3.805,0
哈哈哈哈哈哈xswl,1689,16.5,3.523,5.18,0
哈哈哈哈哈哈般配,326,14.8,3.499,4.466,0
哈哈哈哈哈哈保护,771,15.7,2.973,4.016,0
哈哈哈哈哈哈不是,616,10.9,2.866,4.146,0
哈哈哈哈哈哈不要,651,13,2.876,4.361,0
哈哈哈哈哈哈猝不及防,957,15.9,2.143,4.408,0
哈哈哈哈哈哈大哥,282,13.4,2.333,3.354,0
哈哈哈哈哈哈弹幕,1103,16,3.466,3.231,0
哈哈哈哈哈哈翻译,263,14.6,2.192,4.052,0
哈哈哈哈哈哈反弹,426,15.1,2.131,3.577,0
哈哈哈哈哈哈感觉,283,14.7,2.013,4.295,0
哈哈哈哈哈哈高能,284,12.4,2.225,3.229,0
哈哈哈哈哈哈哈,375096,12.7,6.053,6.83,0
哈哈哈哈哈哈哈666,285,13.7,2.973,4.233,0
哈哈哈哈哈哈哈lbwnb,504,13.7,2.535,3.481,0
哈哈哈哈哈哈哈nb,278,13.1,2.594,3.821,0
哈哈哈哈哈哈哈up,274,14.5,2.346,2.488,0
哈哈哈哈哈哈哈xswl,449,15.1,3.377,4.03,0
哈哈哈哈哈哈哈彳亍,289,14.7,2.468,2.257,0
哈哈哈哈哈哈哈弹幕,260,14.6,3.483,2.611,0
哈哈哈哈哈哈哈哈哈,1784961,11.2,6.013,6.819,0
哈哈哈哈哈哈哈哈哈哈,250456,21.5,6.007,5.935,0
哈哈哈哈哈哈哈害怕,1245,15.4,3.552,4.776,0
哈哈哈哈哈哈哈好活,458,15.2,3.498,4.378,0
哈哈哈哈哈哈哈泪目,1422,16.3,4.006,5.236,0
哈哈哈哈哈哈哈离谱,260,14.6,2.742,3.291,0
哈哈哈哈哈哈哈魔鬼,312,13.6,2.743,3.381,0
哈哈哈哈哈哈哈前方,516,15.3,3.699,3.006,0
哈哈哈哈哈哈哈什么,272,13.2,3.083,2.131,0
哈哈哈哈哈哈哈我要,262,12.1,3.098,2.627,0
哈哈哈哈哈哈哈卧槽,887,15.8,3.603,3.911,0
哈哈哈哈哈哈哈这个,1020,13.4,4.218,4.824,0
哈哈哈哈哈哈哈真的,269,9.3,3.23,3.613,0
哈哈哈哈哈哈哈真实,313,14.8,3.59,3.813,0
哈哈哈哈哈哈还有,333,11.3,2.625,3.436,0
哈哈哈哈哈哈害怕,5503,16.9,3.811,5.575,0
哈哈哈哈哈哈好好,640,12,2.848,2.171,0
哈哈哈哈哈哈好活,1604,16.4,3.696,4.958,0
哈哈哈哈哈哈好听,439,13.7,2.523,3.838,0
哈哈哈哈哈哈合影,346,14.9,2.523,3.974,0
哈哈哈哈哈哈恍恍惚惚,418,15.1,2.174,2.117,0
哈哈哈哈哈哈经典,313,14.8,3.015,4.215,0
哈哈哈哈哈哈就是,257,10,2.529,3.452,0
哈哈哈哈哈哈绝活,309,14.8,2.344,3.78,0
哈哈哈哈哈哈可爱,606,13,3.163,4.112,0
哈哈哈哈哈哈可以,721,14.4,2.525,4.518,0
哈哈哈哈哈哈泪目,6135,17.8,3.937,5.997,0
哈哈哈哈哈哈离谱,941,15.9,2.801,4.655,0
哈哈哈哈哈哈律师函,787,15.7,2.059,3.147,0
哈哈哈哈哈哈没有,601,11.9,2.523,3.763,0
哈哈哈哈哈哈每天,1068,15.2,2.208,3.06,0
哈哈哈哈哈哈魔鬼,1208,14.9,2.538,3.853,0
哈哈哈哈哈哈那个,305,12.2,2.364,3.844,0
哈哈哈哈哈哈你好,564,11.8,2.307,2.578,0
哈哈哈哈哈哈你们,645,14.1,3.134,4.467,0
哈哈哈哈哈哈牛批,509,15.3,2.163,3.652,0
哈哈哈哈哈哈前方,2550,16.9,3.27,2.968,0
哈哈哈哈哈哈人才,1156,14.3,2.743,2.776,0
哈哈哈哈哈哈上头,1374,16,2.338,2.173,0
哈哈哈哈哈哈什么,1116,14.6,3.314,2.488,0
哈哈哈哈哈哈所以,273,13.4,2.3,2.902,0
哈哈哈哈哈哈突然,513,15.3,2.991,3.733,0
哈哈哈哈哈哈为什么,729,14.2,3.066,3.61,0
哈哈哈哈哈哈我们,529,13.9,3.023,3.399,0
哈哈哈哈哈哈我要,1155,13.5,2.878,2.871,0
哈哈哈哈哈哈卧槽,3959,17.3,4.118,4.665,0
哈哈哈哈哈哈芜湖,278,14.7,2.064,3.836,0
哈哈哈哈哈哈现在,309,11.4,3.085,4.184,0
哈哈哈哈哈哈兄弟,416,15.1,2.933,2.008,0
哈哈哈哈哈哈有点,440,14.2,2.069,3.653,0
哈哈哈哈哈哈有生之年,301,13.7,2.049,3.784,0
哈哈哈哈哈哈原来,270,11.3,3.03,2.461,0
哈哈哈哈哈哈暂停,353,14.9,2.922,2.288,0
哈哈哈哈哈哈怎么,580,13.9,3.181,4.627,0
哈哈哈哈哈哈这次,301,14.7,2.083,2.733,0
哈哈哈哈哈哈这个,3977,14.8,4.217,5.549,0
哈哈哈哈哈哈这里,398,13.8,2.608,3.297,0
哈哈哈哈哈哈这么,301,13.3,2.625,4.3,0
哈哈哈哈哈哈真的,1056,10.6,3.06,4.587,0
哈哈哈哈哈哈真实,1167,16.1,3.357,4.949,0
哈哈哈哈哈哈真香,504,14.1,2.18,2.697,0
哈哈哈哈哈哈中国,315,14.8,2.272,2.72,0
哈哈哈哈哈哈专业,510,15.3,2.445,4.627,0
哈哈哈哈哈害怕,878,8.2,3.582,3.725,0
哈哈哈哈哈好活,338,8.3,3.313,4.347,0
哈哈哈哈哈泪目,1148,8.3,3.677,4.861,0
哈哈哈哈哈卧槽,661,8.2,3.845,3.949,0
哈哈哈哈哈这个,867,8.3,3.696,5.009,0
哈哈哈哈还,578,6.2,2.445,4.416,0
哈哈哈哈好,3088,7.9,2.429,5.075,0
哈哈哈哈和,387,5.8,2.432,3.767,0
哈哈哈哈红红火火恍恍惚惚,869,15.8,2.05,4.112,0
哈哈哈哈就,488,6,2.064,3.774,0
哈哈哈哈看,416,5.8,2.209,2.895,0
哈哈哈哈老,400,5.8,2.141,3.304,0
哈哈哈哈没,354,5.7,2,3.582,0
哈哈哈哈你,3349,7.9,2.592,5.402,0
哈哈哈哈你们,287,5.5,2.296,4.264,0
哈哈哈哈是,795,6.5,2.433,3.326,0
哈哈哈哈说,291,5.5,2.582,3.476,0
哈哈哈哈他,344,5.7,2.179,4.299,0
哈哈哈哈太,857,6.6,2.053,2.931,0
哈哈哈哈哇,331,5.6,2.123,3.294,0
哈哈哈哈为什么,314,5.6,2.216,3.174,0
哈哈哈哈我,8331,8.8,2.787,5.304,0
哈哈哈哈卧槽,1457,7.1,2.314,4.533,0
哈哈哈哈下次一定,1666,16.4,2.128,5.454,0
哈哈哈哈有,807,6.5,2.013,3.791,0
哈哈哈哈在,458,5.9,2.285,4.093,0
哈哈哈哈怎么,280,5.5,2.138,4.755,0
哈哈哈哈这,2535,7.7,2.538,4.191,0
哈哈哈哈这个,1808,7.3,2.405,5.441,0
哈哈哈哈真的,495,6,2.138,4.463,0
哈哈哈哈真实,553,6.1,2.32,4.754,0
哈哈哈还,2139,7.5,3.989,4.752,0
哈哈哈还好,1744,7.3,4.475,2.137,0
哈哈哈还好还好,1330,12.7,4.154,2.599,0
哈哈哈还是,449,5.9,3.096,4.72,0
哈哈哈还有,532,6.1,2.414,4.037,0
哈哈哈害怕,7998,8.8,3.801,5.771,0
哈哈哈害怕哈哈哈,577,15.4,2.215,2.503,0
哈哈哈害怕害怕,2090,16,2.711,4.921,0
哈哈哈毫无违和感,767,15.7,2.07,4.12,0
哈哈哈好,12484,9.3,4.361,5.434,0
哈哈哈好哈哈哈,923,15.9,2.236,2.448,0
哈哈哈好好,940,6.7,2.725,2.522,0
哈哈哈好活,2536,7.7,3.424,5.251,0
哈哈哈好家伙,349,5.7,2.141,3.952,0
哈哈哈好看,269,5.4,2.366,4.489,0
哈哈哈好可爱,1358,13.8,2.886,3.334,0
哈哈哈好听,729,6.4,2.376,4.141,0
哈哈哈好像,533,6.1,3.759,3.747,0
哈哈哈呵,582,6.2,3.33,3.156,0
哈哈哈呵呵哈哈哈,975,15.9,2.274,3.953,0
哈哈哈呵呵呵,1235,8.2,3.358,4.622,0
哈哈哈呵呵呵呵,939,15.9,2.02,2.088,0
哈哈哈合影,578,6.2,2.594,4.607,0
哈哈哈和,1685,7.2,3.36,4.211,0
哈哈哈嘿嘿,665,6.3,2.342,4.508,0
哈哈哈很,668,6.3,2.987,2.565,0
哈哈哈红红火火恍恍惚惚,6731,17.8,4.649,5.558,0
哈哈哈后面,341,5.7,2.564,2.328,0
哈哈哈护眼,310,5.6,3.266,4.176,0
哈哈哈坏女人,313,11.8,2.654,2.906,0
哈哈哈欢迎,1168,6.9,3.224,2.104,0
哈哈哈欢迎回来,706,12.3,2.977,4.141,0
哈哈哈恍恍惚惚,669,6.3,2.036,3.566,0
哈哈哈会,256,5.4,3.268,3.863,0
哈哈哈火钳刘明,7996,18,3.854,5.687,0
哈哈哈加油,406,5.8,3.628,3.534,0
哈哈哈建议,286,5.5,2.061,3.795,0
哈哈哈今天,279,5.5,3.066,3.976,0
哈哈哈进度条,332,5.6,2.314,3.294,0
哈哈哈经典,522,6.1,2.845,4.85,0
哈哈哈精彩,326,5.6,2.473,3.507,0
哈哈哈就,1756,7.3,3.965,4.333,0
哈哈哈就是,438,5.9,3.21,4.065,0
哈哈哈居然,314,5.6,2.404,3.735,0
哈哈哈开,292,5.5,3.522,2.966,0
哈哈哈开花,376,5.7,2.116,3.59,0
哈哈哈开幕雷击,816,15.7,2.404,4.287,0
哈哈哈看,1465,7.1,3.679,3.08,0
哈哈哈看到,431,5.9,3.168,3.135,0
哈哈哈看过,439,5.9,2.532,4.273,0
哈哈哈考古,259,5.4,2.055,3.418,0
哈哈哈靠,350,5.7,2.12,3.343,0
哈哈哈可,337,5.6,3.007,3.32,0
哈哈哈可爱,961,6.7,2.993,4.856,0
哈哈哈可怕,261,5.4,2.221,2.699,0
哈哈哈可以,1170,6.9,3.553,4.835,0
哈哈哈快,577,6.2,2.705,3.873,0
哈哈哈快乐,319,5.6,2.511,3.518,0
哈哈哈老,1544,7.2,3.337,4.114,0
哈哈哈老子,293,5.5,2.754,4.344,0
哈哈哈蕾丝,259,5.4,3.337,3.932,0
哈哈哈泪目,9358,9,4.148,6.273,0
哈哈哈泪目哈哈哈,549,15.3,2.077,2.578,0
哈哈哈泪目泪目,1725,11.3,2.921,4.988,0
哈哈哈离谱,1537,7.2,2.703,4.861,0
哈哈哈厉害,1884,7.4,3.162,2.192,0
哈哈哈两个,282,5.5,2.289,4.202,0
哈哈哈灵魂,319,5.6,2.025,2.302,0
哈哈哈律师函,1224,6.9,2.807,3.544,0
哈哈哈律师函警告,1027,16,2.834,3.967,0
哈哈哈没,1374,7,3.74,3.925,0
哈哈哈没有,989,6.7,3.143,4.773,0
哈哈哈每天,1530,7.2,2.57,3.048,0
哈哈哈名场面,857,15.8,3.051,5.003,0
哈哈哈魔鬼,1824,7.3,2.784,4.318,0
哈哈哈那,1268,7,3.635,3.141,0
哈哈哈那个,523,6.1,3.581,4.621,0
哈哈哈嗯,665,6.3,2.876,3.984,0
哈哈哈你,13215,9.3,4.912,5.549,0
哈哈哈你不要,598,12.9,2.473,2.94,0
哈哈哈你好,876,6.6,2.422,2.825,0
哈哈哈你们,1023,6.7,3.589,4.646,0
哈哈哈你怎么,257,13.1,2.565,2.951,0
哈哈哈牛逼,3239,5.9,3.429,3.305,0
哈哈哈牛批,835,6.5,2.726,4.619,0
哈哈哈牛皮,440,5.9,2.292,4.039,0
哈哈哈哦,1110,6.8,3.323,4.222,0
哈哈哈怕,271,5.4,2.753,2.515,0
哈哈哈噗,1059,6.8,2.899,3.325,0
