Word,Num,Frequence,Mut,Freedom_L,Freedom_R,Rep,Den,Bvid,Tname,View,Like,Danmaku,Reply,Coin,Share,Favorite,Length,Mark
鐣欏悕,2,23,6.1,2.572,4.002,1,0.09,BV1PJ411d7DM,浜哄姏VOCALOID,1919618,149176,4520,1242,101426,10793,67439,256,1
鐣欏悕,2,25,6,3.284,4.054,1,0.189,BV1rW411C78f,楝肩暅璋冩暀,1929432,62136,6141,1811,92488,16668,63887,132,1
鐣欏悕,2,48,6.2,3.568,5.01,2,0.404,BV1Gs411M77N,浜哄姏VOCALOID,5325321,138834,21217,2986,130105,67279,130996,114,1
鐣欏悕,2,67,6,4.11,4.1,6,0.118,BV1Vx411L7XS,浜哄姏VOCALOID,1132608,36639,17938,3720,99764,7469,57158,517,1
鐣欏悕,2,97,5.5,3.126,2.686,2,0.629,BV1Ct411t7Ec,楝肩暅璋冩暀,2082100,99545,7376,2676,57331,16413,65890,151,1
鐤鐙傞捇鐭,4,23,6.1,3.273,3.469,1,0.242,BV19K4y177SG,鍗曟満娓告垙,7341687,303239,4716,2556,90217,55675,98315,95,-1
鐥涚粡,2,87,5.2,4.204,4.528,5,0.361,BV1js411P797,鎼炵瑧,3004258,65579,11873,11100,30828,25648,11850,219,-1
鐥涜嫤闈㈠叿,4,26,5.8,4.104,4.624,1,0.286,BV1Ga4y1E7Qq,楝肩暅璋冩暀,18461729,823499,49479,14020,234809,253285,310231,91,1
鐧借壊,2,35,5.6,3.871,3.68,4,0.142,BV1js411P797,鎼炵瑧,3004258,65579,11873,11100,30828,25648,11850,219,0
鐧句竾濉璇,4,21,6,3.654,4.011,1,0.082,BV1PJ411d7DM,浜哄姏VOCALOID,1919618,149176,4520,1242,101426,10793,67439,256,1
鐧句竾濉璇,4,29,7.2,4.113,4.306,1,0.254,BV1Gs411M77N,浜哄姏VOCALOID,5325321,138834,21217,2986,130105,67279,130996,114,1
鐧句竾璋冮煶甯,5,16,7.2,3.25,3.375,1,0.14,BV1Gs411M77N,浜哄姏VOCALOID,5325321,138834,21217,2986,130105,67279,130996,114,1
鐧句竾璋冮煶甯,5,19,7.9,3.827,3.532,1,0.134,BV1nt411C7gB,鍘熷垱闊充箰,4174848,215291,15347,6485,155957,24442,67017,142,1
鐧句竾璐虹數,4,27,6.2,2.053,2.484,1,0.123,BV1Xx411j7JA,浜哄姏VOCALOID,1256452,27669,7802,1875,50764,17804,44561,219,1
鐧句竾鍔╂敾,4,18,6.1,2.886,3.684,1,0.082,BV1Xx411j7JA,浜哄姏VOCALOID,1256452,27669,7802,1875,50764,17804,44561,219,1
鐧句竾鍔╂敾,4,19,5.8,3.432,4.037,1,0.144,BV1rW411C78f,楝肩暅璋冩暀,1929432,62136,6141,1811,92488,16668,63887,132,1
鐧句竾鍔╂敾,4,87,5.9,3.634,3.831,20,0.908,BV1Wx41127uw,楝肩暅璋冩暀,2317673,63684,7502,3312,52781,25876,62774,65,1
鐧句竾,2,179,5.4,3.035,4.003,12,1.132,BV1QW411E7oP,楝肩暅璋冩暀,2569983,46331,10922,3893,59648,19603,59871,91,0
鐧句竾,2,26,6,3.979,2.22,1,0.215,BV1Zt411v7Hu,楝肩暅璋冩暀,1403733,53664,3716,2707,44742,21459,31506,121,0
鐧句竾,2,51,7.2,4.859,2.559,1,0.359,BV1nt411C7gB,鍘熷垱闊充箰,4174848,215291,15347,6485,155957,24442,67017,142,0
鐧句竾,2,66,6,4.03,2.094,2,0.297,BV1Xx411j7JA,浜哄姏VOCALOID,1256452,27669,7802,1875,50764,17804,44561,219,0
鐧句竾,2,84,5.8,4.281,3.908,1,0.636,BV1rW411C78f,楝肩暅璋冩暀,1929432,62136,6141,1811,92488,16668,63887,132,0
鐧藉珫澶辫触,4,16,7.5,3.578,3.875,1,0.176,BV1Ga4y1E7Qq,楝肩暅璋冩暀,18461729,823499,49479,14020,234809,253285,310231,91,1
鐧藉珫澶辫触,4,28,6,3.937,3.607,4,0.098,BV1PJ411d7DM,浜哄姏VOCALOID,1919618,149176,4520,1242,101426,10793,67439,256,1
鐧藉珫,2,45,6.1,4.58,2.112,4,0.16,BV1PJ411d7DM,浜哄姏VOCALOID,1919618,149176,4520,1242,101426,10793,67439,256,1
鐧藉,2,16,7.4,3.625,3.5,1,0.147,BV1Bt411L7Vw,浜哄姏VOCALOID,1699712,84095,6238,1365,28079,12251,38190,109,1
鐨鍑犱竾,3,26,5.5,3.16,4.21,1,0.286,BV1QW411E7oP,楝肩暅璋冩暀,2569983,46331,10922,3893,59648,19603,59871,91,-1
鐨鑲,2,17,6.7,3.382,3.852,2,0.073,BV1js411P797,鎼炵瑧,3004258,65579,11873,11100,30828,25648,11850,219,0
鐩存帴,2,33,6.1,4.681,3.877,1,0.151,BV1js411P797,鎼炵瑧,3004258,65579,11873,11100,30828,25648,11850,219,0
鐪嬬潃閮界柤,4,23,5.4,4.176,4.143,1,0.253,BV1Ga4y1E7Qq,楝肩暅璋冩暀,18461729,823499,49479,14020,234809,253285,310231,91,-1
鐪嬬潃,2,65,5.5,4.908,2.553,2,0.703,BV1Ga4y1E7Qq,楝肩暅璋冩暀,18461729,823499,49479,14020,234809,253285,310231,91,-1
鐪熸ｇ殑鐭崇伆,5,37,6.4,3.073,4.337,1,0.261,BV1nt411C7gB,鍘熷垱闊充箰,4174848,215291,15347,6485,155957,24442,67017,142,-1
鐪熺殑濂藉惉,4,41,5.3,3.939,3.925,1,0.289,BV1nt411C7gB,鍘熷垱闊充箰,4174848,215291,15347,6485,155957,24442,67017,142,-1
鐪熼,2,29,5.3,4.306,4.323,1,0.113,BV1PJ411d7DM,浜哄姏VOCALOID,1919618,149176,4520,1242,101426,10793,67439,256,1
鐪肩潧,2,46,6.8,2.58,4.017,2,0.178,BV1i7411A7yk,MMD路3D,3579963,160744,33254,19310,51097,86031,51423,253,0
鐪肩,2,33,5.8,2.701,4.2,1,0.13,BV1i7411A7yk,MMD路3D,3579963,160744,33254,19310,51097,86031,51423,253,0
鐬╃洰,2,34,6.5,2.672,4.087,1,0.155,BV1Xx411j7JA,浜哄姏VOCALOID,1256452,27669,7802,1875,50764,17804,44561,219,-1
鐭ラ亾,2,17,8.3,2.022,3.169,1,0.149,BV1Gs411M77N,浜哄姏VOCALOID,5325321,138834,21217,2986,130105,67279,130996,114,0
鐭ラ亾,2,18,6.9,2.211,3.795,2,0.033,BV1Vx411L7XS,浜哄姏VOCALOID,1132608,36639,17938,3720,99764,7469,57158,517,0
鐭ラ亾,2,20,5.8,2.766,3.584,1,0.079,BV1i7411A7yk,MMD路3D,3579963,160744,33254,19310,51097,86031,51423,253,0
鐭ラ亾,2,72,6.3,3.242,4.559,2,0.32,BV1js411P797,鎼炵瑧,3004258,65579,11873,11100,30828,25648,11850,219,0
鐭崇伆,2,57,8.1,2.181,4.776,1,0.401,BV1nt411C7gB,鍘熷垱闊充箰,4174848,215291,15347,6485,155957,24442,67017,142,0
鐭抽敜,2,19,7.2,3.076,3.176,1,0.209,BV1QW411E7oP,楝肩暅璋冩暀,2569983,46331,10922,3893,59648,19603,59871,91,1
鑰佸瓙,2,27,5.9,3.44,3.304,1,0.237,BV1Gs411M77N,浜哄姏VOCALOID,5325321,138834,21217,2986,130105,67279,130996,114,0
鑰佸笀,2,34,6.1,2.663,3.912,2,0.122,BV1Yp4y1S7Zj,楝肩暅璋冩暀,1238608,80279,5817,1587,27996,10424,20106,263,0
鑰佸﹩,2,19,6.7,2.14,3.932,1,0.167,BV1Gs411M77N,浜哄姏VOCALOID,5325321,138834,21217,2986,130105,67279,130996,114,0
鑰佸﹩,2,37,5.1,3.055,4.55,2,0,BV1jK411373z,缁煎悎,1637641,62402,1805,1659,14484,7681,55811,238,0
鑰佹潕,2,18,5.3,4.059,4.059,1,0.158,BV1Gs411M77N,浜哄姏VOCALOID,5325321,138834,21217,2986,130105,67279,130996,114,-1
鑰侀紶,2,29,5.8,3.237,4.444,2,0.059,BV15x411t7bF,楝肩暅鍓у満,1410972,12698,14959,618,4334,4298,12455,478,0
鑰冨彜,2,58,7.1,2.75,4.183,2,0.11,BV1Vx411L7XS,浜哄姏VOCALOID,1132608,36639,17938,3720,99764,7469,57158,517,0
鑰冭瘯,2,20,6.5,2.659,3.922,1,0.22,BV1QW411E7oP,楝肩暅璋冩暀,2569983,46331,10922,3893,59648,19603,59871,91,0
鑰屼笖,2,36,6.9,4.325,4.35,2,0.16,BV1js411P797,鎼炵瑧,3004258,65579,11873,11100,30828,25648,11850,219,0
鑰楀瓙灏炬眮,4,77,5.1,5.025,5.214,1,0.811,BV19K4y177SG,鍗曟満娓告垙,7341687,303239,4716,2556,90217,55675,98315,95,1
鑰楀瓙鍠傛眮,4,20,5.1,3.122,3.722,1,0.211,BV19K4y177SG,鍗曟満娓告垙,7341687,303239,4716,2556,90217,55675,98315,95,1
鑰虫満鍏,3,27,6.9,4.106,2.815,1,0.056,BV15x411t7bF,楝肩暅鍓у満,1410972,12698,14959,618,4334,4298,12455,478,1
鑱旂洘,2,72,6.8,2.823,2.291,2,0.78,BV1QW411E7oP,楝肩暅璋冩暀,2569983,46331,10922,3893,59648,19603,59871,91,0
鑲ュ畢,2,26,6.5,3.811,3.969,1,0.119,BV1js411P797,鎼炵瑧,3004258,65579,11873,11100,30828,25648,11850,219,1
鑲栨垬,2,19,6.6,3.932,3.532,2,0.068,BV1Yp4y1S7Zj,楝肩暅璋冩暀,1238608,80279,5817,1587,27996,10424,20106,263,1
鑳屽寘,2,19,7.4,3.195,2.67,5,0.165,BV1QW411E7oP,楝肩暅璋冩暀,2569983,46331,10922,3893,59648,19603,59871,91,0
鑳屾櫙,2,32,7.8,4.328,3.061,1,0.062,BV1Vx411L7XS,浜哄姏VOCALOID,1132608,36639,17938,3720,99764,7469,57158,517,0
鑳栬檸,2,21,5.9,3.266,3.613,1,0,BV1jK411373z,缁煎悎,1637641,62402,1805,1659,14484,7681,55811,238,-1
鑴哥孩,2,70,6.6,2.943,2.916,2,0.273,BV1i7411A7yk,MMD路3D,3579963,160744,33254,19310,51097,86031,51423,253,0
鑷宸,2,23,6.4,4.23,3.48,1,0.253,BV1Ga4y1E7Qq,楝肩暅璋冩暀,18461729,823499,49479,14020,234809,253285,310231,91,0
鑷宸,2,28,6.4,3.964,4.468,2,0.052,BV15x411t7bF,楝肩暅鍓у満,1410972,12698,14959,618,4334,4298,12455,478,0
鑷宸,2,63,6.7,4.701,4.673,2,0.265,BV1js411P797,鎼炵瑧,3004258,65579,11873,11100,30828,25648,11850,219,0
鑸掓湇,2,30,6.8,3.965,3.181,1,0.227,BV1rW411C78f,楝肩暅璋冩暀,1929432,62136,6141,1811,92488,16668,63887,132,0
鑹句鸡娌冨厠,4,17,8.8,3.852,3.808,1,0.12,BV1nt411C7gB,鍘熷垱闊充箰,4174848,215291,15347,6485,155957,24442,67017,142,1
鑺傚,2,43,7,4.153,4.274,1,0.473,BV1Ga4y1E7Qq,楝肩暅璋冩暀,18461729,823499,49479,14020,234809,253285,310231,91,0
鑺﹁媷,2,25,7.9,4.004,3.943,2,0.264,BV1QW411E7oP,楝肩暅璋冩暀,2569983,46331,10922,3893,59648,19603,59871,91,0
鑽峰皵钂,3,26,7.2,3.734,3.657,2,0.114,BV1js411P797,鎼炵瑧,3004258,65579,11873,11100,30828,25648,11850,219,-1
鑾鍚,2,21,8.4,4.202,2.163,1,0.148,BV1nt411C7gB,鍘熷垱闊充箰,4174848,215291,15347,6485,155957,24442,67017,142,1
鑾鍚,2,36,5.3,3.837,2.611,1,0.07,BV1Vx411L7XS,浜哄姏VOCALOID,1132608,36639,17938,3720,99764,7469,57158,517,1
钁涘彅,2,127,6,3.76,3.615,1,0.246,BV1Vx411L7XS,浜哄姏VOCALOID,1132608,36639,17938,3720,99764,7469,57158,517,1
钁涘钩,2,17,5.7,3.97,3.735,1,0.033,BV1Vx411L7XS,浜哄姏VOCALOID,1132608,36639,17938,3720,99764,7469,57158,517,1
钃濈尗,2,35,5.3,2.042,4.936,1,0.073,BV15x411t7bF,楝肩暅鍓у満,1410972,12698,14959,618,4334,4298,12455,478,1
钃濈繑,2,18,6.5,3.906,3.281,1,0.038,BV15x411t7bF,楝肩暅鍓у満,1410972,12698,14959,618,4334,4298,12455,478,1
钄″緪鍧,3,127,5.5,5.205,3.539,1,1.165,BV1Bt411L7Vw,浜哄姏VOCALOID,1699712,84095,6238,1365,28079,12251,38190,109,1
钖勮嵎,2,20,7.1,3.741,2.759,1,0.091,BV1js411P797,鎼炵瑧,3004258,65579,11873,11100,30828,25648,11850,219,-1
钢铁侠,3,24,8.6,3.752,3.97,4,0.032,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,1
钢铁侠,3,53,5.9,4.952,4.664,1,0.335,BV1Ay4y187tP,鬼畜剧场,7885083,325854,4774,3305,99422,97101,109070,158,1
钢骨,2,24,6.9,4.418,3.683,1,0.247,BV1nW411p7u1,搞笑,2526029,42293,4615,1743,58254,25807,34824,97,-1
铁岭,2,27,7.6,2.125,2.113,1,0.088,BV17t41187uZ,鬼畜调教,6512580,370555,33586,13707,368143,145025,246093,306,-1
铁憨憨,3,19,6.9,4.143,3.432,1,0.034,BV1Jt411r7yv,鬼畜调教,1735236,57209,10468,2474,70747,50549,42020,556,1
铁木真,3,16,6.5,2.531,3.578,2,0.057,BV1T4411f7yB,人力VOCALOID,3456514,142890,19232,6682,122239,10919,111403,264,-1
铁阁,2,30,6.8,2.772,3.506,1,0.211,BV1rs411w7h7,鬼畜调教,1697870,51722,24852,5303,69449,23454,48680,142,-1
铚滄眮,2,18,8.5,3.614,2.252,1,0.035,BV1Vx411L7XS,浜哄姏VOCALOID,1132608,36639,17938,3720,99764,7469,57158,517,1
铚滆渹,2,28,6.4,4.423,4.593,1,0.059,BV15x411t7bF,楝肩暅鍓у満,1410972,12698,14959,618,4334,4298,12455,478,0
铜阁,2,32,6.8,2.929,3.09,2,0.218,BV1rs411w7h7,鬼畜调教,1697870,51722,24852,5303,69449,23454,48680,142,-1
银阁,2,59,7,3.788,3.372,2,0.408,BV1rs411w7h7,鬼畜调教,1697870,51722,24852,5303,69449,23454,48680,142,-1
锤子,2,16,5.6,3.125,3.625,2,0.023,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,1
镇站之宝,4,17,7.5,3.337,3.057,1,0.109,BV17y4y1k7cf,鬼畜剧场,9080936,524329,20484,7778,411321,296994,258458,156,1
镇站之宝,4,20,7.5,2.658,4.222,1,0.083,BV1pz4y1Q7p2,人力VOCALOID,8236456,714805,19485,4107,623584,43208,306750,242,1
镇站之宝,4,55,7.9,3.437,4.411,1,0.407,BV1ix411z7G1,鬼畜调教,7818623,170800,41315,8247,175609,129873,224392,135,1
镜像,2,31,7.5,3.599,4.503,1,0.378,BV16E411g7Wp,鬼畜调教,14094497,935818,26819,6148,287875,80501,367484,82,1
长得,2,38,5.8,4.754,3.468,1,0.172,BV1cE411477E,人力VOCALOID,1414859,134956,31453,9373,38864,8994,19883,221,-1
閫佸嚭,2,63,5.2,3.962,3.717,1,0.578,BV1Bt411L7Vw,浜哄姏VOCALOID,1699712,84095,6238,1365,28079,12251,38190,109,1
閫夋嫨,2,37,7.4,2.018,4.186,1,0.169,BV1js411P797,鎼炵瑧,3004258,65579,11873,11100,30828,25648,11850,219,0
閫濆幓,2,205,5.2,2.822,4.982,2,0.389,BV1Vx411L7XS,浜哄姏VOCALOID,1132608,36639,17938,3720,99764,7469,57158,517,-1
閭ｄ釜濂充汉,4,157,5.6,5.579,2.546,1,1.377,BV1Gs411M77N,浜哄姏VOCALOID,5325321,138834,21217,2986,130105,67279,130996,114,1
閭ｄ釜鐢蜂汉,4,17,5.8,3.455,2.705,1,0.033,BV1Vx411L7XS,浜哄姏VOCALOID,1132608,36639,17938,3720,99764,7469,57158,517,1
閭ｄ釜,2,20,6.5,3.722,4.022,2,0.134,BV1nt411C7gB,鍘熷垱闊充箰,4174848,215291,15347,6485,155957,24442,67017,142,0
閭ｄ釜,2,33,5.1,3.859,2.757,2,0.062,BV1Vx411L7XS,浜哄姏VOCALOID,1132608,36639,17938,3720,99764,7469,57158,517,0
閮界粰鑰佸瓙鍝,5,28,5.4,2.164,3.335,1,0.054,BV1Vx411L7XS,浜哄姏VOCALOID,1132608,36639,17938,3720,99764,7469,57158,517,-1
閲忓,2,19,5.3,3.932,2.774,1,0.087,BV1js411P797,鎼炵瑧,3004258,65579,11873,11100,30828,25648,11850,219,-1
閲戝澐鍨,3,42,7.5,4.65,4.525,6,0.066,BV1Vx411L7XS,浜哄姏VOCALOID,1132608,36639,17938,3720,99764,7469,57158,517,1
閾佸,2,28,5.7,2.245,4.25,1,0.295,BV19K4y177SG,鍗曟満娓告垙,7341687,303239,4716,2556,90217,55675,98315,95,-1
閾呯瑪,2,21,7.2,4.297,2.779,2,0.038,BV15x411t7bF,楝肩暅鍓у満,1410972,12698,14959,618,4334,4298,12455,478,0
閿榄,2,21,7.6,4.297,3.744,1,0.231,BV1Ga4y1E7Qq,楝肩暅璋冩暀,18461729,823499,49479,14020,234809,253285,310231,91,1
闀囩珯涔嬪疂,4,74,6.1,3.989,4.42,1,1.138,BV1Wx41127uw,楝肩暅璋冩暀,2317673,63684,7502,3312,52781,25876,62774,65,1
闂ㄩ潰,2,20,5.8,2.039,3.204,1,0.152,BV1rW411C78f,楝肩暅璋冩暀,1929432,62136,6141,1811,92488,16668,63887,132,-1
闂棰,2,25,7.1,3.924,3.588,1,0.114,BV1js411P797,鎼炵瑧,3004258,65579,11873,11100,30828,25648,11850,219,0
闂鐜,2,26,6.6,3.902,2.823,2,0.189,BV1rW411C78f,楝肩暅璋冩暀,1929432,62136,6141,1811,92488,16668,63887,132,1
闃叉檼闇,3,31,5.3,4.414,4.127,2,0.128,BV1js411P797,鎼炵瑧,3004258,65579,11873,11100,30828,25648,11850,219,-1
闃块噷,2,30,6.4,4.123,3.911,1,0.137,BV1Xx411j7JA,浜哄姏VOCALOID,1256452,27669,7802,1875,50764,17804,44561,219,-1
闃垮﹩涓,3,18,6.9,3.837,3.239,1,0.158,BV1Gs411M77N,浜哄姏VOCALOID,5325321,138834,21217,2986,130105,67279,130996,114,1
闃熷弸,2,19,6.4,3.532,3.787,1,0.2,BV19K4y177SG,鍗曟満娓告垙,7341687,303239,4716,2556,90217,55675,98315,95,1
闃蹭笉鑳滈槻,4,29,5.3,3.935,4.418,1,0.132,BV1js411P797,鎼炵瑧,3004258,65579,11873,11100,30828,25648,11850,219,1
闅惧彈,2,19,6.4,3.432,3.682,1,0.087,BV1js411P797,鎼炵瑧,3004258,65579,11873,11100,30828,25648,11850,219,0
闆呰牄铦,3,26,7.3,3.584,3.412,3,0.369,BV1Wx41127uw,楝肩暅璋冩暀,2317673,63684,7502,3312,52781,25876,62774,65,1
闇囨,2,20,6,2.922,3.622,1,0,BV17a411w7Pq,浜哄姏VOCALOID,1805338,98640,3020,1010,25353,13884,25300,200,1
闇插,2,90,6.4,2.43,4.588,3,0.857,BV1Ga4y1E7Qq,楝肩暅璋冩暀,18461729,823499,49479,14020,234809,253285,310231,91,-1
闇瑕,2,25,5.4,3.364,4.164,2,0.096,BV1js411P797,鎼炵瑧,3004258,65579,11873,11100,30828,25648,11850,219,0
闈㈢瓔,2,47,5.7,3.317,4.159,2,0.341,BV1rW411C78f,楝肩暅璋冩暀,1929432,62136,6141,1811,92488,16668,63887,132,1
闈㈣啘,2,50,5.6,3.002,5.143,3,0.215,BV1js411P797,鎼炵瑧,3004258,65579,11873,11100,30828,25648,11850,219,1
闉灏,2,26,7.6,3.921,3.979,1,0.286,BV1QW411E7oP,楝肩暅璋冩暀,2569983,46331,10922,3893,59648,19603,59871,91,1
闊充箰鍖,3,75,5.7,4.197,4.022,2,0.143,BV1Vx411L7XS,浜哄姏VOCALOID,1132608,36639,17938,3720,99764,7469,57158,517,1
闊充箰,2,19,6.3,4.037,2.14,1,0.134,BV1nt411C7gB,鍘熷垱闊充箰,4174848,215291,15347,6485,155957,24442,67017,142,0
闊抽噺,2,37,5.9,2.87,4.399,2,0.069,BV15x411t7bF,楝肩暅鍓у満,1410972,12698,14959,618,4334,4298,12455,478,-1
闪电鞭,3,30,5.7,4.095,3.572,1,0.217,BV13r4y1w7Lm,鬼畜剧场,4505498,288812,10366,2708,109452,105496,93799,138,1
问号,2,16,7,2.656,2.906,2,0.153,BV1Th411d7T6,鬼畜调教,1905936,127663,4381,1688,30603,5376,25864,98,1
问号,2,63,6.5,3.038,4.836,3,0.487,BV1fK4y1h7q2,鬼畜调教,7379420,426793,14456,2250,125217,44095,122143,117,1
闹太套,3,158,6.3,4.344,4.479,18,0.525,BV1U441127NE,鬼畜调教,3416379,226168,18975,2862,135633,18993,111063,240,1
闺女,2,19,6.1,2.394,3.722,1,0.021,BV1zx411V7r2,单机游戏,4250731,138293,33322,2478,102181,13336,38768,884,0
闽南话,3,18,6.1,2.585,3.239,2,0.177,BV1pi4y1x7s7,鬼畜调教,4688283,167430,5219,2744,77194,68915,81373,96,-1
阜新,2,71,7.5,5.204,3.778,2,0.511,BV1ix411z7G1,鬼畜调教,7818623,170800,41315,8247,175609,129873,224392,135,-1
队友,2,22,6.4,3.482,4.005,2,0.064,BV1NW411m7Jg,鬼畜调教,1067686,39382,3846,2393,50953,12277,24482,329,1
队长,2,152,6.7,2.753,5.749,2,0.23,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,0
防空警报,4,41,8.4,3.967,3.948,1,0.289,BV1rs411w7h7,鬼畜调教,1697870,51722,24852,5303,69449,23454,48680,142,-1
阴间来电,4,35,6.7,3.7,4.032,1,0.259,BV1ix411z7G1,鬼畜调教,7818623,170800,41315,8247,175609,129873,224392,135,-1
阿姨,2,40,6.3,4.353,4.515,2,0.402,BV1nW411p7u1,搞笑,2526029,42293,4615,1743,58254,25807,34824,97,0
阿婆主,3,21,5.5,3.713,2.677,1,0.044,BV1Hs411N7BJ,鬼畜调教,1373958,49492,9791,1208,45094,29635,38983,478,1
阿婆主,3,45,6,2.618,2.536,1,0.128,BV1wb411A7rc,搞笑,2671992,75930,12355,4291,34050,13658,10306,352,1
阿提拉,3,28,6.8,2.084,4.522,1,0.106,BV1T4411f7yB,人力VOCALOID,3456514,142890,19232,6682,122239,10919,111403,264,-1
阿根廷市长,5,19,6.2,4.037,3.932,1,0.141,BV1ix411z7G1,鬼畜调教,7818623,170800,41315,8247,175609,129873,224392,135,-1
阿根廷市,4,108,6,5.086,4.551,1,0.8,BV1ix411z7G1,鬼畜调教,7818623,170800,41315,8247,175609,129873,224392,135,-1
阿根廷,3,243,6.3,5.902,3.306,1,1.8,BV1ix411z7G1,鬼畜调教,7818623,170800,41315,8247,175609,129873,224392,135,0
附体,2,21,6.5,2.058,4.297,1,0.216,BV1nW411p7u1,搞笑,2526029,42293,4615,1743,58254,25807,34824,97,1
陆游,2,18,6,3.614,3.614,1,0.032,BV1T4411w71C,单机游戏,4489926,212707,36335,6641,120270,13488,57687,568,-1
陈独秀,3,33,5.7,4.075,3.382,2,0.195,BV15W411i7dR,人力VOCALOID,2384323,33262,10365,4185,70770,21261,55689,164,0
降临,2,22,9,2.681,3.811,1,0.034,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,0
降温,2,24,7.1,3.034,4.22,1,0.112,BV1e741157jr,人力VOCALOID,1684376,143509,6931,2766,107251,7457,34771,214,0
陛下,2,143,5.3,3.393,4.729,2,0.534,BV1T4411f7yB,人力VOCALOID,3456514,142890,19232,6682,122239,10919,111403,264,0
除非忍不住,5,29,7.7,3.137,2.662,1,0.134,BV1Jt411F7vW,搞笑,1447252,119401,10251,1634,83261,16011,44088,217,1
隋文帝杨坚,5,25,6.2,4.244,4.019,1,0.095,BV1T4411f7yB,人力VOCALOID,3456514,142890,19232,6682,122239,10919,111403,264,-1
隔离,2,57,6.1,2.368,3.673,9,0.351,BV1M7411r7vb,鬼畜调教,3008999,145901,6581,2695,73206,45632,48418,97,0
难受,2,32,7.9,3.828,2.708,1,0.147,BV1KJ411w7dT,鬼畜调教,1358196,94423,23267,4401,63517,11021,37413,218,0
难喝,2,17,6.6,2.94,3.287,2,0.018,BV1zx411V7r2,单机游戏,4250731,138293,33322,2478,102181,13336,38768,884,-1
难道,2,22,7,3.659,2.639,1,0.155,BV1rs411w7h7,鬼畜调教,1697870,51722,24852,5303,69449,23454,48680,142,0
雄氏老方,4,46,5.8,3.968,4.053,1,0.341,BV1ix411z7G1,鬼畜调教,7818623,170800,41315,8247,175609,129873,224392,135,1
集结,2,27,8.3,3.036,3.838,1,0.041,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,0
雍正,2,16,7.1,3.75,3.328,1,0.061,BV1T4411f7yB,人力VOCALOID,3456514,142890,19232,6682,122239,10919,111403,264,-1
雨女无瓜,4,113,6.7,5.098,5.188,5,0.192,BV1T4411w71C,单机游戏,4489926,212707,36335,6641,120270,13488,57687,568,1
雪娟,2,30,6.2,2.595,4.44,1,0.054,BV1Jt411r7yv,鬼畜调教,1735236,57209,10468,2474,70747,50549,42020,556,-1
雷姆,2,16,6,3.108,3.078,1,0.063,BV1Xg4y1q78q,人力VOCALOID,1367143,128463,9442,2825,67193,4041,15859,252,1
雷姆,2,17,7.2,3.405,3.125,1,0.07,BV1pz4y1Q7p2,人力VOCALOID,8236456,714805,19485,4107,623584,43208,306750,242,1
雷姆,2,43,6,3.346,3.76,1,0.531,BV1E7411h761,鬼畜调教,3180088,243471,12048,2508,125463,31706,111597,81,1
雷姆,2,59,7.1,3.342,3.456,3,0.086,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,1
雷诺,2,43,7.8,3.248,4.833,1,0.049,BV1zx411V7r2,单机游戏,4250731,138293,33322,2478,102181,13336,38768,884,-1
震动,2,42,6.8,2.757,4.651,1,0.512,BV16E411g7Wp,鬼畜调教,14094497,935818,26819,6148,287875,80501,367484,82,0
震惊,2,54,7,3.272,4.755,1,0.061,BV1zx411V7r2,单机游戏,4250731,138293,33322,2478,102181,13336,38768,884,0
霍去病,3,56,7.3,3.153,3.397,16,0.114,BV1T4411f7yB,人力VOCALOID,3456514,142890,19232,6682,122239,10919,111403,264,-1
青岛人,3,31,5.6,3.873,3.422,1,0.128,BV1pz4y1Q7p2,人力VOCALOID,8236456,714805,19485,4107,623584,43208,306750,242,-1
青岛,2,116,7.2,5.202,3.745,2,0.129,BV1zx411V7r2,单机游戏,4250731,138293,33322,2478,102181,13336,38768,884,0
青岛,2,58,6.9,4.734,3.059,2,0.236,BV1pz4y1Q7p2,人力VOCALOID,8236456,714805,19485,4107,623584,43208,306750,242,0
非洲,2,27,7.8,4.134,2.623,1,0.113,BV1U441127NE,鬼畜调教,3416379,226168,18975,2862,135633,18993,111063,240,0
面筋哥,3,22,6,3.716,3.384,1,0.188,BV1NW411R7BD,人力VOCALOID,1835102,47969,4886,1332,53269,18949,41687,117,1
面筋,2,31,6.8,4.038,3.422,2,0.092,BV1U441127NE,鬼畜调教,3416379,226168,18975,2862,135633,18993,111063,240,1
面筋,2,40,6.1,3.613,2.65,1,0.342,BV1NW411R7BD,人力VOCALOID,1835102,47969,4886,1332,53269,18949,41687,117,1
韩红,2,17,7,3.69,3.735,1,0.026,BV1oE411M74u,鬼畜剧场,5196024,379506,96416,5672,282652,97216,188102,651,1
韪╃偣,2,18,6.4,3.795,3.392,1,0.149,BV1Zt411v7Hu,楝肩暅璋冩暀,1403733,53664,3716,2707,44742,21459,31506,121,1
