Word,Num,Frequence,Mut,Freedom_L,Freedom_R,Den,Rep,Mark
中暑,2,19,6.7,2.144,1.285,0.114,0,1
开挂,2,13,6.7,1.519,1.386,0.11,0,1
鬼畜,2,15,6.7,2.164,1.242,0.11,0,1
视频,2,15,6.7,2.043,2.352,0.11,0,1
正能量,3,17,6.7,1.386,1.332,0.109,0,1
三连,2,17,6.7,1.494,1.642,0.108,0.5,1
卡哇伊,3,68,6.7,1.831,1.28,0.108,0,1
加油,2,64,6.7,1.964,1.936,0.107,0.214285714,1
卧槽,2,51,6.7,1.748,2.138,0.104,0.333333333,1
鬼畜区,3,13,6.7,1.358,1.33,0.103,0,1
牛逼,2,21,6.7,2.025,1.332,0.103,0,1
原曲,2,17,6.7,2.206,1.906,0.102,0,1
弹幕,2,68,6.7,2.186,1.329,0.101,0,1
鬼畜,2,20,6.7,1.471,1.273,0.098,0,1
赌怪,2,45,6.7,1.253,2.098,0.097,0,1
牛逼,2,49,6.7,2.269,1.633,0.096,0.058823529,1
特朗普,3,18,6.7,2.303,2.205,0.096,0,1
鬼畜,2,91,6.7,3.003,2.456,0.094,0,1
换气,2,28,6.7,1.468,1.673,0.093,0,1
原版,2,13,6.7,2.095,2.164,0.092,0,1
调音师,3,9,6.7,1.213,1.386,0.091,0,1
视频,2,8,6.7,1.906,1.332,0.091,0,1
鬼畜,2,17,6.7,2.272,1.748,0.09,0,1
流批,2,16,6.7,1.792,1.386,0.089,0.014925373,1
弹幕,2,11,6.7,1.889,1.332,0.089,0,1
三连,2,14,6.7,2.043,1.561,0.089,0,1
up,2,12,6.7,1.906,2.098,0.088,0.03125,1
弹幕,2,14,6.7,1.831,2.079,0.088,0,1
央视,2,11,6.7,1.792,1.735,0.087,0,1
硬币,2,31,6.7,1.652,2.286,0.087,0,1
骑士,2,21,6.7,1.331,1.772,0.087,0,1
视频,2,8,6.7,1.906,1.242,0.083,0,1
鬼畜,2,35,6.7,2.341,2.205,0.083,0,1
沙雕,2,11,6.7,1.581,1.332,0.082,0,1
音乐区,3,10,6.7,1.748,1.748,0.081,0,1
三连,2,14,6.7,1.386,1.519,0.08,0,1
视频,2,20,6.7,1.704,2.201,0.078,0,1
夏树,2,44,6.7,2.014,2.731,0.077,0,1
中考,2,14,6.7,1.295,2.311,0.076,0,1
投币,2,10,6.7,1.748,1.561,0.075,0.010869565,1
硬币,2,11,6.7,1.677,1.505,0.074,0.2,1
蓝蓝路,3,17,6.7,1.332,2.272,0.074,0,1
吴亦凡,3,41,6.7,1.561,2.046,0.074,0,1
罗翔,2,18,6.7,1.748,1.871,0.074,0,1
鬼畜,2,35,6.7,2.521,2.643,0.072,0,1
倍速,2,16,6.7,1.212,2.008,0.07,0,1
广场舞,3,19,6.7,1.792,2.458,0.069,0,1
鬼畜,2,51,6.7,2.752,1.407,0.069,0,1
猛男,2,51,6.7,2.333,1.632,0.069,0,1
支付宝,3,15,6.7,1.631,2.138,0.068,0,1
弹幕,2,48,6.7,2.141,2.725,0.066,0,1
春晚,2,17,6.7,1.864,1.82,0.065,0,1
鬼畜,2,10,6.7,1.33,1.609,0.065,0,1
字幕,2,9,6.7,1.733,1.303,0.065,0,1
镜像,2,16,6.7,1.228,1.332,0.065,0,1
牛逼,2,17,6.7,1.831,1.277,0.064,0.428571429,1
进度条,3,77,6.7,1.98,3.097,0.064,0,1
走程序,3,15,6.7,1.631,1.427,0.063,0,1
弹幕,2,8,6.7,1.792,1.748,0.063,0,1
字幕,2,8,6.7,1.352,1.33,0.063,0,1
原唱,2,12,6.7,1.667,2.164,0.062,0,1
呆妹,2,24,6.7,1.277,1.475,0.061,1,1
粤语,2,32,6.7,1.657,1.725,0.061,0,1
音乐区,3,9,6.7,1.332,1.609,0.06,0,1
弹幕,2,83,6.7,2.285,1.936,0.06,0,1
恶心,2,9,6.7,1.561,1.609,0.06,0,1
阎王,2,26,6.7,1.609,1.894,0.06,0,1
弹幕,2,16,6.7,1.561,1.589,0.058,0,1
疾风,2,14,6.7,1.264,1.352,0.058,0,1
视频,2,11,6.7,1.889,1.946,0.057,0,1
六小龄童,4,17,6.7,1.748,2.272,0.056,0,1
男妈妈,3,16,6.7,1.414,1.332,0.056,0,1
陈独秀,3,17,6.7,1.609,1.424,0.056,0,1
进度条,3,12,6.7,1.332,2.164,0.055,0,1
三连,2,24,6.7,2.119,1.285,0.055,0,1
牛批,2,27,6.7,1.646,1.494,0.053,0.029411765,1
单身,2,15,6.7,2.146,1.589,0.051,0,1
弹幕,2,33,6.7,2.079,2.436,0.051,0,1
卢老爷,3,10,6.7,1.386,1.609,0.05,0,1
鬼畜,2,27,6.7,2.649,2.553,0.049,0,1
弹幕,2,28,6.7,2.434,2.78,0.049,0,1
投币,2,11,6.7,1.561,1.332,0.049,0,1
音效,2,8,6.7,1.332,1.332,0.046,0,1
秃头,2,12,6.7,1.733,1.581,0.044,0.003787879,1
耳机,2,40,6.7,1.814,1.616,0.044,0,1
硬币,2,8,6.7,2.079,1.332,0.044,0,1
视频,2,18,6.7,2.428,2.369,0.042,0,1
投币,2,13,6.7,2.043,1.523,0.041,0.060606061,1
打桩机,3,19,6.7,1.511,1.733,0.041,0,1
蔡徐坤,3,15,6.7,1.972,2.164,0.04,0,1
投币,2,47,6.7,2.208,2.191,0.04,0,1
字幕,2,18,6.7,2.303,1.733,0.04,0,1
翻唱,2,12,6.7,1.234,1.673,0.039,0,1
雷总,2,26,6.7,2.369,2.437,0.037,0,1
投币,2,14,6.7,1.561,2.043,0.036,0.018181818,1
原创,2,32,6.7,1.675,2.219,0.036,0,1
投币,2,31,6.7,2.098,2.21,0.036,0,1
丧尸,2,14,6.7,2.352,2.458,0.035,0,1
手机,2,16,6.7,1.494,1.748,0.034,0,1
变脸,2,14,6.7,1.475,1.54,0.034,0,1
无敌,2,10,6.7,1.386,1.609,0.033,0.055555556,1
点赞,2,10,6.7,1.277,1.494,0.033,0.02173913,1
进度条,3,19,6.7,1.561,1.253,0.033,0,1
bgm,3,24,6.7,1.831,2.272,0.033,0,1
卓别林,3,57,6.7,2.003,1.972,0.033,0,1
99,2,13,6.7,1.427,1.561,0.033,0,1
投币,2,21,6.7,1.247,2.243,0.033,0,1
带制作,3,24,6.7,1.561,1.332,0.031,0.058823529,1
阿婆主,3,8,6.7,1.332,1.386,0.031,0,1
卫龙,2,23,6.7,1.242,1.475,0.03,0.333333333,1
阿婆主,3,14,6.7,1.609,1.748,0.03,0,1
原版,2,22,6.7,2.166,2.098,0.029,0,1
粉丝,2,23,6.7,2.037,2.488,0.029,0,1
抖音,2,8,6.7,1.667,1.475,0.028,0,1
投币,2,16,6.7,2.079,1.733,0.028,0,1
牛逼,2,16,6.7,1.889,1.561,0.027,1,1
硬币,2,9,6.7,1.946,1.889,0.027,0,1
硬币,2,18,6.7,1.474,1.54,0.026,0,1
文采,2,8,6.7,1.332,1.561,0.025,0,1
up主,3,11,6.7,1.359,1.792,0.024,0,1
原版,2,20,6.7,1.793,1.899,0.024,0,1
陈冠希,3,43,6.7,1.934,2.441,0.023,0.333333333,1
大佬,2,7,6.7,1.386,1.386,0.023,0.041666667,1
鬼畜,2,11,6.7,2.164,2.197,0.023,0,1
恶心,2,70,6.7,1.604,1.363,0.022,0.142857143,1
音效,2,18,6.7,1.285,1.561,0.022,0,1
非凡哥,3,21,6.7,1.561,2.369,0.021,0,1
无敌,2,13,6.7,1.277,1.523,0.021,0,1
口型,2,18,6.7,1.609,1.397,0.02,0,1
镇站之宝,4,10,6.7,1.242,1.386,0.018,0,1
王境泽,3,11,6.7,1.748,1.386,0.016,0,1
周杰伦,3,30,6.7,2.293,2.792,0.016,0,1
硬币,2,16,6.7,1.352,2.095,0.013,0,1
视频,2,14,6.7,1.433,1.561,0.012,0,1
正能量,3,9,6.7,2.043,1.792,0.005,0,1
视频,2,9,6.7,2.197,1.792,0.005,0,1
妖刀姬,3,157,6.8,2.265,3.061,2.525,0.050632911,1
白嫖,2,366,6.8,2.673,2.182,1.83,0.181818182,1
炒饭,2,186,6.8,2.58,2.85,1.66,0.142857143,1
卧槽,2,283,6.8,2.084,2.324,1.442,0.11299435,1
弹幕,2,220,6.8,3.25,3.237,1.386,0,1
弹幕,2,84,6.8,1.284,2.404,1.355,0,1
鬼畜,2,143,6.8,3.039,2.032,1.324,0,1
弹幕,2,60,6.8,1.495,2.675,1.311,0,1
莫名,2,134,6.8,2.254,1.518,1.267,0,1
企鹅,2,284,6.8,1.524,3.716,1.161,0,1
加油,2,202,6.8,1.745,2.289,0.965,0.089552239,1
粉丝,2,180,6.8,2.262,2.224,0.957,0,1
调音师,3,184,6.8,1.457,2.819,0.915,0,1
弹幕,2,38,6.8,2.098,1.858,0.776,0,1
弹幕,2,107,6.8,2.771,2.713,0.736,0,1
泪目,2,690,6.8,2.067,1.696,0.733,0.150793651,1
弹幕,2,181,6.8,3.205,3.298,0.731,0,1
鬼畜,2,129,6.8,3.286,2.789,0.659,0.007575758,1
孙杨,2,96,6.8,2.563,2.718,0.632,0,1
无敌,2,98,6.8,2.237,1.832,0.614,0.007462687,1
押韵,2,78,6.8,2.558,1.893,0.603,0.2,1
鬼畜,2,100,6.8,3.005,2.897,0.582,0,1
口型,2,94,6.8,2.372,2.194,0.573,0,1
三连,2,73,6.8,2.489,1.554,0.565,0.25,1
硬币,2,45,6.8,1.579,2.037,0.562,0,1
up,2,100,6.8,2.218,1.974,0.556,0,1
原曲,2,175,6.8,1.784,1.847,0.552,0.925,1
夸父,2,144,6.8,2.415,3.504,0.532,0,1
巨魔,2,51,6.8,2.352,2.503,0.531,0,1
红领巾,3,118,6.8,2.078,2.397,0.507,0,1
三连,2,61,6.8,2.35,2.523,0.491,0.333333333,1
康娜,2,33,6.8,1.677,1.255,0.471,0,1
新宝岛,3,123,6.8,2.27,2.342,0.469,0.054347826,1
波澜,2,86,6.8,2.477,1.321,0.453,0.025641026,1
骂骂咧咧,4,55,6.8,2.107,1.318,0.444,0,1
鬼畜,2,51,6.8,2.762,2.542,0.439,0.125,1
泪目,2,163,6.8,1.418,1.213,0.435,0.072727273,1
鬼畜,2,48,6.8,2.505,2.741,0.429,0,1
原曲,2,91,6.8,2.059,2.066,0.423,0,1
鬼畜,2,45,6.8,2.9,2.415,0.415,0.035714286,1
卧槽,2,254,6.8,1.683,2.433,0.412,0.025906736,1
洗脑,2,73,6.8,2.729,1.735,0.401,0.6,1
牛逼,2,62,6.8,2.276,1.934,0.382,0.083333333,1
唢呐,2,34,6.8,1.768,2.553,0.366,0,1
弹幕,2,65,6.8,2.393,2.442,0.355,0,1
弹幕,2,42,6.8,2.25,2.309,0.35,0,1
捂耳朵,3,62,6.8,2.476,1.29,0.349,0,1
李易峰,3,52,6.8,2.013,2.649,0.342,0,1
弹幕,2,52,6.8,2.596,2.933,0.34,0,1
xz,2,30,6.8,1.748,2.008,0.337,0,1
弹幕,2,38,6.8,2.319,2.386,0.336,0,1
鬼畜,2,58,6.8,2.248,2.39,0.325,0,1
硬币,2,41,6.8,1.722,1.912,0.313,0,1
硬币,2,65,6.8,1.95,2.302,0.312,0,1
硬币,2,66,6.8,1.491,2.191,0.304,0.25,1
祖安,2,73,6.8,1.483,2.976,0.302,0,1
弹幕,2,85,6.8,2.25,2.788,0.3,0,1
三连,2,38,6.8,2.025,1.699,0.286,0.2,1
弹幕,2,44,6.8,2.246,1.411,0.279,0,1
调音师,3,57,6.8,2.256,2.164,0.278,0,1
鬼畜,2,67,6.8,3.304,3.472,0.278,0,1
音乐区,3,70,6.8,2.545,2.733,0.277,0,1
周淑怡,3,70,6.8,1.677,2.399,0.268,0.230769231,1
殿下,2,18,6.8,1.386,1.498,0.257,0,1
鬼畜,2,56,6.8,2.382,2.311,0.256,0,1
鬼畜,2,35,6.8,2.155,1.576,0.255,0,1
蔡徐坤,3,15,6.8,1.667,1.946,0.25,0,1
黄金精神,4,36,6.8,1.97,1.386,0.248,0,1
水印,2,55,6.8,2.59,3.092,0.244,0,1
弹幕,2,30,6.8,2.18,2.714,0.236,0,1
cxk,3,85,6.8,2.608,3.287,0.233,0,1
原版,2,236,6.8,2.784,3.217,0.232,0,1
弹幕,2,24,6.8,2.508,2.243,0.224,0,1
鬼畜,2,28,6.8,2.552,1.81,0.22,0,1
举报,2,48,6.8,1.946,1.449,0.218,0,1
卧槽,2,129,6.8,1.818,2.493,0.215,0.044585987,1
毫无违和感,5,121,6.8,2.056,2.101,0.215,0.025906736,1
bgm,3,12,6.8,1.846,1.386,0.214,0,1
原版,2,114,6.8,2.541,3.161,0.213,0,1
up,2,38,6.8,1.427,1.98,0.21,0,1
三连,2,50,6.8,2.545,1.981,0.209,0,1
川建国同志,5,17,6.8,1.332,1.494,0.207,0,1
视频,2,25,6.8,2.442,1.938,0.207,0,1
爱情公寓,4,35,6.8,2.752,2.788,0.206,0,1
替身,2,24,6.8,1.642,1.885,0.204,0,1
白嫖,2,31,6.8,1.768,1.644,0.2,0,1
bgm,3,31,6.8,1.699,1.598,0.199,0,1
up,2,32,6.8,2.553,1.875,0.199,0,1
蓝字,2,27,6.8,1.831,2.713,0.197,0,1
被封,2,36,6.8,2.254,1.575,0.194,0,1
鬼畜,2,40,6.8,2.68,2.224,0.193,0,1
渣男,2,70,6.8,2.418,3.105,0.19,0,1
卢姥爷,3,22,6.8,1.792,2.458,0.186,0,1
全明星,3,30,6.8,1.523,1.8,0.184,0,1
鬼畜,2,46,6.8,2.791,2.548,0.174,0,1
鬼畜,2,28,6.8,2.535,1.981,0.171,0,1
鸡你太美,4,21,6.8,1.338,1.484,0.167,0,1
弹幕,2,15,6.8,2.119,1.581,0.165,0,1
硬币,2,46,6.8,1.839,2.409,0.164,0,1
调音,2,17,6.8,1.507,1.386,0.163,0,1
正能量,3,29,6.8,2.393,1.75,0.16,0,1
弹幕,2,20,6.8,2.047,2.025,0.16,0,1
原版,2,11,6.8,1.295,1.321,0.155,0,1
up主,3,21,6.8,2.272,2.67,0.154,0,1
牛逼,2,15,6.8,1.386,1.332,0.152,1,1
莫名,2,43,6.8,1.792,2.488,0.152,0,1
押韵,2,16,6.8,1.748,1.677,0.151,0,1
牛逼,2,15,6.8,1.561,1.277,0.149,1,1
教唆,2,31,6.8,1.386,1.652,0.147,0,1
蹦迪,2,14,6.8,1.609,1.332,0.147,0,1
队友,2,80,6.8,3.271,3.626,0.146,0,1
考古,2,109,6.8,1.499,1.973,0.144,0.6,1
cxk,3,17,6.8,1.386,2.197,0.144,0,1
鬼畜,2,26,6.8,2.146,1.981,0.141,0,1
蔡徐坤,3,74,6.8,2.681,3.153,0.138,0,1
倍速,2,25,6.8,1.382,2.507,0.137,0,1
马赛克,3,29,6.8,2.146,1.93,0.136,0,1
鬼畜,2,18,6.8,2.523,2.639,0.135,0,1
弹幕,2,14,6.8,1.972,1.667,0.135,0,1
弹幕,2,10,6.8,1.748,1.332,0.132,0,1
弹幕,2,23,6.8,2.133,1.386,0.131,0,1
手机,2,29,6.8,1.678,2.058,0.131,0,1
弹幕,2,18,6.8,2.303,2.303,0.129,0,1
弹幕,2,25,6.8,1.972,2.726,0.129,0,1
弹幕,2,26,6.8,2.119,2.014,0.128,0,1
洗脑,2,19,6.8,2.146,1.818,0.128,0,1
三连,2,23,6.8,1.735,1.692,0.128,0,1
投币,2,17,6.8,1.906,1.295,0.127,0.181818182,1
无敌,2,26,6.8,2.232,1.418,0.126,0.088235294,1
蔡徐坤,3,18,6.8,1.418,2.303,0.125,0,1
无敌,2,22,6.8,1.792,1.475,0.122,0,1
投币,2,29,6.8,2.155,2.045,0.121,0.333333333,1
原曲,2,17,6.8,1.386,1.936,0.12,0,1
弹幕,2,17,6.8,2.043,1.82,0.119,0,1
原唱,2,21,6.8,1.499,1.494,0.118,0,1
硬币,2,27,6.8,1.426,1.887,0.117,0,1
鬼畜,2,24,6.8,2.359,2.101,0.116,0,1
籽岷,2,55,6.8,1.418,1.972,0.115,0,1
押韵,2,14,6.8,1.561,1.242,0.115,0,1
阿婆主,3,18,6.8,1.561,1.507,0.114,0,1
普京,2,24,6.8,1.33,1.28,0.113,0.5,1
化妆,2,15,6.8,1.667,1.582,0.113,0,1
肾宝,2,21,6.8,1.561,2.025,0.113,0,1
卧槽,2,49,6.8,1.474,1.738,0.112,0.333333333,1
硬币,2,25,6.8,1.373,1.93,0.111,0,1
鬼畜,2,12,6.8,1.946,2.164,0.11,0,1
三连,2,25,6.8,2.045,1.429,0.109,0.333333333,1
卧槽,2,24,6.8,2.079,1.609,0.108,0,1
网骗,2,52,6.8,1.583,2.303,0.106,0,1
调音,2,25,6.8,1.829,2.138,0.105,0,1
弹幕,2,25,6.8,1.879,1.973,0.105,0,1
魔性,2,17,6.8,1.332,1.792,0.104,0,1
原版,2,18,6.8,2.431,2.303,0.104,0,1
弹幕,2,22,6.8,2.098,1.835,0.103,0,1
弹幕,2,13,6.8,1.609,2.197,0.103,0,1
三连,2,25,6.8,2.115,2.254,0.102,0.058823529,1
硬币,2,9,6.8,1.33,1.733,0.101,0,1
三连,2,24,6.8,2.206,1.787,0.1,0.285714286,1
大佬,2,15,6.8,2.079,2.079,0.099,0.083333333,1
硬币,2,12,6.8,1.468,1.594,0.099,0,1
三连,2,14,6.8,1.241,1.667,0.098,0,1
大佬,2,9,6.8,1.609,1.609,0.097,0,1
单身,2,15,6.8,1.834,1.234,0.096,0,1
鬼畜,2,14,6.8,2.079,2.254,0.095,0,1
推特,2,20,6.8,2.025,1.889,0.094,0,1
大佬,2,10,6.8,1.906,1.609,0.094,0,1
手机,2,8,6.8,1.332,1.748,0.094,0,1
彩虹,2,16,6.8,1.33,1.936,0.094,0,1
镜像,2,14,6.8,1.677,1.907,0.094,0,1
医疗兵,3,11,6.8,1.386,1.792,0.093,0,1
转载,2,85,6.8,1.725,1.733,0.092,0,1
毒液,2,59,6.8,2.344,2.197,0.09,0.222222222,1
大佬,2,15,6.8,2.272,1.561,0.089,0.090909091,1
投币,2,16,6.8,2.138,1.386,0.089,0.014925373,1
硬币,2,9,6.8,1.277,1.332,0.088,0,1
卢本伟,3,37,6.8,2.164,2.997,0.087,0,1
弹幕,2,22,6.8,2.272,1.965,0.087,0,1
年级前,3,12,6.8,1.633,1.54,0.085,0,1
元首,2,50,6.8,2.375,2.855,0.085,0,1
撒贝宁,3,21,6.8,1.242,1.894,0.084,0,1
原曲,2,13,6.8,1.424,1.56,0.084,0,1
三连,2,19,6.8,1.792,2.064,0.082,0.026315789,1
莫名,2,22,6.8,1.561,1.857,0.082,0,1
淘宝,2,18,6.8,1.987,2.752,0.082,0,1
位移,2,15,6.8,1.264,1.834,0.079,0.6,1
大佬,2,18,6.8,1.605,2.025,0.079,0.086956522,1
卧底,2,17,6.8,2.206,2.043,0.078,0,1
鬼畜,2,10,6.8,1.792,1.494,0.078,0,1
三连,2,13,6.8,2.079,1.561,0.077,0.090909091,1
bgm,3,12,6.8,1.33,2.043,0.077,0,1
乔碧萝,3,14,6.8,1.386,1.699,0.077,0,1
直男,2,16,6.8,1.242,1.906,0.077,0,1
鬼畜,2,8,6.8,1.906,1.561,0.077,0,1
显卡,2,31,6.8,1.81,1.972,0.077,0,1
马化腾,3,20,6.8,1.213,1.792,0.076,0,1
某幻,2,30,6.8,1.814,2.148,0.075,0,1
吹爆,2,13,6.8,1.332,1.475,0.075,0,1
鬼畜,2,12,6.8,2.043,1.834,0.075,0,1
无限火力,4,34,6.8,1.561,2.313,0.072,0,1
抖腿,2,13,6.8,1.748,1.946,0.071,0.041666667,1
文言文,3,10,6.8,1.386,1.889,0.071,0,1
诸葛,2,42,6.8,2.183,1.221,0.071,0,1
白宫,2,10,6.8,1.332,1.386,0.07,0,1
翻唱,2,10,6.8,1.889,1.748,0.069,0,1
小姐姐,3,16,6.8,1.946,1.733,0.068,0,1
调音,2,16,6.8,1.418,1.907,0.067,0,1
朱棣,2,15,6.8,1.633,2.303,0.067,0,1
毫无违和感,5,50,6.8,1.561,1.561,0.066,0,1
弹幕,2,15,6.8,2.043,1.799,0.063,0,1
无敌,2,9,6.8,1.561,1.475,0.062,0,1
b站,2,8,6.8,1.242,1.277,0.061,0,1
鬼畜,2,17,6.8,1.735,2.146,0.06,0,1
新冠,2,11,6.8,2.043,1.889,0.06,0,1
耳机,2,14,6.8,1.332,1.484,0.059,0.25,1
大佬,2,17,6.8,2.254,1.733,0.058,0.037735849,1
三连,2,91,6.8,2.417,2.231,0.056,0.366666667,1
放假君,3,35,6.8,1.696,1.643,0.055,0,1
僵尸,2,13,6.8,1.581,2.079,0.055,0,1
妈呀,2,9,6.8,1.332,1.792,0.055,0,1
辣眼睛,3,13,6.8,1.609,1.332,0.054,0.333333333,1
特效,2,23,6.8,1.991,2.146,0.054,0,1
刚看完,3,29,6.8,1.459,1.587,0.053,0,1
暂停,2,15,6.8,1.561,1.778,0.053,0,1
视频,2,11,6.8,1.887,2.025,0.051,0,1
艾瑞克,3,30,6.8,2.079,1.609,0.049,0.333333333,1
原唱,2,9,6.8,1.242,1.609,0.049,0,1
莫名,2,14,6.8,1.609,1.909,0.048,0,1
硬币,2,18,6.8,1.285,1.646,0.047,0,1
原唱,2,10,6.8,1.834,1.609,0.047,0,1
硬币,2,36,6.8,1.576,2.111,0.047,0,1
手机,2,13,6.8,1.561,2.032,0.047,0,1
gay,3,9,6.8,1.609,1.561,0.046,0.020833333,1
呜呜呜,3,17,6.8,1.712,1.386,0.046,0,1
鬼畜,2,9,6.8,1.386,1.946,0.042,0,1
耳机,2,32,6.8,1.498,1.311,0.042,0,1
评委,2,10,6.8,1.277,1.386,0.041,0,1
入坑,2,10,6.8,2.025,1.561,0.04,0,1
硬币,2,12,6.8,1.213,1.699,0.038,0,1
子午谷,3,12,6.8,1.609,1.972,0.037,0,1
烤面筋,3,12,6.8,1.475,1.748,0.036,0,1
原曲,2,10,6.8,1.494,1.946,0.036,0,1
大佬,2,8,6.8,1.561,1.748,0.034,0,1
加里奥,3,24,6.8,1.906,1.792,0.033,0,1
up主,3,8,6.8,1.386,1.332,0.032,0,1
耳机,2,11,6.8,1.748,1.906,0.031,0,1
弹幕,2,23,6.8,1.359,1.567,0.031,0,1
自闭,2,40,6.8,2.246,1.409,0.029,0,1
片尾,2,12,6.8,1.386,1.332,0.026,0,1
硬币,2,11,6.8,1.735,1.748,0.026,0,1
非桥段,3,32,6.8,1.748,2.48,0.025,0,1
唢呐,2,9,6.8,2.043,1.609,0.022,0,1
视频,2,25,6.8,2.025,2.833,0.022,0,1
视频,2,12,6.8,2.043,1.561,0.02,0,1
弹幕,2,13,6.8,2.043,2.164,0.013,0,1
踩点,2,9,6.8,1.332,1.332,0.013,0,1
周杰伦,3,581,6.9,2.069,2.415,1.823,0.157258065,1
举报,2,195,6.9,2.268,1.885,1.151,0.421052632,1
卧槽,2,109,6.9,1.352,2.36,1.03,0.411764706,1
面筋,2,208,6.9,1.75,1.481,0.987,0.014745308,1
调音师,3,68,6.9,1.226,2.254,0.958,0,1
庆余年,3,184,6.9,2.876,3.604,0.938,0,1
蔡徐坤,3,82,6.9,2.608,2.939,0.854,0,1
丞相,2,224,6.9,3.255,3.161,0.834,0.103448276,1
时空警察,4,28,6.9,1.609,1.812,0.824,0,1
弹幕,2,177,6.9,3.003,2.934,0.814,0,1
二重唱,3,67,6.9,1.323,1.213,0.798,0,1
卧槽,2,61,6.9,1.367,2.129,0.779,0.090909091,1
弹幕,2,87,6.9,1.808,2.813,0.745,0,1
穿越火线,4,184,6.9,2.567,2.715,0.744,0,1
鬼畜,2,165,6.9,3.338,3.312,0.737,0.018867925,1
钉宫,2,117,6.9,2.724,2.858,0.722,0,1
阴阳师,3,169,6.9,2.023,2.007,0.69,0,1
弹幕,2,236,6.9,2.863,3.259,0.629,0,1
卢本伟,3,154,6.9,2.746,3.09,0.628,0,1
翻唱,2,163,6.9,1.247,1.653,0.581,0,1
鬼畜,2,211,6.9,3.33,2.565,0.58,0,1
字幕,2,101,6.9,2.148,3.267,0.555,0,1
三连,2,137,6.9,2.545,2.167,0.535,1,1
指环王,3,362,6.9,2.364,2.94,0.534,0.375,1
弹幕,2,66,6.9,2.437,2.733,0.524,0,1
斗鱼,2,71,6.9,1.678,1.256,0.518,0,1
三连,2,61,6.9,1.826,1.622,0.517,0,1
艾伦,2,244,6.9,2.97,2.745,0.511,0,1
鬼畜,2,129,6.9,3.257,3.252,0.51,0.054347826,1
螺旋丸,3,90,6.9,1.627,1.699,0.503,0,1
丞相,2,94,6.9,2.406,3.25,0.5,0,1
硬币,2,57,6.9,1.572,2.051,0.483,0,1
那个男人,4,78,6.9,1.679,2.239,0.479,0,1
弹幕,2,36,6.9,1.869,2.522,0.479,0,1
鬼畜,2,72,6.9,2.898,2.676,0.479,0,1
三连,2,45,6.9,2.109,1.844,0.438,0.01010101,1
弹幕,2,86,6.9,2.969,2.785,0.432,0,1
害怕,2,42,6.9,1.39,1.594,0.427,0.285714286,1
卧槽,2,61,6.9,1.424,2.669,0.419,0.130434783,1
毫无违和感,5,67,6.9,1.748,1.642,0.411,0.05,1
昼伏夜出,4,85,6.9,2.068,1.854,0.398,0,1
亮剑,2,32,6.9,1.303,1.839,0.395,0,1
原版,2,83,6.9,1.482,2.031,0.393,0,1
押韵,2,60,6.9,2.289,2.101,0.383,0,1
卧槽,2,22,6.9,1.609,1.768,0.382,0.1,1
冰心,2,50,6.9,1.634,2.138,0.368,0,1
粉丝,2,44,6.9,1.832,2.73,0.347,0,1
洗脑,2,58,6.9,2.494,1.513,0.345,0,1
弹幕,2,33,6.9,2.06,2.653,0.344,0,1
弹幕,2,72,6.9,3.016,2.535,0.34,0,1
计数君,3,68,6.9,1.979,2.19,0.338,0,1
原版,2,297,6.9,1.772,2.514,0.334,0.003968254,1
疯猴,2,57,6.9,1.788,2.281,0.333,0,1
金坷垃,3,43,6.9,1.768,1.438,0.33,0.444444444,1
白嫖,2,48,6.9,2.061,2.02,0.326,0,1
孟鹤堂,3,44,6.9,1.386,1.951,0.321,0,1
平底锅,3,33,6.9,1.707,2.138,0.305,0,1
淮滨,2,47,6.9,2.034,1.96,0.301,0,1
三连,2,48,6.9,2.521,2.136,0.29,0.363636364,1
牛逼,2,71,6.9,1.662,1.413,0.271,0.394736842,1
面筋,2,40,6.9,1.551,1.539,0.271,0,1
der,3,172,6.9,1.778,1.281,0.269,0,1
鬼畜,2,32,6.9,2.476,2.846,0.263,0,1
嫌弃,2,24,6.9,1.733,1.561,0.258,0,1
文言文,3,27,6.9,2.025,2.508,0.255,0,1
视频,2,50,6.9,2.242,2.406,0.252,0,1
基佬,2,39,6.9,1.307,1.748,0.247,0,1
视频,2,21,6.9,1.646,1.64,0.244,0,1
注入灵魂,4,42,6.9,1.55,1.332,0.241,0,1
蔡徐坤,3,29,6.9,1.594,2.098,0.241,0,1
考古,2,56,6.9,1.235,1.667,0.238,0,1
派大星,3,37,6.9,1.906,2.584,0.237,0,1
唢呐,2,28,6.9,1.845,2.539,0.231,0,1
原版,2,22,6.9,1.616,1.699,0.21,0,1
炉石,2,27,6.9,1.277,1.725,0.208,0.1,1
新冠,2,22,6.9,1.993,1.583,0.208,0,1
倍速,2,30,6.9,1.278,2.453,0.203,0,1
卧槽,2,42,6.9,1.386,2.352,0.202,0,1
阿婆主,3,21,6.9,1.906,2.344,0.2,0,1
妈耶,2,21,6.9,1.332,1.242,0.2,0,1
原曲,2,16,6.9,1.972,1.972,0.2,0,1
cxk,3,35,6.9,2.154,2.003,0.196,0.029850746,1
弹幕,2,19,6.9,1.799,1.499,0.194,0,1
调音,2,23,6.9,1.285,1.228,0.192,0,1
右下角,3,20,6.9,1.792,1.721,0.185,0,1
弹幕,2,15,6.9,2.146,1.906,0.185,0,1
队友,2,38,6.9,1.358,1.696,0.179,0,1
