Word,Num,Frequence,Mut,Freedom_L,Freedom_R,TF,IDF,TF-IDF,Mark,Rep,Den
铁马鞋,3,178,6.7,2.283,3.333,0.002374093,4.420964121,0.01049578,1,0.0,0.0
铁憨憨,3,97,7.1,4.737,5.624,0.001293747,4.682591076,0.00605809,1,0.04,0.00033324446814182886
特朗普,3,909,8.1,5.488,5.719,0.01212388,3.714775759,0.045037494,1,0.04,0.00026659557451346307
逃不过,3,85,5.8,3.603,4.829,0.001133696,4.7393187,0.005372947,1,0.0,0.0
唐国强,3,82,7.7,5.024,4.781,0.001093683,4.754739059,0.005200179,1,0.04,6.664889362836577e-05
谈恋爱,3,105,5.6,4.454,4.322,0.001400448,4.648511286,0.006509999,1,0.04,6.664889362836577e-05
太宰治,3,91,5.7,3.835,3.047,0.001213722,4.710029324,0.005716665,1,0.0,0.0
他曾经,3,114,5.6,4.749,2.374,0.001520487,4.613119311,0.007014186,1,0.0,0.0
他不配,3,96,5.4,3.89,5.104,0.00128041,4.687045417,0.006001339,1,0.0,0.0
苏韵锦,3,111,8.2,4.153,2.35,0.001480474,4.624599129,0.006846598,1,0.0,0.0
送终鸡,3,109,5.3,5.153,5.332,0.001453799,4.632424467,0.006734612,1,0.0,0.0
斯卡蒂,3,237,8.0,2.371,3.968,0.003161012,4.297240195,0.013583626,1,0.04,6.664889362836577e-05
司马懿,3,202,8.9,5.079,4.628,0.002694195,4.366321114,0.011763723,1,0.04,6.664889362836577e-05
司马脸,3,443,7.2,5.374,6.21,0.005908557,4.026434182,0.023790417,1,0.04,0.0001999466808850973
水尼禄,3,147,7.2,2.561,3.333,0.001960627,4.503555436,0.008829794,1,0.0,0.0
双十一,3,107,5.1,4.398,4.048,0.001427123,4.640393396,0.006622414,1,0.0,0.0
双声道,3,214,7.2,5.777,4.101,0.002854247,4.341378692,0.012391366,1,0.0,0.0
刷起来,3,510,5.4,2.94,2.509,0.006802177,3.965396252,0.026973326,1,0.04,0.002332711276992802
数学系,3,226,5.8,5.281,4.411,0.003014298,4.317791295,0.013015109,1,0.0,0.0
守护者,3,125,5.9,2.02,4.05,0.0016672,4.573446607,0.007624851,1,0.04,0.0001999466808850973
收藏夹,3,99,8.2,3.558,3.2,0.001320423,4.673817152,0.006171413,1,0.04,0.00033324446814182886
世界杯,3,108,5.1,4.762,4.98,0.001440461,4.636390654,0.00667854,1,0.0,0.0
始皇帝,3,186,6.6,4.522,5.245,0.002480794,4.401975545,0.010920394,1,0.04,6.664889362836577e-05
史蒂夫,3,101,8.7,3.178,2.624,0.001347098,4.66521698,0.006284503,1,0.04,0.0007331378299120235
食饭鬼,3,80,6.4,2.745,3.17,0.001067008,4.765332133,0.005084648,1,0.0,0.0
时光肩,3,225,6.5,2.132,3.621,0.00300096,4.319708713,0.012963274,1,0.0,0.0
十字架,3,252,7.9,2.864,3.136,0.003361076,4.270696631,0.014354134,1,0.04,0.00013329778725673153
生僻字,3,109,6.7,4.32,5.063,0.001453799,4.632424467,0.006734612,1,0.0,0.0
生僻饭,3,98,7.0,4.449,4.562,0.001307085,4.678181957,0.006114781,1,0.0,0.0
神魔恋,3,893,7.0,2.493,2.402,0.011910478,3.722479633,0.044336512,1,0.04,0.00013329778725673153
神经病,3,305,7.0,4.919,3.729,0.004067968,4.188095725,0.017037041,1,0.04,0.0003998933617701946
深海鱼,3,145,8.7,5.6,3.12,0.001933952,4.509464296,0.008721088,1,0.0,0.0
闪电鞭,3,177,8.6,4.918,5.417,0.002360755,4.423397149,0.010442559,1,0.04,0.000866435617168755
杀老师,3,350,5.3,4.778,2.868,0.00466816,4.128510035,0.019272547,1,0.0,0.0
三神器,3,479,6.7,2.884,3.811,0.006388711,3.992575914,0.025507414,1,0.0,0.0
三巨头,3,251,6.6,5.58,6.461,0.003347738,4.272416611,0.014302931,1,0.0,0.0
三件套,3,81,6.1,2.658,2.677,0.001080346,4.760003299,0.005142449,1,0.0,0.0
三幻神,3,101,6.3,5.292,5.751,0.001347098,4.66521698,0.006284503,1,0.0,0.0
三国恋,3,205,6.9,2.953,5.423,0.002734208,4.359949931,0.011921011,1,0.0,0.0
撒贝宁,3,204,9.1,5.291,5.093,0.002720871,4.362063291,0.01186861,1,0.0,0.0
汝甚骚,3,386,8.6,5.843,6.111,0.005148314,4.086106187,0.021036558,1,0.0,0.0
容嬷嬷,3,157,8.4,5.47,4.993,0.002094003,4.475160065,0.009371,1,0.0,0.0
人言否,3,384,5.4,3.043,3.185,0.005121639,4.088356422,0.020939085,1,0.0,0.0
人教版,3,96,5.1,5.08,4.828,0.00128041,4.687045417,0.006001339,1,0.0,0.0
惹不起,3,91,6.7,3.751,4.888,0.001213722,4.710029324,0.005716665,1,0.04,6.664889362836577e-05
饶过谁,3,181,8.0,2.695,5.551,0.002414106,4.413745764,0.010655249,1,0.0,0.0
让他恰,3,121,8.2,4.361,3.738,0.00161385,4.587457321,0.007403467,1,0.0,0.0
染成绿,3,211,8.2,3.304,2.974,0.002814234,4.347481291,0.012234829,1,0.0,0.0
全明星,3,2784,6.1,5.945,5.287,0.037131882,3.228991952,0.119898549,1,0.04,0.00026659557451346307
全给党,3,136,6.9,4.041,3.963,0.001813914,4.537096585,0.008229902,1,0.0,0.0
去学习,3,264,5.6,3.434,3.692,0.003521127,4.250571278,0.0149668,1,0.0,0.0
求生欲,3,89,8.0,4.964,4.826,0.001187047,4.719574642,0.005602355,1,0.0,0.0
求后续,3,93,7.4,4.149,3.422,0.001240397,4.700689298,0.005830721,1,0.0,0.0
求鬼切,3,94,5.1,3.672,3.53,0.001253735,4.696093546,0.005887655,1,0.0,0.0
秋梨膏,3,326,10.1,4.639,5.277,0.004348058,4.159269399,0.018084745,1,0.04,6.664889362836577e-05
丘吉尔,3,151,8.5,3.36,2.365,0.002013978,4.491973564,0.009046735,1,0.0,0.0
庆余年,3,184,7.2,4.853,5.297,0.002454119,4.406645423,0.010814431,1,0.0,0.0
请务必,3,99,7.3,4.653,4.03,0.001320423,4.673817152,0.006171413,1,0.04,0.00013329778725673153
清明节,3,86,7.9,4.847,3.984,0.001147034,4.734297899,0.005430399,1,0.04,0.0003998933617701946
秦皇岛,3,117,8.6,4.905,5.038,0.001560499,4.601935144,0.007181317,1,0.04,0.00013329778725673153
乔奶奶,3,174,6.1,5.223,5.355,0.002320743,4.430779103,0.010282698,1,0.0,0.0
乔嬷嬷,3,83,7.8,4.432,4.845,0.001107021,4.749537866,0.005257838,1,0.0,0.0
乔碧萝,3,1135,9.0,6.395,5.816,0.015138178,3.61843882,0.054776569,1,0.04,0.0018661690215942416
乔碧罗,3,232,6.5,5.716,4.919,0.003094324,4.306461231,0.013325584,1,0.04,0.00013329778725673153
强强强,3,179,7.1,3.662,3.72,0.002387431,4.418544647,0.010548969,1,0.24,0.0001999466808850973
琪亚娜,3,99,9.4,4.154,3.713,0.001320423,4.673817152,0.006171413,1,0.04,0.0019328179152226072
骑兵连,3,171,7.4,5.362,2.816,0.00228073,4.438288705,0.010122537,1,0.0,0.0
奇行种,3,152,8.5,4.681,4.864,0.002027315,4.489125721,0.009100874,1,0.04,0.014929352172753933
期中考,3,148,5.5,2.888,2.549,0.001973965,4.500630883,0.008884088,1,0.0,0.0
期末考,3,697,6.4,3.936,3.429,0.009296308,3.829961729,0.035604504,1,0.04,0.00013329778725673153
凭什么,3,106,5.5,4.079,4.895,0.001413786,4.644433374,0.006566234,1,0.0,0.0
评论区,3,218,6.8,3.549,5.552,0.002907597,4.333373037,0.012599703,1,0.04,0.0006664889362836577
平角裤,3,400,8.6,4.305,4.016,0.005335041,4.070672779,0.021717204,1,0.08,6.664889362836577e-05
平顶山,3,101,7.9,3.672,3.653,0.001347098,4.66521698,0.006284503,1,0.0,0.0
平底锅,3,90,8.6,4.44,5.316,0.001200384,4.714775759,0.005659542,1,0.0,0.0
拼多多,3,85,6.0,4.519,4.479,0.001133696,4.7393187,0.005372947,1,0.04,0.0001999466808850973
皮皮虾,3,263,8.0,4.44,4.7,0.003507789,4.252213225,0.014915867,1,0.04,6.664889362836577e-05
皮卡丘,3,176,8.0,4.91,4.894,0.002347418,4.425843885,0.010389305,1,0.04,6.664889362836577e-05
蓬佩奥,3,99,6.6,2.255,2.279,0.001320423,4.673817152,0.006171413,1,0.0,0.0
喷出来,3,143,5.3,4.093,2.838,0.001907277,4.51545466,0.008612223,1,0.04,6.664889362836577e-05
培根儿,3,86,5.8,4.158,3.104,0.001147034,4.734297899,0.005430399,1,0.0,0.0
庞麦郎,3,90,9.8,4.677,5.129,0.001200384,4.714775759,0.005659542,1,0.0,0.0
派大星,3,345,7.4,4.784,5.312,0.004601472,4.134741053,0.019025897,1,0.04,6.664889362836577e-05
噢力给,3,162,6.1,4.695,4.834,0.002160691,4.461629547,0.009640205,1,0.04,0.0001999466808850973
年级前,3,266,5.3,3.8,3.543,0.003547802,4.24730589,0.0150686,1,0.04,0.0005331911490269261
你再骂,3,4586,5.0,5.755,3.708,0.06116624,3.012288412,0.184250356,1,0.04,0.0005331911490269261
尼克松,3,188,8.8,2.807,2.386,0.002507469,4.397355348,0.011026232,1,0.0,0.0
妮可妮,3,253,9.9,3.049,2.69,0.003374413,4.268983435,0.014405314,1,0.0,0.0
嗯嗯嗯,3,549,8.5,2.113,2.054,0.007322343,3.933454462,0.028802103,1,0.04,0.00013329778725673153
能天使,3,715,5.3,2.659,4.314,0.009536385,3.818904129,0.03641854,1,0.04,0.0001999466808850973
闹太套,3,31495,6.6,3.007,3.04,0.420067755,2.17556175,0.91388334,1,0.04,0.0003998933617701946
闹台套,3,202,6.6,2.549,2.939,0.002694195,4.366321114,0.011763723,1,0.0,0.0
闹大套,3,201,6.6,2.412,2.351,0.002680858,4.368465782,0.011711236,1,0.0,0.0
脑子里,3,146,5.8,3.967,4.096,0.00194729,4.506499817,0.008775461,1,0.04,6.664889362836577e-05
南收到,3,88,5.1,2.356,5.289,0.001173709,4.724427145,0.005545102,1,0.0,0.0
那一刻,3,389,6.9,2.744,2.029,0.005188327,4.082752545,0.021182655,1,0.04,0.0001999466808850973
某幻君,3,103,6.4,4.936,5.554,0.001373773,4.656783812,0.006397364,1,0.0,0.0
墨家冲,3,95,5.5,4.318,2.283,0.001267072,4.691545919,0.005944527,1,0.0,0.0
末影龙,3,432,7.7,5.274,3.41,0.005761844,4.037329255,0.02326246,1,0.0,0.0
命根子,3,654,6.4,5.325,5.178,0.008722791,3.857575852,0.033648829,1,0.0,0.0
明年见,3,120,5.4,5.314,5.399,0.001600512,4.591031781,0.007348002,1,0.04,6.664889362836577e-05
名场面,3,1948,6.1,6.845,7.253,0.025981647,3.384005313,0.087922033,1,0.08,0.005931751532924554
妙妙屋,3,155,6.6,2.739,5.516,0.002067328,4.480692553,0.009263062,1,0.04,0.0004665422553985604
喵帕斯,3,405,8.0,5.817,5.29,0.005401729,4.065291118,0.021959599,1,0.0,0.0
喵喵喵,3,1972,7.9,2.482,2.327,0.02630175,3.378690066,0.088865461,1,0.08,0.0004665422553985604
面灵气,3,289,6.1,4.191,4.104,0.003854567,4.211419154,0.016233196,1,0.0,0.0
米斯达,3,204,7.7,3.812,4.926,0.002720871,4.362063291,0.01186861,1,0.04,0.0001999466808850973
米古月,3,501,8.5,2.158,2.252,0.006682138,3.973113435,0.026548893,1,0.0,0.0
米4达,3,182,8.2,4.37,4.695,0.002427443,4.411366062,0.010708342,1,0.04,0.00033324446814182886
猕猴桃,3,86,9.3,5.234,5.271,0.001147034,4.734297899,0.005430399,1,0.0,0.0
迷死他,3,89,7.0,2.175,2.825,0.001187047,4.719574642,0.005602355,1,0.0,0.0
孟鹤堂,3,83,8.9,4.64,4.921,0.001107021,4.749537866,0.005257838,1,0.0,0.0
美滋滋,3,89,5.9,5.027,5.41,0.001187047,4.719574642,0.005602355,1,0.0,0.0
美如画,3,82,5.9,2.369,2.281,0.001093683,4.754739059,0.005200179,1,0.0,0.0
美利坚,3,1223,6.2,3.71,4.705,0.016311886,3.586035734,0.058495008,1,0.04,0.0005331911490269261
美猴王,3,1058,6.1,5.011,5.166,0.014111182,3.648921192,0.051490592,1,0.0,0.0
没毛病,3,760,6.2,5.852,6.016,0.010136577,3.792432495,0.038442284,1,0.08,0.00013329778725673153
么么哒,3,595,6.4,5.028,5.139,0.007935873,3.898570892,0.030938563,1,0.04,0.00013329778725673153
毛毛姐,3,589,7.4,5.942,5.529,0.007855847,3.90296514,0.030661098,1,0.0,0.0
满脑子,3,130,6.3,5.027,3.378,0.001733888,4.556545856,0.007900541,1,0.04,0.0001999466808850973
买不起,3,109,5.3,4.265,4.133,0.001453799,4.632424467,0.006734612,1,0.0,0.0
马赛克,3,587,7.2,5.098,5.546,0.007829172,3.904439826,0.030568531,1,0.04,0.0021994134897360706
马老师,3,1431,5.6,5.778,6.301,0.019086108,3.517874134,0.067142524,1,0.08,0.000866435617168755
马化腾,3,694,7.1,6.12,5.784,0.009256295,3.831832347,0.035468572,1,0.04,6.664889362836577e-05
马冬梅,3,110,7.0,4.81,4.333,0.001467136,4.628494173,0.006790631,1,0.0,0.0
马保国,3,401,6.3,5.808,5.624,0.005348378,4.069591099,0.021765712,1,0.04,0.0048653692348707015
氯化娜,3,138,7.7,2.285,3.852,0.001840589,4.530802351,0.008339345,1,0.0,0.0
绿尸寒,3,276,8.2,5.412,3.729,0.003681178,4.231337383,0.015576306,1,0.0,0.0
绿鸡人,3,91,5.3,4.74,4.794,0.001213722,4.710029324,0.005716665,1,0.0,0.0
律师函,3,4776,7.9,6.921,2.273,0.063700384,2.99466191,0.190761114,1,0.04,6.664889362836577e-05
律师含,3,113,6.7,4.886,3.377,0.001507149,4.6169123,0.006958375,1,0.0,0.0
律化娜,3,643,7.7,2.282,3.94,0.008576078,3.864931284,0.033145951,1,0.0,0.0
吕子乔,3,131,9.0,4.214,4.936,0.001747226,4.55324322,0.007955544,1,0.0,0.0
洛天依,3,497,8.0,4.963,5.085,0.006628788,3.976587809,0.026359957,1,0.0,0.0
洛必达,3,518,9.0,5.558,5.351,0.006908878,3.958649794,0.027349827,1,0.0,0.0
螺旋丸,3,210,9.2,5.458,5.698,0.002800896,4.349534696,0.012182596,1,0.16,0.0010663822980538523
罗志祥,3,287,8.3,5.797,4.209,0.003827892,4.214424664,0.016132361,1,0.04,0.00393228472407358
罗斯福,3,699,8.3,2.973,2.386,0.009322983,3.828719112,0.035695085,1,0.0,0.0
卢天使,3,347,5.8,4.459,4.728,0.004628148,4.132237908,0.019124607,1,0.0,0.0
卢姥爷,3,2124,7.2,6.63,6.388,0.028329065,3.346458217,0.094802033,1,0.04,0.0007997867235403892
卢老爷,3,743,7.0,6.275,5.535,0.009909838,3.802244216,0.037679624,1,0.0,0.0
卢本伟,3,12115,7.3,6.31,5.397,0.161585041,2.590457887,0.418579243,1,0.08,0.002932551319648094
龙卷风,3,276,7.5,5.704,2.667,0.003681178,4.231337383,0.015576306,1,0.24,0.20214609437483338
六年级,3,119,6.3,4.364,5.007,0.001587175,4.594635906,0.007292489,1,0.0,0.0
流星锤,3,103,7.6,4.461,4.682,0.001373773,4.656783812,0.006397364,1,0.0,0.0
流浪者,3,133,6.1,2.456,4.446,0.001773901,4.546712353,0.008065418,1,0.04,6.664889362836577e-05
刘德华,3,92,5.6,5.063,4.452,0.001227059,4.705334203,0.005773724,1,0.0,0.0
林俊杰,3,126,8.0,4.718,4.24,0.001680538,4.570013431,0.00768008,1,0.04,0.00013329778725673153
两年半,3,99,7.7,3.674,2.968,0.001320423,4.673817152,0.006171413,1,0.04,6.664889362836577e-05
两开花,3,1841,6.4,4.833,6.431,0.024554524,3.408527526,0.083694771,1,0.04,0.0005331911490269261
两倍速,3,478,5.9,6.306,5.682,0.006375373,3.993481638,0.025459937,1,0.04,0.0027992535323913626
梁非凡,3,727,8.3,4.131,5.067,0.009696436,3.811685772,0.036959768,1,0.04,6.664889362836577e-05
练习生,3,84,6.2,3.394,4.565,0.001120359,4.744398226,0.005315427,1,0.04,0.000866435617168755
理科生,3,300,6.6,5.519,5.326,0.00400128,4.195250656,0.016786374,1,0.0,0.0
李洙赫,3,165,8.2,4.594,4.624,0.002200704,4.453709064,0.009801296,1,0.04,6.664889362836577e-05
李泽言,3,226,6.9,4.143,4.242,0.003014298,4.317791295,0.013015109,1,0.04,6.664889362836577e-05
李云龙,3,1308,7.9,5.972,6.088,0.017445583,3.556877505,0.0620518,1,0.04,0.00013329778725673153
李易峰,3,178,8.2,5.197,5.403,0.002374093,4.420964121,0.01049578,1,0.04,6.664889362836577e-05
李世民,3,275,8.2,3.82,3.704,0.00366784,4.23290807,0.015525631,1,0.0,0.0
老铁们,3,89,5.1,4.362,3.657,0.001187047,4.719574642,0.005602355,1,0.04,0.00033324446814182886
老秦人,3,212,5.1,5.201,3.216,0.002827571,4.345437548,0.012287035,1,0.0,0.0
老干妈,3,84,6.5,4.627,3.229,0.001120359,4.744398226,0.005315427,1,0.04,0.000599840042655292
老番茄,3,1108,6.1,3.868,4.606,0.014778062,3.628885606,0.053627898,1,0.04,0.00033324446814182886
老逼登,3,95,6.4,4.492,5.124,0.001267072,4.691545919,0.005944527,1,0.0,0.0
捞娘们,3,171,6.6,2.097,4.255,0.00228073,4.438288705,0.010122537,1,0.0,0.0
蓝蓝路,3,165,7.3,4.42,3.854,0.002200704,4.453709064,0.009801296,1,0.04,6.664889362836577e-05
啦啦啦,3,6535,6.9,2.077,2.119,0.087161225,2.858505108,0.249150807,1,0.6,0.00519861370301253
辣眼睛,3,357,7.2,5.606,5.908,0.004761524,4.119934125,0.019617164,1,0.04,0.00013329778725673153
苦力怕,3,104,5.8,3.547,2.892,0.001387111,4.652627853,0.006453709,1,0.0,0.0
恐怖片,3,190,5.9,5.154,5.696,0.002534144,4.392783784,0.011131948,1,0.0,0.0
肯尼迪,3,179,9.2,3.028,2.239,0.002387431,4.418544647,0.010548969,1,0.0,0.0
肯德基,3,113,8.5,4.924,4.539,0.001507149,4.6169123,0.006958375,1,0.04,0.0009330845107971208
课代表,3,2856,7.7,3.282,5.347,0.03809219,3.217906911,0.12257712,1,0.04,0.0001999466808850973
克林顿,3,182,8.2,3.222,2.309,0.002427443,4.411366062,0.010708342,1,0.0,0.0
克里斯,3,127,7.8,4.934,2.662,0.001693875,4.566607182,0.007735263,1,0.0,0.0
可还行,3,1529,6.0,8.69,7.057,0.020393192,3.489125721,0.071154412,1,0.04,0.0033990935750466546
科代表,3,89,5.1,3.24,4.573,0.001187047,4.719574642,0.005602355,1,0.0,0.0
烤面筋,3,8826,6.5,4.612,4.379,0.11771767,2.728004025,0.321134277,1,0.08,0.00013329778725673153
尻面筋,3,566,5.3,5.179,5.189,0.007549082,3.920234093,0.02959417,1,0.0,0.0
看守所,3,135,6.3,4.171,3.76,0.001800576,4.540278243,0.008175117,1,0.0,0.0
开头见,3,4781,5.9,6.138,6.589,0.063767072,2.99420758,0.190931851,1,0.12,0.008597707278059183
开口跪,3,3716,5.9,6.617,7.171,0.049562527,3.103624591,0.153823477,1,0.0,0.0
开口脆,3,890,5.9,6.386,6.72,0.011870465,3.723939448,0.044204894,1,0.12,6.664889362836577e-05
卡哇伊,3,242,7.5,4.927,4.635,0.0032277,4.288210878,0.013841056,1,0.04,6.664889362836577e-05
卡卡西,3,118,6.3,5.064,5.033,0.001573837,4.59827019,0.007236928,1,0.04,6.664889362836577e-05
咔咔咔,3,199,10.3,2.574,2.853,0.002654183,4.372787156,0.011606176,1,0.08,0.00013329778725673153
狙击手,3,125,6.4,5.215,4.798,0.0016672,4.573446607,0.007624851,1,0.04,6.664889362836577e-05
进度条,3,3163,6.7,6.457,6.468,0.042186833,3.173580677,0.133883318,1,0.08,0.013329778725673156
锦依卫,3,153,9.8,5.168,3.468,0.002040653,4.486296431,0.009154974,1,0.0,0.0
锦衣卫,3,104,9.8,4.729,3.128,0.001387111,4.652627853,0.006453709,1,0.0,0.0
金闪闪,3,103,6.4,4.581,4.118,0.001373773,4.656783812,0.006397364,1,0.0,0.0
金木研,3,166,7.6,3.842,3.773,0.002214042,4.451100681,0.009854923,1,0.0,0.0
金坷垃,3,1070,7.9,5.132,4.809,0.014271233,3.644027681,0.05200477,1,0.04,0.00013329778725673153
金凯瑞,3,86,7.9,4.831,4.742,0.001147034,4.734297899,0.005430399,1,0.0,0.0
杰克逊,3,88,8.9,2.076,4.567,0.001173709,4.724427145,0.005545102,1,0.04,0.00033324446814182886
节奏感,3,155,5.0,4.56,5.435,0.002067328,4.480692553,0.009263062,1,0.04,0.00033324446814182886
接化发,3,338,7.2,5.695,5.43,0.004508109,4.143617453,0.01867988,1,0.04,0.00013329778725673153
娇喘哥,3,83,6.6,4.521,4.442,0.001107021,4.749537866,0.005257838,1,0.0,0.0
讲道理,3,113,7.7,5.282,3.29,0.001507149,4.6169123,0.006958375,1,0.04,0.00026659557451346307
见骨进,3,90,6.5,4.969,5.323,0.001200384,4.714775759,0.005659542,1,0.0,0.0
见封进,3,281,6.3,6.3,6.375,0.003747866,4.223568043,0.015829367,1,0.04,6.664889362836577e-05
坚持住,3,222,6.8,4.743,4.621,0.002960948,4.325512289,0.012807615,1,0.0,0.0
家乡话,3,103,6.8,5.259,5.321,0.001373773,4.656783812,0.006397364,1,0.0,0.0
家冲鸭,3,211,5.5,2.051,3.856,0.002814234,4.347481291,0.012234829,1,0.0,0.0
加点狗,3,142,6.1,5.151,3.816,0.001893939,4.518481114,0.008557729,1,0.0,0.0
既视感,3,301,7.2,5.083,6.917,0.004014618,4.193810209,0.016836546,1,0.04,0.0009997334044254864
技术力,3,86,5.9,2.684,4.769,0.001147034,4.734297899,0.005430399,1,0.04,6.664889362836577e-05
技术活,3,146,5.9,5.541,2.631,0.00194729,4.506499817,0.008775461,1,0.0,0.0
计数菌,3,124,8.7,5.519,5.312,0.001653863,4.576907139,0.007569575,1,0.0,0.0
计数君,3,1069,8.2,6.698,5.932,0.014257896,3.644433374,0.051961952,1,0.0,0.0
集美们,3,167,6.0,4.666,4.928,0.002227379,4.44850787,0.009908515,1,0.04,0.00013329778725673153
急急急,3,451,9.6,2.105,2.285,0.006015258,4.018678717,0.02417339,1,0.04,6.664889362836577e-05
即视感,3,106,7.2,4.416,5.743,0.001413786,4.644433374,0.006566234,1,0.04,6.664889362836577e-05
基金会,3,199,7.1,2.157,3.445,0.002654183,4.372787156,0.011606176,1,0.04,6.664889362836577e-05
鸡米花,3,140,5.3,2.251,4.613,0.001867264,4.524598039,0.00844862,1,0.0,0.0
嚯嚯嚯,3,297,9.6,4.195,4.058,0.003961268,4.199600888,0.016635743,1,0.04,0.00033324446814182886
火车王,3,112,5.3,3.908,3.75,0.001493811,4.620738708,0.006902512,1,0.0,0.0
会员色,3,98,6.3,4.724,4.528,0.001307085,4.678181957,0.006114781,1,0.0,0.0
会传染,3,100,6.5,3.093,3.475,0.00133376,4.669495778,0.006227987,1,0.0,0.0
毁童年,3,688,7.2,6.197,5.523,0.00917627,3.83559793,0.035196481,1,0.0,0.0
回忆杀,3,100,6.6,5.042,5.07,0.00133376,4.669495778,0.006227987,1,0.0,0.0
回延安,3,95,6.7,4.757,4.443,0.001267072,4.691545919,0.005944527,1,0.0,0.0
回魂夜,3,130,6.8,4.726,5.054,0.001733888,4.556545856,0.007900541,1,0.0,0.0
辉夜姬,3,138,8.6,3.436,4.226,0.001840589,4.530802351,0.008339345,1,0.0,0.0
灰太狼,3,89,8.5,3.449,4.312,0.001187047,4.719574642,0.005602355,1,0.0,0.0
黄晓明,3,167,5.5,5.698,4.139,0.002227379,4.44850787,0.009908515,1,0.04,0.0015329245534524126
黄圣依,3,103,6.6,4.811,4.738,0.001373773,4.656783812,0.006397364,1,0.0,0.0
黄金杯,3,529,7.8,2.524,2.816,0.007055591,3.949541282,0.027866348,1,0.0,0.0
黄鹤楼,3,93,7.8,3.74,3.176,0.001240397,4.700689298,0.005830721,1,0.0,0.0
幻想乡,3,329,8.6,3.774,3.738,0.004388071,4.155303212,0.018233765,1,0.04,0.00026659557451346307
幻姐姐,3,992,6.8,4.696,3.073,0.013230901,3.676867903,0.048648274,1,0.0,0.0
环绕音,3,216,6.2,4.263,3.883,0.002880922,4.337357418,0.012495588,1,0.0,0.0
坏女人,3,710,5.4,5.612,5.953,0.009469697,3.821947551,0.036192685,1,0.0,0.0
滑板鞋,3,143,7.8,2.629,4.818,0.001907277,4.51545466,0.008612223,1,0.0,0.0
华晨宇,3,130,7.9,3.776,2.019,0.001733888,4.556545856,0.007900541,1,0.04,6.664889362836577e-05
花之舞,3,323,6.9,4.325,5.338,0.004308045,4.163272141,0.017935565,1,0.0,0.0
花少北,3,208,7.1,4.628,2.751,0.002774221,4.353670866,0.012078046,1,0.04,6.664889362836577e-05
花鸟卷,3,117,7.1,2.815,3.673,0.001560499,4.601935144,0.007181317,1,0.0,0.0
葫芦娃,3,474,8.7,5.575,5.141,0.006322023,3.997123542,0.025269907,1,0.04,0.0021994134897360706
忽必烈,3,119,9.7,3.423,4.12,0.001587175,4.594635906,0.007292489,1,0.0,0.0
猴子说,3,113,5.1,3.741,4.122,0.001507149,4.6169123,0.006958375,1,0.0,0.0
洪世贤,3,617,9.9,5.076,6.037,0.0082293,3.882828677,0.031952962,1,0.04,0.00013329778725673153
红领巾,3,687,6.9,4.515,5.364,0.009162932,3.836228713,0.035151103,1,0.0,0.0
红孩儿,3,153,6.6,2.901,3.163,0.002040653,4.486296431,0.009154974,1,0.0,0.0
很灵性,3,89,6.2,4.258,5.244,0.001187047,4.719574642,0.005602355,1,0.04,6.664889362836577e-05
黑眼圈,3,93,7.7,4.627,4.146,0.001240397,4.700689298,0.005830721,1,0.0,0.0
黑喂狗,3,87,7.6,5.233,4.806,0.001160371,4.72933448,0.005487784,1,0.04,0.00026659557451346307
黑劳士,3,80,7.7,4.437,4.317,0.001067008,4.765332133,0.005084648,1,0.0,0.0
何书桓,3,157,7.7,5.208,5.573,0.002094003,4.475160065,0.009371,1,0.0,0.0
喝肾宝,3,83,7.8,4.316,4.824,0.001107021,4.749537866,0.005257838,1,0.0,0.0
好久没,3,166,5.0,5.056,3.031,0.002214042,4.451100681,0.009854923,1,0.04,6.664889362836577e-05
好家伙,3,1177,5.3,6.258,5.307,0.015698357,3.602671861,0.056556028,1,0.08,0.007997867235403891
好嗨呦,3,221,5.3,3.897,3.769,0.00294761,4.327464177,0.012755676,1,0.0,0.0
好嗨哟,3,685,5.3,3.665,3.645,0.009136257,3.837493036,0.035060322,1,0.04,0.00013329778725673153
好嗨哦,3,407,5.3,4.595,4.686,0.005428404,4.063156989,0.022056457,1,0.0,0.0
薅你毛,3,260,8.7,4.73,5.251,0.003467776,4.257176644,0.014762937,1,0.04,0.00026659557451346307
汉武帝,3,250,6.5,3.69,3.294,0.0033344,4.27414343,0.014251705,1,0.0,0.0
韩美娟,3,182,8.7,5.737,5.139,0.002427443,4.411366062,0.010708342,1,0.0,0.0
韩国队,3,125,7.4,4.311,5.485,0.0016672,4.573446607,0.007624851,1,0.0,0.0
韩非子,3,199,5.7,3.991,4.404,0.002654183,4.372787156,0.011606176,1,0.04,6.664889362836577e-05
还活着,3,435,5.2,3.452,5.484,0.005801857,4.034330662,0.023406608,1,0.0,0.0
嗨起来,3,483,5.4,4.724,4.362,0.006442061,3.98897179,0.025697201,1,0.04,0.0017995201279658757
咳咳咳,3,132,9.4,4.318,4.333,0.001760563,4.549965511,0.008010503,1,0.04,0.00033324446814182886
郭乐乐,3,141,7.4,4.978,4.871,0.001880602,4.521528807,0.008503195,1,0.04,6.664889362836577e-05
郭老师,3,551,6.8,5.731,6.196,0.007349018,3.931878074,0.028895444,1,0.04,0.0001999466808850973
郭德纲,3,125,9.3,4.067,3.959,0.0016672,4.573446607,0.007624851,1,0.0,0.0
