Word,Num,Frequence,Mut,Freedom_L,Freedom_R,TF,IDF,TF-IDF,Mark,Rep,Den
句话,2,881,6.5,2.385,5.286,0.011750427,3.728348567,0.043809687,1,0.08,0.00173287123433751
巨魔,2,1059,5.8,6.771,6.478,0.01412452,3.648511286,0.05153347,1,0.08,0.010197280725139962
巨龙,2,329,5.3,3.697,2.222,0.004388071,4.155303212,0.018233765,1,0.04,0.0004665422553985604
举报,2,1553,7.7,6.417,5.287,0.020713295,3.482366137,0.072131277,1,0.04,0.0009330845107971208
橘子,2,342,6.0,6.001,5.347,0.00456146,4.138523032,0.018877706,1,0.0,0.0
局座,2,213,7.3,5.486,5.293,0.002840909,4.343403378,0.012339214,1,0.0,0.0
狙击,2,341,6.8,4.814,4.684,0.004548122,4.139791046,0.018828275,1,0.04,0.00013329778725673153
救救,2,224,6.3,4.867,2.103,0.002987623,4.321634634,0.012911414,1,0.04,0.0006664889362836577
旧剑,2,80,5.8,2.77,3.009,0.001067008,4.765332133,0.005084648,1,0.0,0.0
酒吞,2,206,9.3,4.383,4.177,0.002747546,4.357846806,0.011973384,1,0.0,0.0
韭菜,2,371,9.0,2.621,5.398,0.00494825,4.103274212,0.020304027,1,0.04,6.664889362836577e-05
究极,2,242,6.5,5.83,5.711,0.0032277,4.288210878,0.013841056,1,0.04,0.001999466808850973
镜泽,2,174,5.5,2.21,5.506,0.002320743,4.430779103,0.010282698,1,0.0,0.0
镜像,2,550,6.6,4.978,5.275,0.007335681,3.932665553,0.028848779,1,0.04,0.009130898427086111
靓仔,2,90,9.4,4.521,4.764,0.001200384,4.714775759,0.005659542,1,0.04,0.00173287123433751
井户,2,426,8.0,4.58,5.341,0.005681818,4.043389277,0.022973803,1,0.0,0.0
精髓,2,270,8.3,5.037,5.611,0.003601152,4.240847861,0.015271939,1,0.04,0.0010663822980538523
精品,2,488,6.5,2.848,6.625,0.006508749,3.984508293,0.025934166,1,0.04,0.0001999466808850973
京骑,2,105,5.6,4.965,4.147,0.001400448,4.648511286,0.006509999,1,0.0,0.0
劲敌,2,221,5.3,3.991,6.213,0.00294761,4.327464177,0.012755676,1,0.04,0.00013329778725673153
金箍,2,94,7.7,5.017,2.094,0.001253735,4.696093546,0.005887655,1,0.0,0.0
金斧,2,113,6.6,4.598,3.692,0.001507149,4.6169123,0.006958375,1,0.0,0.0
解药,2,88,5.6,2.776,4.704,0.001173709,4.724427145,0.005545102,1,0.0,0.0
解锁,2,103,6.7,5.475,4.542,0.001373773,4.656783812,0.006397364,1,0.2,0.05118635030658491
截图,2,459,8.6,6.488,4.807,0.006121959,4.01105932,0.024555541,1,0.04,0.01846174353505732
杰瑞,2,89,6.3,4.67,5.032,0.001187047,4.719574642,0.005602355,1,0.04,0.0001999466808850973
杰伦,2,1345,8.4,2.065,4.962,0.017939074,3.544772092,0.063589928,1,0.04,6.664889362836577e-05
杰克,2,268,5.6,4.415,4.273,0.003574477,4.244064872,0.015170313,1,0.04,0.001999466808850973
街舞,2,174,7.4,2.039,4.676,0.002320743,4.430779103,0.010282698,1,0.04,0.002865902426019728
皆为,2,623,5.7,2.095,2.167,0.008309326,3.878632562,0.032228821,1,0.0,0.0
教主,2,592,5.1,5.973,6.202,0.00789586,3.900762458,0.030799874,1,0.04,0.0003998933617701946
教唆,2,271,8.9,5.209,3.539,0.00361449,4.239248248,0.01532272,1,0.0,0.0
教父,2,229,6.6,4.06,5.798,0.003054311,4.312089316,0.013170461,1,0.0,0.0
叫兽,2,97,5.6,2.028,5.073,0.001293747,4.682591076,0.00605809,1,0.0,0.0
脚皮,2,125,5.6,3.418,4.508,0.0016672,4.573446607,0.007624851,1,0.0,0.0
蕉灼,2,403,8.1,4.097,4.441,0.005375053,4.067435787,0.021862684,1,0.04,0.00013329778725673153
焦作,2,115,5.3,4.249,3.868,0.001533824,4.609359162,0.007069946,1,0.0,0.0
焦灼,2,293,9.0,4.591,4.591,0.003907917,4.205469821,0.016434628,1,0.04,6.664889362836577e-05
酱爆,2,90,5.6,5.301,5.405,0.001200384,4.714775759,0.005659542,1,0.04,0.0004665422553985604
降智,2,105,6.3,5.6,2.358,0.001400448,4.648511286,0.006509999,1,0.04,0.0004665422553985604
僵尸,2,997,8.9,6.336,5.267,0.013297589,3.67468661,0.048864471,1,0.04,0.0007997867235403892
键盘,2,154,6.8,5.889,5.051,0.002053991,4.483485454,0.009209037,1,0.04,0.0001999466808850973
舰长,2,121,6.4,4.92,4.786,0.00161385,4.587457321,0.007403467,1,0.0,0.0
剑豪,2,109,5.6,2.978,4.44,0.001453799,4.632424467,0.006734612,1,0.04,0.00033324446814182886
件事,2,156,5.9,2.227,4.439,0.002080666,4.477917499,0.00931705,1,0.04,0.0001999466808850973
见证,2,306,5.4,4.331,4.197,0.004081306,4.186678776,0.017087117,1,0.08,0.006998133830978405
简介,2,511,8.0,2.817,6.281,0.006815514,3.964547191,0.027020428,1,0.0,0.0
剪辑,2,766,9.5,5.843,6.213,0.010216603,3.789021788,0.03871093,1,0.04,6.664889362836577e-05
肩甲,2,393,7.6,2.812,3.602,0.005241677,4.07832093,0.021377242,1,0.0,0.0
假酒,2,91,6.3,4.37,2.604,0.001213722,4.710029324,0.005716665,1,0.04,0.0010663822980538523
嘉靖,2,158,9.8,5.313,5.452,0.002107341,4.472420027,0.009424914,1,0.0,0.0
加油,2,55003,6.1,3.157,4.085,0.733608088,1.933422878,1.418374661,1,0.92,0.16135697147427353
稷儿,2,80,5.9,4.33,4.288,0.001067008,4.765332133,0.005084648,1,0.0,0.0
济宁,2,110,6.8,4.942,4.873,0.001467136,4.628494173,0.006790631,1,0.0,0.0
纪元,2,92,6.5,4.267,2.825,0.001227059,4.705334203,0.005773724,1,0.04,0.00026659557451346307
几句,2,127,5.1,3.094,4.962,0.001693875,4.566607182,0.007735263,1,0.04,0.0001999466808850973
疾跑,2,103,6.8,5.271,5.091,0.001373773,4.656783812,0.006397364,1,0.04,6.664889362836577e-05
疾风,2,404,6.9,3.877,3.44,0.005388391,4.066362128,0.021911149,1,0.04,0.0013996267661956813
基尼,2,197,5.6,5.641,2.858,0.002627507,4.377151961,0.011500999,1,0.04,0.00013329778725673153
唧唧,2,268,9.5,3.282,4.64,0.003574477,4.244064872,0.015170313,1,0.04,0.00026659557451346307
饥荒,2,127,8.7,4.857,4.466,0.001693875,4.566607182,0.007735263,1,0.0,0.0
嚯嚯,2,555,9.6,3.553,3.324,0.007402369,3.92874236,0.029082,1,0.08,0.0003998933617701946
霍霍,2,112,8.5,2.731,2.813,0.001493811,4.620738708,0.006902512,1,0.08,0.0001999466808850973
霍顿,2,269,7.9,6.063,6.011,0.003587815,4.242453388,0.015221137,1,0.04,0.0003998933617701946
婚纱,2,109,9.3,4.209,2.031,0.001453799,4.632424467,0.006734612,1,0.0,0.0
婚卡,2,97,5.3,3.623,3.048,0.001293747,4.682591076,0.00605809,1,0.0,0.0
晦气,2,617,7.6,5.379,5.654,0.0082293,3.882828677,0.031952962,1,0.0,0.0
辉夜,2,260,6.5,4.193,3.158,0.003467776,4.257176644,0.014762937,1,0.0,0.0
辉县,2,83,7.9,4.176,3.247,0.001107021,4.749537866,0.005257838,1,0.0,0.0
黄磊,2,313,7.5,6.128,3.754,0.004174669,4.176887504,0.017437124,1,0.92,0.4897360703812317
黄鹤,2,265,7.0,4.91,4.107,0.003534464,4.248935515,0.015017711,1,0.04,0.00026659557451346307
黄队,2,452,5.6,5.027,5.235,0.006028596,4.01771895,0.024221204,1,0.0,0.0
荒古,2,457,5.8,3.353,3.936,0.006095284,4.012951674,0.024460079,1,0.0,0.0
换气,2,1499,6.8,2.391,6.183,0.019993064,3.497725893,0.069930259,1,0.04,6.664889362836577e-05
幻幻,2,199,5.4,4.611,4.538,0.002654183,4.372787156,0.011606176,1,0.0,0.0
淮滨,2,160,10.0,5.056,3.515,0.002134016,4.466991276,0.009532632,1,0.0,0.0
淮安,2,122,6.6,4.958,3.391,0.001627187,4.58391204,0.007458884,1,0.0,0.0
怀怀,2,176,5.6,4.961,3.578,0.002347418,4.425843885,0.010389305,1,0.0,0.0
画质,2,623,7.7,4.37,4.083,0.008309326,3.878632562,0.032228821,1,0.08,0.05298587043455078
画风,2,283,5.2,5.207,3.857,0.003774541,4.220498812,0.015930447,1,0.04,0.0003998933617701946
化妆,2,125,7.6,3.968,5.002,0.0016672,4.573446607,0.007624851,1,0.0,0.0
滑板,2,520,7.2,4.672,5.13,0.006935553,3.956979428,0.027443839,1,0.0,0.0
华夏,2,1421,7.3,3.169,3.34,0.018952732,3.520917555,0.066731005,1,0.04,0.0001999466808850973
华农,2,831,7.2,6.121,5.213,0.011083547,3.753693825,0.041604241,1,0.04,0.0009330845107971208
花嫁,2,119,5.9,4.057,3.64,0.001587175,4.594635906,0.007292489,1,0.04,6.664889362836577e-05
花呗,2,245,6.0,4.396,5.241,0.003267712,4.282882045,0.013995226,1,0.0,0.0
花Q,2,1560,5.6,5.079,2.768,0.020806658,3.480414249,0.072415789,1,0.0,0.0
許願,2,113,11.8,4.775,5.983,0.001507149,4.6169123,0.006958375,1,0.04,6.664889362836577e-05
虎牙,2,166,7.2,5.386,3.393,0.002214042,4.451100681,0.009854923,1,0.04,6.664889362836577e-05
胡亥,2,149,9.5,4.784,5.416,0.001987303,4.497725893,0.008938342,1,0.0,0.0
忽悠,2,285,9.0,4.567,3.811,0.003801216,4.217451119,0.016031444,1,0.08,6.664889362836577e-05
后续,2,226,5.3,3.544,4.519,0.003014298,4.317791295,0.013015109,1,0.0,0.0
很棒,2,444,5.3,5.576,5.632,0.005921895,4.025457141,0.023838335,1,0.04,0.0011330311916822181
黑贞,2,369,7.0,2.943,3.693,0.004921575,4.105615428,0.020206094,1,0.0,0.0
核平,2,153,5.0,2.964,5.459,0.002040653,4.486296431,0.009154974,1,0.04,6.664889362836577e-05
核爆,2,270,5.4,5.99,3.196,0.003601152,4.240847861,0.015271939,1,0.0,0.0
合葬,2,123,6.5,4.539,4.951,0.001640525,4.580395467,0.007514253,1,0.0,0.0
合影,2,3501,6.7,5.203,6.48,0.046694942,3.12950101,0.146131869,1,0.44,0.7808584377499332
合拍,2,350,6.3,2.517,5.976,0.00466816,4.128510035,0.019272547,1,0.04,0.00033324446814182886
合肥,2,118,6.2,4.016,3.784,0.001573837,4.59827019,0.007236928,1,0.0,0.0
呵呵,2,12165,7.0,3.258,2.808,0.162251921,2.58866934,0.420016572,1,0.92,0.006598240469208211
耗子,2,1651,6.3,5.623,2.065,0.02202038,3.455807109,0.076098185,1,0.04,0.020327912556651558
昊然,2,98,6.2,2.616,4.039,0.001307085,4.678181957,0.006114781,1,0.04,6.664889362836577e-05
好汀,2,217,5.1,5.294,5.656,0.002894259,4.335360658,0.012547659,1,0.0,0.0
好湿,2,2890,5.2,3.618,3.756,0.038545668,3.21276906,0.123838329,1,0.0,0.0
焊死,2,616,6.2,2.675,3.043,0.008215962,3.883531988,0.031906953,1,0.04,0.002599306851506265
汉堡,2,148,5.7,2.933,5.536,0.001973965,4.500630883,0.008884088,1,0.04,6.664889362836577e-05
寒王,2,764,6.0,3.92,5.917,0.010189927,3.790155717,0.038621412,1,0.04,6.664889362836577e-05
寒假,2,99,6.2,5.303,2.986,0.001320423,4.673817152,0.006171413,1,0.04,0.00026659557451346307
韩信,2,616,6.1,3.956,2.151,0.008215962,3.883531988,0.031906953,1,0.04,0.0003998933617701946
韩红,2,1245,5.8,6.344,5.141,0.016605314,3.578299109,0.059418779,1,0.0,0.0
韩非,2,403,6.0,4.89,3.59,0.005375053,4.067435787,0.021862684,1,0.04,6.664889362836577e-05
憨憨,2,293,9.0,4.364,6.043,0.003907917,4.205469821,0.016434628,1,0.04,0.0009997334044254864
海娃,2,254,5.5,4.402,3.925,0.003387751,4.267276971,0.014456471,1,0.0,0.0
海皇,2,1500,6.1,5.671,6.127,0.020006402,3.497436459,0.06997112,1,0.04,0.00013329778725673153
海盗,2,223,5.8,4.4,4.805,0.002974285,4.323569133,0.012859527,1,0.04,6.664889362836577e-05
海豹,2,83,6.8,4.939,4.816,0.001107021,4.749537866,0.005257838,1,0.04,6.664889362836577e-05
咳咳,2,355,9.5,4.595,4.401,0.004734848,4.122367154,0.019518784,1,0.04,0.0011330311916822181
过瘾,2,152,5.0,4.561,4.921,0.002027315,4.489125721,0.009100874,1,0.04,0.0001999466808850973
跪求,2,287,5.2,5.545,6.402,0.003827892,4.214424664,0.016132361,1,0.04,0.0007331378299120235
鬼切,2,2306,5.9,4.108,4.306,0.030756509,3.310769557,0.101827713,1,0.04,6.664889362836577e-05
鬼泣,2,109,5.3,5.553,4.481,0.001453799,4.632424467,0.006734612,1,0.04,6.664889362836577e-05
鬼谷,2,185,5.3,5.265,2.572,0.002467456,4.404304207,0.010867428,1,0.04,6.664889362836577e-05
鬼畜,2,11216,6.6,6.973,6.67,0.149594537,2.623940432,0.392527154,1,0.08,0.007997867235403891
诡异,2,103,9.2,4.497,4.247,0.001373773,4.656783812,0.006397364,1,0.04,0.0001999466808850973
龟龟,2,139,9.2,5.107,4.674,0.001853927,4.527689116,0.008394003,1,0.04,0.00013329778725673153
冠希,2,160,7.2,3.288,4.75,0.002134016,4.466991276,0.009532632,1,0.0,0.0
关羽,2,100,6.5,4.007,3.164,0.00133376,4.669495778,0.006227987,1,0.04,0.00033324446814182886
关掉,2,118,5.2,5.792,4.374,0.001573837,4.59827019,0.007236928,1,0.0,0.0
怪鸽,2,362,7.5,3.969,6.306,0.004828212,4.113910527,0.019862831,1,0.04,0.00026659557451346307
挂科,2,227,5.6,2.449,5.658,0.003027636,4.315882305,0.013066919,1,0.0,0.0
固始,2,105,6.5,5.139,3.146,0.001400448,4.648511286,0.006509999,1,0.0,0.0
骨科,2,160,5.7,2.113,5.101,0.002134016,4.466991276,0.009532632,1,0.0,0.0
骨灰,2,197,6.4,5.33,3.378,0.002627507,4.377151961,0.011500999,1,0.0,0.0
古筝,2,154,7.4,4.32,4.332,0.002053991,4.483485454,0.009209037,1,0.0,0.0
古琴,2,237,5.0,4.515,4.485,0.003161012,4.297240195,0.013583626,1,0.0,0.0
孤城,2,228,7.3,3.483,4.624,0.003040973,4.313981669,0.013118702,1,0.0,0.0
狗贼,2,1393,7.4,3.477,3.209,0.018579279,3.529554378,0.065576574,1,0.04,0.0010663822980538523
勾引,2,273,8.0,3.233,4.024,0.003641165,4.236066589,0.015424218,1,0.04,0.00026659557451346307
恭喜,2,2033,7.8,6.436,3.505,0.027115344,3.365466203,0.091255772,1,0.92,0.03892295387896561
公屏,2,3274,7.3,2.525,2.106,0.043667307,3.158605847,0.137927811,1,0.12,0.00173287123433751
弓呆,2,435,9.3,2.624,3.27,0.005801857,4.034330662,0.023406608,1,0.0,0.0
工整,2,526,6.8,2.222,3.273,0.007015578,3.952006536,0.027725611,1,0.0,0.0
更佳,2,468,7.1,2.151,6.657,0.006241997,4.002644309,0.024984496,1,0.04,0.0018661690215942416
葛叔,2,111,5.9,5.155,4.695,0.001480474,4.624599129,0.006846598,1,0.0,0.0
葛平,2,228,5.8,4.372,4.391,0.003040973,4.313981669,0.013118702,1,0.0,0.0
割割,2,477,8.7,4.487,4.327,0.006362036,3.994389255,0.025412448,1,0.0,0.0
搞垮,2,93,7.4,4.2,2.336,0.001240397,4.700689298,0.005830721,1,0.0,0.0
搞基,2,307,5.2,4.583,5.434,0.004094644,4.185266435,0.017137175,1,0.0,0.0
杠精,2,112,7.4,4.886,5.504,0.001493811,4.620738708,0.006902512,1,0.0,0.0
干杯,2,266,5.1,3.221,3.753,0.003547802,4.24730589,0.0150686,1,0.04,0.00026659557451346307
盖亚,2,1077,7.1,5.403,4.629,0.014364597,3.641198391,0.052304346,1,0.04,0.0007997867235403892
盖茨,2,110,5.9,4.024,3.404,0.001467136,4.628494173,0.006790631,1,0.04,6.664889362836577e-05
腹肌,2,330,10.2,3.55,5.699,0.004401408,4.153989158,0.018283403,1,0.04,0.000866435617168755
富婆,2,110,6.0,4.587,3.955,0.001467136,4.628494173,0.006790631,1,0.04,6.664889362836577e-05
副歌,2,100,6.3,4.956,4.998,0.00133376,4.669495778,0.006227987,1,0.0,0.0
复联,2,335,5.1,5.261,4.599,0.004468096,4.147477874,0.018531331,1,0.0,0.0
复读,2,173,6.1,5.441,3.088,0.002307405,4.433267903,0.010229345,1,0.0,0.0
复旦,2,215,7.0,5.183,3.264,0.002867584,4.339363401,0.01244349,1,0.0,0.0
附体,2,209,6.3,5.832,5.713,0.002787559,4.351597857,0.012130334,1,0.04,0.001199680085310584
妇联,2,126,6.7,5.228,5.439,0.001680538,4.570013431,0.00768008,1,0.0,0.0
负债,2,575,8.8,5.707,2.327,0.007669121,3.913394668,0.030012296,1,0.04,6.664889362836577e-05
斧头,2,127,5.4,4.136,4.495,0.001693875,4.566607182,0.007735263,1,0.04,0.00033324446814182886
福袋,2,83,6.5,3.578,4.144,0.001107021,4.749537866,0.005257838,1,0.0,0.0
扶苏,2,102,6.6,5.2,5.183,0.001360435,4.660979927,0.006340962,1,0.0,0.0
伏笔,2,97,7.7,4.556,5.233,0.001293747,4.682591076,0.00605809,1,0.0,0.0
缝合,2,108,5.5,5.381,2.825,0.001440461,4.636390654,0.00667854,1,0.04,6.664889362836577e-05
疯猴,2,326,6.1,5.08,4.893,0.004348058,4.159269399,0.018084745,1,0.0,0.0
疯癫,2,115,7.3,2.278,3.513,0.001533824,4.609359162,0.007069946,1,0.0,0.0
封印,2,225,5.7,5.121,3.774,0.00300096,4.319708713,0.012963274,1,0.04,0.0011330311916822181
粉丝,2,1074,7.5,6.114,6.619,0.014324584,3.642408687,0.052175989,1,0.04,0.00013329778725673153
狒狒,2,328,9.8,6.47,4.873,0.004374733,4.156621254,0.018184109,1,0.36,0.12843241802186084
肥宅,2,164,9.6,4.72,4.742,0.002187367,4.456333207,0.009747635,1,0.0,0.0
放肆,2,103,7.6,3.536,2.767,0.001373773,4.656783812,0.006397364,1,0.04,0.0001999466808850973
放屁,2,231,5.3,5.976,4.947,0.003080986,4.308329167,0.013273901,1,0.04,0.0001999466808850973
放假,2,1000,6.6,6.452,2.314,0.013337601,3.673383074,0.048994119,1,0.04,0.0004665422553985604
防晒,2,173,7.8,5.218,5.402,0.002307405,4.433267903,0.010229345,1,0.0,0.0
方舟,2,92,5.7,3.238,5.638,0.001227059,4.705334203,0.005773724,1,0.04,0.00026659557451346307
方丈,2,138,5.9,3.608,3.998,0.001840589,4.530802351,0.008339345,1,0.0,0.0
反弹,2,16383,5.8,3.477,4.89,0.218509923,2.459397212,0.537402696,1,0.04,0.0005331911490269261
凡凡,2,426,5.6,5.999,5.776,0.005681818,4.043389277,0.022973803,1,0.0,0.0
翻唱,2,1038,6.5,4.419,3.628,0.01384443,3.657201604,0.050631872,1,0.0,0.0
法治,2,581,6.3,2.69,3.155,0.007749146,3.908894167,0.030290593,1,0.0,0.0
法家,2,1821,5.1,5.689,5.53,0.024287772,3.413268779,0.082900694,1,0.0,0.0
发誓,2,134,5.3,2.274,3.261,0.001787239,4.543483383,0.008120289,1,0.04,0.00393228472407358
发胶,2,95,6.4,4.762,5.198,0.001267072,4.691545919,0.005944527,1,0.04,0.0011330311916822181
发癫,2,92,5.7,3.783,4.271,0.001227059,4.705334203,0.005773724,1,0.04,0.0001999466808850973
二营,2,786,7.0,4.401,4.287,0.010483355,3.777842419,0.039604462,1,0.04,6.664889362836577e-05
二倍,2,2003,5.8,6.846,3.919,0.026715216,3.371919435,0.090081554,1,0.08,0.012529992002132765
耳机,2,2715,6.9,6.608,4.349,0.036211588,3.239887386,0.117321466,1,0.04,0.0003998933617701946
耳环,2,238,5.9,2.243,3.919,0.003174349,4.295419251,0.01363516,1,0.0,0.0
噩梦,2,243,8.0,4.455,5.528,0.003241037,4.286427325,0.01389247,1,0.04,0.00013329778725673153
饿狼,2,164,5.4,5.349,2.756,0.002187367,4.456333207,0.009747635,1,0.0,0.0
饿饿,2,155,5.5,2.195,2.292,0.002067328,4.480692553,0.009263062,1,0.04,6.664889362836577e-05
恶臭,2,149,5.8,5.351,5.437,0.001987303,4.497725893,0.008938342,1,0.04,0.00013329778725673153
额额,2,739,7.5,2.232,2.718,0.009856487,3.804585432,0.037499848,1,0.04,0.0001999466808850973
夺笋,2,190,10.2,4.679,2.498,0.002534144,4.392783784,0.011131948,1,0.04,0.0005331911490269261
对对,2,1952,5.0,3.427,3.058,0.026034998,3.383114908,0.088079389,1,0.2,0.0006664889362836577
队友,2,315,5.4,5.477,6.034,0.004201344,4.174130069,0.017536958,1,0.04,0.001466275659824047
队形,2,116,5.6,2.55,4.952,0.001547162,4.60563129,0.007125657,1,0.04,0.00033324446814182886
断气,2,217,5.3,3.033,3.597,0.002894259,4.335360658,0.012547659,1,0.04,0.0001999466808850973
短裙,2,435,8.2,5.844,5.882,0.005801857,4.034330662,0.023406608,1,0.0,0.0
赌怪,2,231,6.0,5.381,5.171,0.003080986,4.308329167,0.013273901,1,0.04,0.00013329778725673153
独享,2,125,7.9,3.015,2.351,0.0016672,4.573446607,0.007624851,1,0.28,0.12136763529725406
毒液,2,148,7.1,5.317,5.336,0.001973965,4.500630883,0.008884088,1,0.0,0.0
豆子,2,835,5.5,2.184,2.53,0.011136897,3.751610874,0.041781304,1,0.04,6.664889362836577e-05
豆豆,2,163,6.9,4.242,4.353,0.002174029,4.458973304,0.009693937,1,0.08,0.0001999466808850973
斗鱼,2,530,6.7,4.538,6.308,0.007068929,3.948722631,0.027913239,1,0.04,6.664889362836577e-05
抖音,2,1152,5.7,5.93,4.813,0.015364917,3.611987844,0.055497893,1,0.04,0.00013329778725673153
抖腿,2,630,7.3,6.029,6.497,0.008402689,3.873787792,0.032550234,1,0.04,6.664889362836577e-05
洞洞,2,101,7.4,3.174,2.742,0.001347098,4.66521698,0.006284503,1,0.0,0.0
冻听,2,165,5.3,4.439,4.399,0.002200704,4.453709064,0.009801296,1,0.0,0.0
冬泳,2,274,9.1,5.636,2.572,0.003654503,4.234484458,0.015474935,1,0.04,0.00026659557451346307
东莞,2,273,7.8,5.659,5.394,0.003641165,4.236066589,0.015424218,1,0.04,0.00033324446814182886
钉宫,2,156,6.7,5.106,4.42,0.002080666,4.477917499,0.00931705,1,0.0,0.0
钉钉,2,1797,8.1,6.605,3.039,0.02396767,3.419027464,0.081946121,1,0.12,0.008531058384430818
调音,2,6874,6.6,4.018,3.955,0.091682672,2.836544449,0.260061974,1,0.0,0.0
凋零,2,241,10.1,2.483,4.335,0.003214362,4.290001786,0.013789618,1,0.0,0.0
殿下,2,644,5.8,4.089,6.048,0.008589415,3.864257437,0.033191712,1,0.04,6.664889362836577e-05
奠奠,2,299,9.0,3.207,3.111,0.003987943,4.196695897,0.016736183,1,0.0,0.0
电瓶,2,426,6.4,5.127,5.361,0.005681818,4.043389277,0.022973803,1,0.04,0.00013329778725673153
电鳗,2,490,7.6,4.118,6.354,0.006535425,3.98273566,0.026028869,1,0.0,0.0
电竞,2,175,6.3,5.89,4.795,0.00233408,4.428304484,0.010336018,1,0.0,0.0
点赞,2,1077,5.9,6.383,6.162,0.014364597,3.641198391,0.052304346,1,0.04,0.0027992535323913626
癫痫,2,94,10.9,2.866,4.323,0.001253735,4.696093546,0.005887655,1,0.04,0.0003998933617701946
巅峰,2,437,9.9,5.861,5.127,0.005828532,4.032343041,0.02350264,1,0.04,0.0022660623833644362
第几,2,273,5.0,3.8,2.976,0.003641165,4.236066589,0.015424218,1,0.04,0.0015329245534524126
底端,2,259,8.0,5.585,3.295,0.003454439,4.258843804,0.014711915,1,0.0,0.0
迪迦,2,109,8.7,4.551,3.882,0.001453799,4.632424467,0.006734612,1,0.04,0.000866435617168755
滴滴,2,764,7.8,3.24,3.803,0.010189927,3.790155717,0.038621412,1,0.32,0.000599840042655292
低调,2,558,6.9,2.755,2.687,0.007442382,3.926405344,0.029221807,1,0.08,0.00026659557451346307
登场,2,597,6.5,5.628,6.487,0.007962548,3.897115968,0.031030973,1,0.08,0.0035990402559317515
导数,2,84,5.1,4.761,4.961,0.001120359,4.744398226,0.005315427,1,0.0,0.0
党妹,2,98,5.2,5.064,3.998,0.001307085,4.678181957,0.006114781,1,0.0,0.0
蛋疼,2,163,5.3,4.936,5.61,0.002174029,4.458973304,0.009693937,1,0.0,0.0
蛋糕,2,151,7.0,3.178,4.464,0.002013978,4.491973564,0.009046735,1,0.04,6.664889362836577e-05
蛋蛋,2,674,6.0,5.621,5.901,0.008989543,3.844513379,0.03456042,1,0.04,0.0003998933617701946
弹幕,2,40676,5.9,4.955,5.865,0.542520273,2.064468236,1.120015871,1,0.68,0.14576113036523594
单押,2,485,6.8,5.267,3.586,0.006468737,3.987180882,0.025792023,1,0.0,0.0
单压,2,91,5.3,5.484,3.895,0.001213722,4.710029324,0.005716665,1,0.0,0.0
单身,2,456,5.4,5.57,2.782,0.006081946,4.013900952,0.02441233,1,0.04,0.00013329778725673153
单曲,2,216,5.3,5.55,3.116,0.002880922,4.337357418,0.012495588,1,0.04,0.0001999466808850973
单抽,2,342,6.5,4.437,3.598,0.00456146,4.138523032,0.018877706,1,0.04,6.664889362836577e-05
戴夫,2,83,6.2,4.14,4.306,0.001107021,4.749537866,0.005257838,1,0.0,0.0
带劲,2,5178,6.9,2.275,3.245,0.0690621,2.959571241,0.204394205,1,0.04,0.002865902426019728
呆妹,2,194,6.4,5.46,4.507,0.002587495,4.38378254,0.011343014,1,0.08,0.0001999466808850973
呆毛,2,145,6.3,3.732,3.707,0.001933952,4.509464296,0.008721088,1,0.0,0.0
大圣,2,5906,5.1,5.548,4.714,0.078771874,2.902450181,0.228631439,1,0.0,0.0
大佬,2,2712,5.4,6.457,7.27,0.036171575,3.240367358,0.117209191,1,0.04,0.00013329778725673153
大舅,2,603,5.2,4.118,4.359,0.008042574,3.892780213,0.031307971,1,0.0,0.0
打码,2,182,5.2,5.012,4.494,0.002427443,4.411366062,0.010708342,1,0.04,0.0004665422553985604
打工,2,1848,5.7,4.18,4.487,0.024647887,3.406880241,0.0839724,1,0.08,0.00026659557451346307
答题,2,131,7.0,4.784,4.821,0.001747226,4.55324322,0.007955544,1,0.04,6.664889362836577e-05
哒宰,2,92,6.6,3.891,3.376,0.001227059,4.705334203,0.005773724,1,0.0,0.0
存活,2,1052,6.3,4.677,5.277,0.014031157,3.651388781,0.051233208,1,0.0,0.0
村霸,2,144,6.6,5.397,5.309,0.001920615,4.512449149,0.008666676,1,0.0,0.0
催更,2,343,8.0,5.288,5.469,0.004574797,4.137258709,0.01892712,1,0.0,0.0
崔西,2,113,6.6,3.456,4.399,0.001507149,4.6169123,0.006958375,1,0.0,0.0
刺客,2,146,7.0,5.133,4.359,0.00194729,4.506499817,0.008775461,1,0.04,0.0007331378299120235
慈善,2,338,8.4,3.719,4.86,0.004508109,4.143617453,0.01867988,1,0.0,0.0
茨木,2,551,5.2,4.275,4.214,0.007349018,3.931878074,0.028895444,1,0.0,0.0
茨林,2,147,5.6,3.813,4.189,0.001960627,4.503555436,0.008829794,1,0.0,0.0
淳朴,2,86,8.6,4.511,4.572,0.001147034,4.734297899,0.005430399,1,0.04,6.664889362836577e-05
春晚,2,132,5.3,4.592,5.591,0.001760563,4.549965511,0.008010503,1,0.04,0.001999466808850973
吹爆,2,688,7.1,6.119,6.014,0.00917627,3.83559793,0.035196481,1,0.04,0.00026659557451346307
穿越,2,361,6.0,6.252,3.913,0.004814874,4.115108581,0.01981373,1,0.04,0.000599840042655292
川桑,2,81,5.6,4.965,4.172,0.001080346,4.760003299,0.005142449,1,0.0,0.0
川普,2,1944,6.6,5.705,5.575,0.025928297,3.384897546,0.087764629,1,0.04,0.00013329778725673153
处刑,2,225,7.8,5.015,3.338,0.00300096,4.319708713,0.012963274,1,0.04,0.00013329778725673153
