3.000000000000000000e+00,5.666200000000000000e+04,1.300000000000000000e+01,2.323999999999999844e+00,4.477999999999999758e+00,-1.000000000000000000e+00
6.000000000000000000e+00,3.997300000000000000e+04,1.810000000000000142e+01,3.047000000000000153e+00,2.303999999999999826e+00,-1.000000000000000000e+00
4.000000000000000000e+00,2.137440000000000000e+05,1.119999999999999929e+01,4.719000000000000306e+00,5.876000000000000334e+00,-1.000000000000000000e+00
6.000000000000000000e+00,1.988290000000000000e+05,1.190000000000000036e+01,4.663999999999999702e+00,5.831000000000000405e+00,-1.000000000000000000e+00
4.000000000000000000e+00,9.223900000000000000e+04,1.050000000000000000e+01,5.804000000000000270e+00,4.977000000000000313e+00,-1.000000000000000000e+00
6.000000000000000000e+00,8.362100000000000000e+04,1.950000000000000000e+01,5.663999999999999702e+00,4.916000000000000369e+00,-1.000000000000000000e+00
5.000000000000000000e+00,9.571300000000000000e+04,1.130000000000000071e+01,6.217999999999999972e+00,6.980999999999999872e+00,-1.000000000000000000e+00
6.000000000000000000e+00,2.326029000000000000e+06,1.450000000000000000e+01,6.033999999999999808e+00,6.791000000000000369e+00,-1.000000000000000000e+00
7.000000000000000000e+00,3.750960000000000000e+05,1.269999999999999929e+01,6.052999999999999936e+00,6.830000000000000071e+00,-1.000000000000000000e+00
9.000000000000000000e+00,1.784961000000000000e+06,1.119999999999999929e+01,6.012999999999999901e+00,6.818999999999999950e+00,-1.000000000000000000e+00
1.000000000000000000e+01,2.504560000000000000e+05,2.150000000000000000e+01,6.006999999999999673e+00,5.934999999999999609e+00,-1.000000000000000000e+00
4.000000000000000000e+00,7.336900000000000000e+04,1.169999999999999929e+01,5.488000000000000433e+00,6.014999999999999680e+00,-1.000000000000000000e+00
4.000000000000000000e+00,5.662200000000000000e+04,1.340000000000000036e+01,5.506000000000000227e+00,5.972999999999999865e+00,-1.000000000000000000e+00
4.000000000000000000e+00,2.192030000000000000e+05,1.269999999999999929e+01,3.637000000000000011e+00,2.866000000000000103e+00,-1.000000000000000000e+00
6.000000000000000000e+00,2.054220000000000000e+05,2.160000000000000142e+01,3.619000000000000217e+00,2.841000000000000192e+00,-1.000000000000000000e+00
4.000000000000000000e+00,1.035730000000000000e+05,1.330000000000000071e+01,5.692000000000000171e+00,6.144000000000000128e+00,-1.000000000000000000e+00
6.000000000000000000e+00,9.698500000000000000e+04,2.119999999999999929e+01,5.546000000000000263e+00,5.963000000000000078e+00,-1.000000000000000000e+00
4.000000000000000000e+00,1.724200000000000000e+05,1.390000000000000036e+01,6.187000000000000277e+00,6.671000000000000263e+00,-1.000000000000000000e+00
5.000000000000000000e+00,9.028600000000000000e+04,1.050000000000000000e+01,7.546000000000000263e+00,7.232999999999999652e+00,-1.000000000000000000e+00
4.000000000000000000e+00,6.194300000000000000e+04,1.069999999999999929e+01,5.041000000000000369e+00,4.785999999999999588e+00,-1.000000000000000000e+00
6.000000000000000000e+00,5.620300000000000000e+04,1.889999999999999858e+01,4.863000000000000433e+00,4.347000000000000419e+00,-1.000000000000000000e+00
4.000000000000000000e+00,5.921200000000000000e+04,5.299999999999999822e+00,5.791999999999999815e+00,6.623999999999999666e+00,-1.000000000000000000e+00
5.000000000000000000e+00,6.114700000000000000e+04,5.299999999999999822e+00,5.729000000000000092e+00,2.781000000000000139e+00,-1.000000000000000000e+00
4.000000000000000000e+00,3.903800000000000000e+04,1.109999999999999964e+01,3.112000000000000099e+00,4.658999999999999808e+00,-1.000000000000000000e+00
4.000000000000000000e+00,5.998400000000000000e+04,1.000000000000000000e+01,5.224000000000000199e+00,4.825999999999999623e+00,-1.000000000000000000e+00
6.000000000000000000e+00,5.867800000000000000e+04,1.830000000000000071e+01,4.985000000000000320e+00,4.644000000000000128e+00,-1.000000000000000000e+00
2.000000000000000000e+00,1.456670000000000000e+05,6.000000000000000000e+00,3.113999999999999879e+00,3.843999999999999861e+00,-1.000000000000000000e+00
4.000000000000000000e+00,2.145040000000000000e+05,1.159999999999999964e+01,5.275999999999999801e+00,5.131000000000000227e+00,-1.000000000000000000e+00
6.000000000000000000e+00,2.047030000000000000e+05,2.080000000000000071e+01,5.064000000000000057e+00,4.955000000000000071e+00,-1.000000000000000000e+00
4.000000000000000000e+00,6.730200000000000000e+04,1.130000000000000071e+01,6.302999999999999936e+00,7.006000000000000227e+00,-1.000000000000000000e+00
4.000000000000000000e+00,5.988000000000000000e+04,1.430000000000000071e+01,5.780999999999999694e+00,5.822000000000000064e+00,-1.000000000000000000e+00
4.000000000000000000e+00,1.230160000000000000e+05,1.359999999999999964e+01,4.975999999999999979e+00,5.716000000000000192e+00,-1.000000000000000000e+00
6.000000000000000000e+00,1.160410000000000000e+05,2.030000000000000071e+01,4.740000000000000213e+00,5.498000000000000220e+00,-1.000000000000000000e+00
4.000000000000000000e+00,1.657380000000000000e+05,1.140000000000000036e+01,6.267000000000000348e+00,6.943999999999999950e+00,-1.000000000000000000e+00
4.000000000000000000e+00,6.090800000000000000e+04,1.330000000000000071e+01,5.875000000000000000e+00,3.019000000000000128e+00,-1.000000000000000000e+00
4.000000000000000000e+00,3.069250000000000000e+05,1.209999999999999964e+01,3.596999999999999975e+00,3.428999999999999826e+00,-1.000000000000000000e+00
6.000000000000000000e+00,3.022050000000000000e+05,1.989999999999999858e+01,3.545999999999999819e+00,3.379999999999999893e+00,-1.000000000000000000e+00
4.000000000000000000e+00,6.273100000000000000e+04,7.700000000000000178e+00,4.562000000000000277e+00,5.041999999999999815e+00,-1.000000000000000000e+00
6.000000000000000000e+00,5.724800000000000000e+04,1.250000000000000000e+01,4.036999999999999922e+00,4.700000000000000178e+00,-1.000000000000000000e+00
4.000000000000000000e+00,1.876510000000000000e+05,1.240000000000000036e+01,4.935999999999999943e+00,5.251000000000000334e+00,-1.000000000000000000e+00
6.000000000000000000e+00,1.804050000000000000e+05,2.080000000000000071e+01,4.783000000000000362e+00,5.108999999999999986e+00,-1.000000000000000000e+00
