Word,Num,Frequence,Mut,Freedom_L,Freedom_R,Rep,Den,Mark
火钳刘明,4,131,4.3,5.193,5.324,0.02,1,1
祖安,2,504,4.7,6.297,4.782,0.02,1,1
弹幕,2,4010,4.7,3.206,6.276,0.02,1,1
鬼畜,2,813,5.4,2.815,3.338,0.02,1,1
up,2,312,4.7,5.917,3.161,0.02,0.981954887,1
卢本伟,3,245,4.8,5.142,4.635,0.02,0.964573269,1
山东,2,242,5.2,6.091,3.438,0.02,0.931726908,0
出生,2,91,4.5,3.331,2.863,0.02,0.797441365,0
卢姥爷,3,162,4.8,5.305,2.771,0.02,0.716586151,1
那个男人,4,489,4.9,5.621,5.093,0.02,0.663801653,1
硬币,2,195,5.4,2.973,3.063,0.02,0.613533835,1
百万填词,4,74,4.7,4.897,5.135,0.02,0.565415245,1
葛叔,2,345,6.3,4.324,3.296,0.02,0.558480794,1
这个,2,255,4.3,3.049,2.472,0.02,0.548914977,0
新世界,3,168,5.2,2.524,5.318,0.02,0.527819549,1
前方,2,435,5.6,4.781,2.006,0.02,0.468429752,0
进入直播间,5,235,5.3,5.335,6.077,0.02,0.467149758,1
卢老爷,3,111,4.8,4.691,2.406,0.02,0.451288245,1
爷青回,3,87,5.1,3.431,3.435,0.02,0.445528455,1
春晚,2,50,5.3,3.706,5.014,0.02,0.42217484,1
填词,2,231,6.7,3.828,6.025,0.02,0.390591282,1
白嫖失败,4,76,6.2,3.646,3.963,0.02,0.390243902,1
b站,2,255,5.6,4.711,2.676,0.02,0.387138541,1
电竞,2,87,6.6,3.99,2.394,0.02,0.380434783,1
李云龙,3,192,5,4.24,5.461,0.02,0.379710145,1
张三,2,51,5,5.062,5.064,0.02,0.374288965,1
卢本伟,3,183,5.1,5.869,5.036,0.02,0.368907862,1
填词,2,266,6.3,3.392,6,0.02,0.363305785,1
卢本伟,3,1596,5.4,5.143,2.248,0.02,0.36249603,1
中国boy,5,114,5.6,5.337,3.991,0.02,0.357894737,1
笑死,2,89,5.5,4.785,2.728,0.02,0.357429719,1
时代,2,264,6.2,2.969,5.478,0.02,0.35107438,0
倍速,2,108,4.3,2.23,5.145,0.02,0.336842105,1
二倍,2,188,5.1,5.729,2.353,0.02,0.330319596,1
回来,2,75,4.4,2.559,4.407,0.02,0.327294686,0
还有,2,62,4.4,3.956,2.387,0.02,0.318699187,0
什么,2,79,5.4,3.723,5.292,0.02,0.317269076,0
联盟,2,72,6.8,2.823,2.291,0.02,0.314009662,0
首页通知书,5,41,5.4,4.434,4.715,0.02,0.312855518,1
百万填词,4,61,6.2,2.775,3.774,0.02,0.312195122,1
什么,2,99,5.7,3.684,5.442,0.02,0.311278195,0
什么,2,185,5.6,4.06,6.109,0.02,0.30988347,0
姨妈,2,75,6.6,4.129,4.009,0.02,0.297188755,1
音乐区,3,172,5,4.062,4.893,0.02,0.29477773,1
你们,2,174,4.5,3.779,3.648,0.02,0.29305136,0
这个,2,73,4.2,5.166,5.052,0.02,0.289156627,0
没有,2,56,4.2,4.631,5.352,0.02,0.287804878,0
猩猩,2,92,4.9,2.352,5.462,0.02,0.285714286,1
bgm,3,91,4.7,4.89,4.263,0.02,0.285714286,1
就是,2,64,4.4,2.47,2.922,0.02,0.283011272,0
评委,2,69,6.6,5.328,4.924,0.02,0.277108434,1
电话,2,634,5.8,3.399,3.267,0.02,0.276756962,0
空气,2,202,5.7,5.788,2.92,0.02,0.274710744,0
未来,2,201,5.5,2.018,4.299,0.02,0.274061286,0
进入直播间,5,85,6.1,4.784,5.248,0.02,0.267669173,1
百万,2,158,6.3,5.514,2.351,0.02,0.267155805,0
黑暗,2,195,6.5,5.24,2.193,0.02,0.26214876,0
开头见,3,147,5.5,4.62,4.797,0.02,0.259671993,1
起来,2,64,4.1,3.093,2.798,0.02,0.257028112,0
当年,2,50,5.8,2.665,3.569,0.02,0.256910569,0
好评,2,80,4.4,4.096,4.144,0.02,0.25112782,0
弹幕,2,56,6.4,4.239,4.295,0.02,0.247584541,1
苏卡不列,4,123,5.6,5.339,4.992,0.02,0.244605475,1
这个,2,34,4.9,2.574,2.375,0.02,0.244596132,0
回来,2,177,4.6,3.348,3.376,0.02,0.23768595,0
喜欢,2,27,5.8,4.18,2.162,0.02,0.236673774,0
b站,2,76,4.5,3.719,5.117,0.02,0.236090226,1
我们,2,48,4.1,4.548,4.318,0.02,0.235772358,0
开口跪,3,287,4.8,5.919,5.652,0.02,0.232244973,1
英文,2,107,5.1,5.568,3.12,0.02,0.231945927,0
wdnmd,5,57,5.9,5.005,5.034,0.02,0.228915663,1
学个屁,3,115,6,4.057,4.216,0.02,0.228663446,1
喝水,2,29,5.8,3.66,3.061,0.02,0.221843003,0
大力,2,43,5.7,2.941,2.901,0.02,0.221138211,0
时代,2,43,6.2,3.454,3.995,0.02,0.221138211,0
那个男人,4,43,5.7,3.827,3.854,0.02,0.221138211,1
战术,2,55,7,5.049,2.839,0.02,0.220883534,0
致敬,2,25,6.1,3.974,3.042,0.02,0.219616205,1
还是,2,49,4.1,2.123,2.977,0.02,0.216586151,0
弹幕,2,138,7.2,5.104,5.793,0.02,0.215796288,1
现在,2,45,5.3,4.533,4.314,0.02,0.214634146,0
dark,4,158,5.4,2.411,2.639,0.02,0.214545455,1
白嫖失败,4,28,5.9,3.982,4.566,0.02,0.213879408,1
文艺复兴,4,41,6.6,2.867,3.636,0.02,0.209756098,0
注入灵魂,4,65,6.4,4.687,4.606,0.02,0.204511278,1
小品,2,24,5.5,2.749,3.736,0.02,0.202558635,0
就是,2,39,4.3,3.59,3.708,0.02,0.2,0
这个,2,47,4.6,4.485,4.238,0.02,0.199275362,0
罗翔,2,26,5.4,4.177,4.47,0.02,0.197952218,1
原唱,2,49,4.4,4.157,3.952,0.02,0.196787149,1
弹幕,2,38,6.6,3.35,3.301,0.02,0.195121951,1
报道,2,22,5.6,3.391,2.664,0.02,0.194029851,0
感谢,2,22,4.7,3.88,2.954,0.02,0.194029851,0
硬币,2,114,6.8,3.879,3.932,0.02,0.193353474,1
全体起立,4,48,6.7,3.239,3.455,0.02,0.192771084,1
开头见,3,61,5.8,4.799,4.87,0.02,0.192481203,1
什么,2,45,6.8,3.758,4.864,0.02,0.19041868,0
核爆,2,61,5.3,4.992,3.151,0.02,0.189473684,1
b站,2,87,4.4,3.121,3.592,0.02,0.18641053,1
原曲,2,59,4.8,4.687,4.544,0.02,0.184962406,1
我们,2,170,4,4.928,4.393,0.02,0.184690158,0
贝爷,2,108,6.7,5.721,5.687,0.02,0.183426845,1
没有,2,29,4.5,3.828,3.619,0.02,0.18336887,0
肖战,2,1146,5.5,4.369,3.188,0.02,0.182915211,1
笑死,2,102,5.5,4.763,2.597,0.02,0.18019344,1
字幕,2,85,5.3,2.164,5.412,0.02,0.180007115,1
梦幻联动,4,411,5.7,5.947,6.248,0.02,0.179390036,1
up,2,219,4.7,5.878,3.224,0.02,0.175613355,1
三连,2,23,4.8,4.263,2.926,0.02,0.17519909,1
永远,2,151,4.4,3.333,2.818,0.02,0.174969623,0
相声,2,21,6.2,3.006,4.297,0.02,0.174840085,0
现在,2,20,5.2,3.884,3.846,0.02,0.174840085,0
弹幕,2,148,6,4.674,5.487,0.02,0.173754557,1
鬼畜,2,100,5.4,5.334,4.728,0.02,0.173254836,1
天皇,2,326,5.8,5.832,5.457,0.02,0.17042042,0
为何,2,54,4.9,3.319,2.157,0.02,0.169924812,0
吕子乔,3,55,6.3,4.391,4.123,0.02,0.169924812,1
永远,2,114,6.2,4.345,3.049,0.02,0.169615883,0
什么,2,34,6.7,2.79,4.301,0.02,0.169105691,0
全明星,3,33,5.2,3.066,3.382,0.02,0.169105691,1
百万,2,896,6,2.148,4.643,0.02,0.168296953,0
dy,2,38,4.1,3.194,3.268,0.02,0.168276973,1
上线,2,98,6.1,2.357,4.262,0.02,0.167889512,1
已经,2,53,6.1,2.37,2.886,0.02,0.166917293,0
表白,2,101,6.3,4.805,4.035,0.02,0.166163142,1
弹幕,2,41,6.7,3.059,4.271,0.02,0.164658635,1
回忆,2,32,5.6,3.503,3.134,0.02,0.164227642,0
鬼畜,2,37,7.3,4.239,3.458,0.02,0.163848631,1
人才,2,37,5.1,4.134,3.728,0.02,0.163848631,0
第一,2,37,4.7,3.621,3.614,0.02,0.163848631,0
口吐芬芳,4,82,6,4.931,5.173,0.02,0.162962963,1
原版,2,40,5.9,4.306,4.553,0.02,0.16064257,1
卢老爷,3,74,5,5.013,2.142,0.02,0.160441124,1
正道的光,4,21,5.6,4.107,4.202,0.02,0.160409556,1
知道,2,31,7,2.196,2.478,0.02,0.159349593,0
喝肾宝,3,50,4.2,2.219,4.694,0.02,0.157894737,1
欢迎回来,4,50,5.3,4.503,4.282,0.02,0.157894737,1
谢谢,2,19,4.1,3.176,2.69,0.02,0.157782516,0
感谢,2,45,5.9,3.149,2.38,0.02,0.154471545,0
已经,2,31,6,4.285,4.325,0.02,0.154471545,0
弹幕,2,114,6.8,5.771,5.498,0.02,0.154380165,1
前方,2,47,6.6,3.843,2.282,0.02,0.152610442,0
欢迎回来,4,85,4.9,3.665,3.507,0.02,0.150126156,1
葛叔,2,127,6,3.76,3.615,0.02,0.14945322,1
lemon,5,87,6.2,4.417,5.341,0.02,0.148899439,1
颜表立,3,109,6.6,5.2,5.275,0.02,0.148760331,1
手机,2,344,6.1,4.569,4.219,0.02,0.147944686,1
字幕,2,34,5.4,3.102,3.77,0.02,0.146135266,1
卧槽,2,36,7.5,4.295,4.136,0.02,0.144578313,1
高能,2,183,4.3,2.293,4.821,0.02,0.143239255,0
回来,2,572,5.6,2.139,4.585,0.02,0.143153963,0
面筋,2,28,6.2,3.821,2.326,0.02,0.143089431,1
逐渐,2,104,7.3,2.105,2.021,0.02,0.14214876,0
笑死,2,45,5.5,4.728,2.998,0.02,0.141353383,1
bgm,3,35,5.1,4.493,2.928,0.02,0.140562249,1
硬币,2,119,6,3.913,4.162,0.02,0.139732685,1
up,2,80,4.9,4.508,2.794,0.02,0.13961312,1
假酒,2,70,6.6,4.35,2.021,0.02,0.139130435,1
再来亿遍,4,78,5.6,4.283,4.322,0.02,0.137720774,1
百万调音,4,34,6.4,4.469,2.346,0.02,0.136546185,1
诸葛,2,312,6.1,5.7,2.664,0.02,0.135726463,1
天之蕉子,4,98,6.4,5.281,5.455,0.02,0.133884298,1
记得,2,26,4.2,2.563,4.133,0.02,0.133333333,0
蕉迟但到,4,26,6.1,3.994,2.863,0.02,0.133333333,1
翻译,2,31,7.3,3.248,4.131,0.02,0.132850242,0
这样,2,33,4.8,2.7,2.137,0.02,0.13253012,0
原子弹,3,76,6.2,4.043,3.572,0.02,0.132464256,0
泽野,2,43,6.9,4.612,2.456,0.02,0.132330827,1
回来,2,80,4.3,2.273,4.365,0.02,0.130340958,0
灭霸,2,538,6.2,5.476,4.892,0.02,0.129564941,1
怎么,2,33,5.4,4.257,3.649,0.02,0.128514056,0
死亡,2,32,6.1,4.5,2.698,0.02,0.128514056,0
火钳刘明,4,32,6.7,4.149,4.179,0.02,0.128514056,1
喜欢,2,27,7.3,3.778,3.254,0.02,0.128455285,0
兄弟,2,29,7.8,2.324,4.004,0.02,0.1284219,0
up,2,59,4.9,4.808,2.772,0.02,0.128068303,1
那个女人,4,157,5.6,5.579,2.546,0.02,0.127006087,1
弹幕,2,40,6.4,4.525,4.822,0.02,0.126315789,1
记得,2,118,4.8,2.172,3.967,0.02,0.125759417,0
硬币,2,71,6.3,2.689,2.917,0.02,0.125525652,1
进度条,3,238,6.3,5.239,5.47,0.02,0.124624625,1
填词,2,28,7.7,2.646,4.28,0.02,0.123993559,1
硬币,2,28,7.3,2.252,2.806,0.02,0.123993559,1
弹幕,2,100,7.4,5.006,5.173,0.02,0.123725835,1
丞相,2,24,7.5,3.349,3.418,0.02,0.123577236,1
卢本伟,3,25,7.3,3.974,3.974,0.02,0.123577236,1
小嘴抹了蜜,5,62,5.7,4.772,4.758,0.02,0.123188406,1
再来一遍,4,16,5.2,3.578,3.875,0.02,0.121729238,1
节目,2,31,5.3,2.849,4.761,0.02,0.120481928,0
有点,2,30,5.3,4.44,2.746,0.02,0.120481928,0
细节,2,30,6.9,4.615,2.997,0.02,0.120481928,0
汤姆,2,275,6.7,5.866,5.536,0.02,0.120003789,1
调音,2,73,4.4,2.507,3.521,0.02,0.119982736,1
律师函警告,5,55,6,4.792,5.158,0.02,0.119174671,1
素材,2,24,7.6,3.407,3.003,0.02,0.118699187,0
感动,2,24,5,3.203,3.349,0.02,0.118699187,0
up,2,23,4.5,3.464,3.495,0.02,0.118699187,1
可能,2,23,6.2,2.364,2.782,0.02,0.118699187,0
注入灵魂,4,67,6.6,4.51,4.603,0.02,0.118376787,1
弹幕,2,153,5.4,2.402,2.076,0.02,0.117040199,1
这个,2,66,4.5,4.081,3.935,0.02,0.116694701,0
字幕,2,37,5.1,3.879,4.101,0.02,0.115789474,1
鞭尸,2,26,7.6,3.921,3.979,0.02,0.115136876,1
好听,2,26,5.2,3.979,3.661,0.02,0.115136876,0
灵魂,2,92,7.7,2.286,4.941,0.02,0.113884007,0
什么,2,65,6.3,3.743,4.897,0.02,0.113120269,0
感动,2,66,5.5,5.012,4.999,0.02,0.113077255,0
拔剑吧,3,66,6.9,4.276,3.035,0.02,0.113077255,1
老师,2,28,5.9,3.217,4.664,0.02,0.112449799,0
王境泽,3,22,6.2,2.288,3.482,0.02,0.112195122,1
颜色,2,82,4,4.833,4.027,0.02,0.112066116,0
米津玄师,4,65,7.2,4.291,3.871,0.02,0.111350885,1
已阵亡,3,63,5.9,4.187,4.527,0.02,0.111227923,1
斗鱼,2,25,7.7,3.783,3.219,0.02,0.110708535,1
每日,2,25,6.5,3.863,2.002,0.02,0.110708535,0
进入直播间,5,80,7.1,4.717,5.309,0.02,0.109421488,1
人才,2,27,5.4,3.199,3.912,0.02,0.108433735,0
表情,2,27,6.5,3.082,4.014,0.02,0.108433735,0
感觉,2,27,6.3,3.958,4.208,0.02,0.108433735,0
旅长,2,54,4.7,4.345,2.596,0.02,0.107407407,0
局座,2,21,7.7,3.463,4.071,0.02,0.107317073,1
你们,2,34,4.4,4.712,4.477,0.02,0.106766917,0
硬币,2,49,6.7,3.306,3.854,0.02,0.106367841,1
清明,2,24,5.2,3.522,2.063,0.02,0.106280193,0
成功,2,133,6.9,2.462,5.348,0.02,0.105146652,0
原曲,2,26,5.7,3.979,3.162,0.02,0.104417671,1
新世界,3,59,6.4,2.52,4.607,0.02,0.104289319,1
流弊,2,48,6.9,2.57,3.476,0.02,0.104233369,1
怎么,2,33,5.7,4.203,4.067,0.02,0.103759398,0
颜色,2,60,4.5,4.038,4.276,0.02,0.102719033,0
火钳刘明,4,20,4.9,3.441,3.022,0.02,0.102439024,1
钢琴,2,234,6.2,3.072,2.589,0.02,0.102102671,0
你们,2,47,5.1,4.722,3.977,0.02,0.102098897,0
已经,2,23,7.1,3.022,2.818,0.02,0.101851852,0
没有,2,23,5.1,3.741,2.848,0.02,0.101851852,0
好评,2,23,5.5,3.795,3.34,0.02,0.101851852,0
文言文,3,23,6.5,4.143,3.828,0.02,0.101851852,1
裂开,2,52,5.3,2.895,2.09,0.02,0.101449275,1
你再骂,3,51,5.1,4.984,4.881,0.02,0.101449275,1
诗人,2,82,6.8,4.614,5.048,0.02,0.101405975,0
二倍,2,32,4.4,4.75,3.008,0.02,0.10075188,1
硬币,2,124,6.7,3.72,3.976,0.02,0.100350489,1
全明星,3,410,4.1,5.402,4.605,0.02,0.100031756,1
科学家,3,54,6,3.311,4.542,0.02,0.09960868,0
计数君,3,56,6.7,4.579,4.578,0.02,0.099032801,1
笑死,2,187,5.7,5.033,2.022,0.02,0.097597598,1
视频,2,19,7.8,3.116,3.642,0.02,0.097560976,1
爷的青春,4,19,4.7,2.542,3.003,0.02,0.097560976,1
还是,2,57,4.1,4.072,4.322,0.02,0.097539922,0
开始,2,49,5.7,4.333,2.391,0.02,0.09742351,0
回来,2,24,4.4,2.178,3.485,0.02,0.096385542,0
已经,2,56,6.7,2.278,2.611,0.02,0.095813552,0
御坂美琴,4,48,6.7,2.856,3.771,0.02,0.095491143,1
英语,2,44,5.8,4.953,3.405,0.02,0.095339737,0
推荐,2,30,7.5,4.165,2.083,0.02,0.094736842,0
怎么,2,55,5.6,4.471,4.713,0.02,0.094087182,0
就是,2,46,4.3,3.518,4.442,0.02,0.093205265,0
最后,2,21,5.2,3.975,2.684,0.02,0.092995169,0
投币,2,18,5.3,3.837,3.266,0.02,0.092682927,1
加油,2,18,7.6,3.419,3.197,0.02,0.092682927,1
惜缘,2,18,7.8,2.967,2.592,0.02,0.092682927,1
知道,2,24,6.9,3.038,3.601,0.02,0.092369478,0
道歉,2,24,7,3.376,3.287,0.02,0.092369478,0
觉得,2,24,6.3,3.199,3.105,0.02,0.092369478,0
灵魂,2,23,7.7,3.462,3.675,0.02,0.092369478,0
速度,2,30,5.1,2.138,4.19,0.02,0.091729323,0
这个,2,74,5.9,5.323,5.378,0.02,0.091564148,0
怎么,2,113,6.2,3.774,4.405,0.02,0.0914038,0
好听,2,42,5.4,4.222,4.556,0.02,0.091070793,0
简拉基茨德,5,73,7.4,2.068,4.368,0.02,0.090333919,1
还是,2,111,4.5,2.58,3.022,0.02,0.089835824,0
没有,2,76,4.1,5.393,4.233,0.02,0.089307412,0
开始,2,67,6.8,2.963,3.055,0.02,0.08892562,0
黄金,2,65,5.1,5.357,2.698,0.02,0.08892562,0
每日一刷,4,52,7.5,4.472,4.564,0.02,0.088908071,1
原唱,2,28,5.4,3.217,3.879,0.02,0.088721805,1
考试,2,20,6.5,2.659,3.922,0.02,0.088566828,0
必来还愿,4,20,6.9,3.141,3.161,0.02,0.088566828,1
最后亿遍,4,50,5.6,4.531,4.017,0.02,0.088309504,1
兄弟们,3,17,5.9,3.057,2.292,0.02,0.087804878,1
rip,3,17,5.7,3.405,2.676,0.02,0.087804878,1
义结筋澜,4,17,7,2.696,2.814,0.02,0.087804878,1
这个,2,344,5.1,5.789,4.56,0.02,0.087731995,0
再来亿遍,4,44,6.1,4.851,4.601,0.02,0.087439614,1
好评,2,51,5.5,4.429,5.038,0.02,0.0871817,0
真的,2,75,4.1,4.973,4.532,0.02,0.086877278,0
音乐区,3,75,5.7,4.197,4.022,0.02,0.086877278,1
开头见,3,334,5.1,5.353,5.719,0.02,0.0856776,1
雷姆,2,43,6,3.346,3.76,0.02,0.085507246,1
真的,2,40,4,4.684,3.816,0.02,0.084667378,0
石锤,2,19,7.2,3.076,3.176,0.02,0.084138486,1
字幕,2,61,4.8,4.204,3.32,0.02,0.083305785,1
吴亦凡,3,47,7.1,4.189,2.835,0.02,0.083052986,1
没有,2,193,4.1,5.361,3.252,0.02,0.08202311,0
出现,2,48,6.5,4.14,3.33,0.02,0.08200259,0
感觉,2,67,7,2.069,3.6,0.02,0.08172232,0
上头,2,50,4.6,4.044,2.451,0.02,0.0813709,0
诸葛,2,16,6.6,3.625,2.281,0.02,0.081300813,1
看到,2,16,4.2,3.5,3.75,0.02,0.081300813,0
波澜哥,3,16,6.3,3.375,3.375,0.02,0.081300813,1
翻译,2,27,7.1,4.31,4.385,0.02,0.081203008,0
原曲,2,48,7.1,4.318,3.571,0.02,0.080707812,1
快乐,2,18,6.3,2.169,3.197,0.02,0.079710145,0
吃鸡,2,18,7.2,2.864,2.864,0.02,0.079710145,1
流弊,2,18,7.6,3.35,3.35,0.02,0.079710145,1
起来,2,18,4.7,2.725,2.55,0.02,0.079710145,0
扫墓,2,18,8.1,2.614,3.684,0.02,0.079710145,1
留名,2,18,7.3,2.814,4.059,0.02,0.079710145,1
意大利炮,4,40,4.6,3.8,3.488,0.02,0.079549114,1
开头见,3,98,4.8,5.236,5.081,0.02,0.079321158,1
什么,2,185,6.4,3.629,5.058,0.02,0.078992233,0
什么,2,36,6.7,3.223,4.176,0.02,0.078263963,0
两倍,2,25,4.4,4.324,2.818,0.02,0.078195489,1
欢迎,2,57,7.7,5.173,2.041,0.02,0.078016529,0
天才,2,39,5.6,2.697,4.939,0.02,0.077455717,0
震动,2,178,5.3,3.474,5.982,0.02,0.077287365,0
看到,2,45,4.4,4.533,4.575,0.02,0.077255071,0
承包,2,45,6.9,4.062,3.046,0.02,0.077255071,0
以前,2,16,6,3.5,2.977,0.02,0.076422764,0
弹幕,2,178,6,5.248,6.071,0.02,0.076340216,1
不错,2,19,4.9,2.397,4.037,0.02,0.076305221,0
字幕,2,95,4.2,4.139,4.82,0.02,0.076092972,1
李云龙,3,96,6.7,5.396,5.339,0.02,0.076092972,1
弹幕,2,44,6.2,4.356,4.339,0.02,0.075904121,1
笑死,2,327,5.9,5.416,2.239,0.02,0.075579549,1
吴亦凡,3,62,8,4.718,2.534,0.02,0.075571178,1
小破站,3,44,5.4,3.413,2.36,0.02,0.075528701,1
楚云飞,3,39,6.5,4.561,2.889,0.02,0.075523349,1
开口跪,3,17,5.2,3.97,3.735,0.02,0.075281804,1
原版,2,24,5.5,3.094,3.538,0.02,0.07518797,1
卢来神掌,4,145,4.9,4.372,3.831,0.02,0.075075075,1
气氛,2,55,6,4.655,2.688,0.02,0.075041322,0
好评,2,42,5.2,2.756,4.1,0.02,0.074222035,0
调音,2,54,6.6,2.873,3.178,0.02,0.073719008,1
鬼畜,2,54,7.7,4.755,4.585,0.02,0.073719008,1
纱雾,2,37,7.1,2.528,3.962,0.02,0.073590982,1
三巨头,3,37,5.1,3.131,4.486,0.02,0.073590982,1
卢姥爷,3,814,4.6,4.49,2.518,0.02,0.073008628,1
钉子,2,167,6.1,2.101,3.893,0.02,0.072930479,0
诸葛,2,62,5.9,4.624,2.883,0.02,0.07290401,1
已经,2,41,6.1,2.428,3.468,0.02,0.07253995,0
人才,2,41,5.6,4.54,4.091,0.02,0.07253995,0
发现,2,23,6.5,3.729,2.488,0.02,0.072180451,0
莫名,2,42,7.6,4.314,2.694,0.02,0.07207596,1
什么,2,63,6.4,3.66,4.8,0.02,0.071688943,0
亮剑,2,36,7,4.15,3.179,0.02,0.071497585,1
石灰,2,57,8.1,2.181,4.776,0.02,0.070474517,0
提前,2,41,6.3,4.784,2.504,0.02,0.07034959,0
什么,2,56,7.4,2.163,5.099,0.02,0.069244288,0
前方高能,4,39,6.5,4.333,3.392,0.02,0.068965517,1
进入直播间,5,39,6.6,3.85,4.436,0.02,0.068965517,1
音乐,2,158,5.6,5.748,3.885,0.02,0.068573593,0
反弹,2,34,6.5,3.061,4.158,0.02,0.06763285,1
突然,2,39,6.7,4.785,3.797,0.02,0.066896849,0
关注,2,39,8.1,4.087,3.887,0.02,0.066896849,0
bgm,3,39,5.4,3.942,3.49,0.02,0.066896849,1
还是,2,53,4.6,3.477,3.072,0.02,0.06677686,0
恶臭,2,49,7.6,3.758,4.76,0.02,0.06677686,1
背包,2,19,7.4,3.195,2.67,0.02,0.066425121,0
观看,2,21,5.4,2.344,3.554,0.02,0.066165414,0
无敌,2,21,6.1,3.749,4.166,0.02,0.066165414,1
阿婆主,3,21,5.5,3.713,2.677,0.02,0.066165414,1
已经,2,56,5.8,4.408,5.145,0.02,0.065613609,0
翻唱,2,55,6.6,3.398,3.301,0.02,0.065553603,1
真的,2,50,4.2,4.644,4.806,0.02,0.065454545,0
怎么,2,37,6.3,4.162,4.358,0.02,0.065391085,0
谢罪,2,37,7.2,3.517,2.398,0.02,0.065391085,1
派出所,3,38,7.6,3.443,3.455,0.02,0.065170479,0
没有,2,30,4.9,3.765,2.93,0.02,0.065101387,0
大家,2,17,5.2,2.396,2.895,0.02,0.064257028,0
鬼畜,2,16,7.6,3.453,3.453,0.02,0.064257028,1
带劲,2,16,6.9,3.453,3.703,0.02,0.064257028,1
竟然,2,16,7.5,2.5,2.524,0.02,0.064257028,0
这首歌,3,16,4.8,3.625,3.453,0.02,0.064257028,1
洗脑,2,37,7,3.816,2.321,0.02,0.063708999,1
天皇,2,260,6.4,5.472,4.58,0.02,0.063194665,0
百万,2,51,7.2,4.859,2.559,0.02,0.063093146,0
调音,2,51,6.9,2.457,2.202,0.02,0.063093146,1
翻译,2,30,7.4,3.53,4.295,0.02,0.062966916,0
好评,2,29,5.6,3.437,4.487,0.02,0.062966916,0
神奇宝贝,4,29,6.7,4.159,3.992,0.02,0.062966916,1
这个,2,77,4,5.188,4.357,0.02,0.062257886,0
没有,2,258,4.8,5.131,4.973,0.02,0.062241982,0
哲学,2,37,7.1,4.412,4.337,0.02,0.061717738,0
原唱,2,36,5.4,3.055,4.427,0.02,0.061717738,1
葛平,2,36,6.2,4.649,4.049,0.02,0.061717738,1
那个男人,4,36,4.6,4.44,2.883,0.02,0.061717738,1
绝活,2,31,5.6,3.444,4.257,0.02,0.061674718,1
什么,2,117,6.2,3.803,4.997,0.02,0.061561562,0
万岁,2,47,6.3,2.127,4.634,0.02,0.061487603,0
绿队,2,45,6.9,4.536,4.775,0.02,0.061487603,1
鬼畜,2,28,6.8,4.012,3.478,0.02,0.060832444,1
卢姥爷,3,28,5,4.396,2.402,0.02,0.060832444,1
卧槽,2,75,7.5,4.908,5.032,0.02,0.06068991,1
永远,2,44,7.3,4.152,2.276,0.02,0.060165289,0
开口跪,3,19,5.8,4.143,3.747,0.02,0.060150376,1
原版,2,246,6.9,2.927,4.517,0.02,0.059225151,1
那个,2,245,5.6,5.35,3.633,0.02,0.059225151,0
优秀,2,33,6.7,4.294,4.09,0.02,0.05824222,0
刺刀,2,29,7.2,2.882,4.087,0.02,0.057648953,0
up,2,133,5.2,5.427,3.553,0.02,0.057586664,1
音乐,2,18,6.3,2.725,3.414,0.02,0.057142857,0
裂开,2,108,5.1,3.423,2.785,0.02,0.057057057,1
调音师,3,26,5.4,2.162,4.316,0.02,0.056563501,1
你们,2,33,4.7,4.306,3.665,0.02,0.056560135,0
怎么,2,42,7,4.862,4.678,0.02,0.055867769,0
歌词,2,41,5.3,4.47,4.034,0.02,0.055867769,0
有点,2,45,6.7,4.517,3.489,0.02,0.055711775,0
b站,2,224,4.8,2.652,3.103,0.02,0.054908369,1
开始,2,31,5.5,2.133,2.101,0.02,0.054878049,0
b站,2,31,6.4,2.43,4.349,0.02,0.054878049,1
还是,2,31,4.4,3.32,3.462,0.02,0.054878049,0
知道,2,33,7.6,2.819,3.542,0.02,0.054812257,0
抱走,2,32,7,3.414,3.293,0.02,0.054812257,1
猝不及防,4,32,8.5,3.976,4.453,0.02,0.054812257,1
b站,2,41,5.3,4.635,3.696,0.02,0.054545455,1
鬼畜,2,67,5.5,5.096,4.774,0.02,0.054233536,1
欢迎回来,4,67,5.2,4.724,5.077,0.02,0.054233536,1
感觉,2,17,6.3,3.572,3.97,0.02,0.054135338,0
金坷垃,3,17,7.2,3.146,3.97,0.02,0.054135338,1
欢迎回来,4,25,5.8,3.783,4.103,0.02,0.054073284,1
好评,2,67,5.9,3.471,4.875,0.02,0.053403431,0
要素过多,4,219,6.5,4.789,4.756,0.02,0.05335027,1
口型,2,31,6.3,4.543,2.404,0.02,0.053085887,1
要素过多,4,30,6,3.078,3.732,0.02,0.052985702,1
派大星,3,121,7.1,5.165,4.859,0.02,0.052850919,1
这个,2,583,7.3,3.696,3.632,0.02,0.052413025,0
波澜哥,3,43,6.2,4.612,4.552,0.02,0.05202109,1
皮卡丘,3,24,6.8,4.335,4.585,0.02,0.051938812,1
没有,2,46,5.6,5.097,4.741,0.02,0.051900826,0
什么,2,202,6.4,4.368,4.282,0.02,0.051826777,0
开始,2,99,5.3,2.531,3.369,0.02,0.051801802,0
这个,2,212,4.5,5.71,5.949,0.02,0.051762464,0
什么,2,27,6.9,3.806,3.825,0.02,0.051690821,0
弹幕,2,26,6.7,4.071,4.023,0.02,0.051690821,1
了解,2,30,4.7,2.97,2.198,0.02,0.051359517,0
