P(topic 1),P(topic 2),P(topic 3),P(topic 4),P(topic 5)
0.02213638740805347,0.9114544547139803,0.022136405405435818,0.022136380800420772,0.0221363716721097
0.012061748475508127,0.9517530167706698,0.012061751587206756,0.012061749436143236,0.01206173373047188
0.020450171869597227,0.9181994207813283,0.020450146509175073,0.020450138667835262,0.02045012217206405
0.017062327969200916,0.931750724036978,0.017062324029588707,0.01706232302727592,0.017062300936956307
0.011238173678938349,0.9550473280962622,0.011238186371421606,0.011238160265062655,0.011238151588315244
0.015015979872725347,0.9399361568007882,0.015015970524008557,0.015015966894728661,0.015015925907749247
0.011134250560521187,0.9554630401866534,0.011134251048708433,0.011134239558107994,0.011134218646008897
0.013570853813598344,0.9457166259318359,0.013570861107804644,0.013570843103549134,0.013570816043212076
0.01828026953432569,0.9268789468888146,0.018280274043694176,0.018280256948600956,0.01828025258456449
0.01041746605538633,0.9583301984388347,0.010417461560939915,0.010417448798973229,0.010417425145865895
0.01041746605538633,0.9583301984388347,0.010417461560939915,0.010417448798973229,0.010417425145865895
0.02695081156804244,0.8921967690901735,0.02695080876610697,0.026950807582990455,0.02695080299268672
0.012667800100572404,0.9493288149978556,0.01266780700036156,0.01266779604768959,0.012667781853520863
0.045345552517355545,0.8186178455803947,0.04534554366371625,0.04534552766851828,0.04534553057001528
0.01409389282887286,0.9436244965943403,0.014093891929914974,0.014093871674625228,0.014093846972246768
0.01668976696636962,0.933240982347662,0.01668976151629248,0.016689758032410143,0.016689731137265948
0.014897480017869282,0.9404101610082062,0.014897476166276236,0.014897454428599147,0.014897428379049008
0.010565489336411348,0.9577380732797364,0.010565487405561182,0.010565480990680816,0.010565468987610193
0.015952993344154124,0.9361880445687254,0.015953009310005463,0.015952990544555696,0.015952962232559324
0.01108140595434908,0.9556744137671399,0.01108141349924342,0.011081398011389045,0.011081368767878373
0.018259045515348946,0.9269638600751157,0.018259047706099256,0.018259032838751542,0.018259013864684728
0.02327721716094822,0.9068911215172178,0.023277229723160462,0.023277222665732282,0.02327720893294117
0.010311271329141307,0.9587549743271232,0.010311267666219523,0.010311256226065393,0.010311230451450602
0.023149445098582095,0.9074022290946885,0.023149455510313305,0.023149443481908477,0.023149426814507563
0.012667800100572404,0.9493288149978556,0.01266780700036156,0.01266779604768959,0.012667781853520863
0.013639885338216749,0.9454405015786538,0.013639896958794778,0.013639865653062872,0.013639850471271864
0.0158788846136939,0.9364845138495137,0.015878897769077905,0.015878872486515795,0.015878831281198824
0.0206847218790577,0.91726118530912,0.02068470304668745,0.02068470591127251,0.020684683853862212
0.01026841937755414,0.958926273276007,0.010268425354348389,0.01026840360313308,0.010268478388957433
0.012368264555527043,0.9505269917211946,0.012368271613335344,0.012368259515295417,0.012368212594647638
0.018716521612631883,0.9251339268762451,0.01871654533684481,0.018716516573814762,0.018716489600463307
0.015527639455584996,0.9378894535926017,0.015527649009475727,0.015527640916072002,0.015527617026265742
0.019053464666391177,0.9237861737889262,0.019053461886521857,0.019053451633795192,0.01905344802436555
0.017949258546897343,0.9282029328083852,0.017949256860535206,0.01794925332521806,0.017949298458964168
