Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,159.86000061035156,162.63999938964844,159.50999450683594,161.6999969482422,154.391357421875,13120900
2022-01-04,164.30999755859375,168.5800018310547,164.22999572753906,167.8300018310547,160.2443084716797,20195800
2022-01-05,167.82000732421875,168.36000061035156,163.72999572753906,163.77999877929688,157.31468200683594,17539400
2022-01-06,166.91000366210938,167.3699951171875,163.8699951171875,165.52000427246094,158.98602294921875,14047500
2022-01-07,165.6699981689453,167.52999877929688,165.05999755859375,167.16000366210938,160.561279296875,13913300
2022-01-10,169.07000732421875,169.30999755859375,165.52999877929688,167.32000732421875,160.71498107910156,12922500
2022-01-11,168.25999450683594,168.52000427246094,166.30999755859375,167.49000549316406,160.8782501220703,11854100
2022-01-12,168.4600067138672,169.58999633789062,167.17999267578125,168.44000244140625,161.79074096679688,12568000
2022-01-13,168.33999633789062,169.80999755859375,167.88999938964844,168.22999572753906,161.5890350341797,13623400
2022-01-14,160.75999450683594,161.02999877929688,156.89999389648438,157.88999938964844,151.65719604492188,40158400
2022-01-18,155.77999877929688,155.77999877929688,150.5399932861328,151.27000427246094,145.2985382080078,32324800
2022-01-19,151.57000732421875,152.22999572753906,148.5500030517578,148.92999267578125,143.0509033203125,22380000
2022-01-20,148.99000549316406,150.61000061035156,147.36000061035156,147.66000366210938,141.8310546875,14860800
2022-01-21,147.5,147.50999450683594,144.27000427246094,145.0800018310547,139.35289001464844,20705400
2022-01-24,142.27999877929688,145.47999572753906,139.57000732421875,144.9499969482422,139.22802734375,28471400
2022-01-25,143.64999389648438,146.85000610351562,140.7899932861328,146.52999877929688,140.74563598632812,18915900
2022-01-26,148.72000122070312,150.57000732421875,145.9600067138672,147.9199981689453,142.0807647705078,20709100
2022-01-27,149.4199981689453,150.3800048828125,144.1300048828125,145.30999755859375,139.5738067626953,17536800
2022-01-28,144.19000244140625,146.75999450683594,142.1699981689453,146.61000061035156,140.82249450683594,14117000
2022-01-31,145.63999938964844,148.7899932861328,144.6699981689453,148.60000610351562,142.73394775390625,13985700
2022-02-01,148.69000244140625,151.47000122070312,148.3000030517578,151.14999389648438,145.18325805664062,14584900
2022-02-02,150.5,150.94000244140625,148.07000732421875,149.94000244140625,144.02105712890625,12441100
2022-02-03,150.0,151.64999389648438,148.2899932861328,148.6999969482422,142.82997131347656,12474900
2022-02-04,149.10000610351562,153.5,148.77000427246094,152.55999755859375,146.53761291503906,16654400
2022-02-07,153.27000427246094,153.6199951171875,150.85000610351562,153.07000732421875,147.02748107910156,12572300
2022-02-08,155.0,158.47999572753906,154.8000030517578,155.9499969482422,149.7937774658203,20411400
2022-02-09,156.58999633789062,157.42999267578125,155.82000732421875,156.60000610351562,150.4181365966797,9131100
2022-02-10,156.66000366210938,159.02999877929688,155.22000122070312,155.9499969482422,149.7937774658203,16455600
2022-02-11,155.61000061035156,158.19000244140625,152.97000122070312,153.9199981689453,147.8439483642578,16830000
2022-02-14,152.72999572753906,153.67999267578125,150.32000732421875,152.49000549316406,146.47036743164062,17026500
2022-02-15,154.50999450683594,155.94000244140625,153.85000610351562,154.72000122070312,148.6123504638672,9500000
2022-02-16,153.74000549316406,156.10000610351562,153.74000549316406,155.0,148.8813018798828,9076500
2022-02-17,153.0,153.72999572753906,150.6699981689453,151.42999267578125,145.4522247314453,11367500
2022-02-18,152.1300048828125,154.13999938964844,151.1300048828125,152.13999938964844,146.1342010498047,11733300
2022-02-22,150.60000610351562,153.24000549316406,150.41000366210938,151.8699951171875,145.8748321533203,11333500
2022-02-23,153.1199951171875,153.3000030517578,147.97000122070312,148.69000244140625,142.82037353515625,11799000
2022-02-24,142.94000244140625,144.99000549316406,139.77999877929688,144.5500030517578,138.84381103515625,25655100
2022-02-25,145.25,150.1300048828125,144.91000366210938,147.97000122070312,142.12881469726562,18367700
2022-02-28,143.5500030517578,145.05999755859375,140.8800048828125,141.8000030517578,136.20236206054688,31315300
2022-03-01,140.0399932861328,140.47999572753906,133.5800018310547,136.4499969482422,131.0635528564453,36840400
2022-03-02,137.2899932861328,140.0399932861328,136.61000061035156,139.27999877929688,133.78184509277344,19405600
2022-03-03,139.83999633789062,140.97999572753906,137.05999755859375,138.2899932861328,132.83091735839844,16640800
2022-03-04,134.94000244140625,135.4199981689453,132.39999389648438,134.39999389648438,129.094482421875,21016000
2022-03-07,132.1699981689453,132.69000244140625,128.9499969482422,129.2100067138672,124.109375,27560100
2022-03-08,129.63999938964844,131.7899932861328,127.2699966430664,128.3000030517578,123.23529052734375,19207800
2022-03-09,132.89999389648438,135.24000549316406,132.44000244140625,133.44000244140625,128.17239379882812,17536200
2022-03-10,131.86000061035156,133.4499969482422,130.32000732421875,131.86000061035156,126.6547622680664,15604200
2022-03-11,132.49000549316406,134.0800018310547,128.4199981689453,128.88999938964844,123.802001953125,20061800
2022-03-14,129.4600067138672,132.9199981689453,129.22999572753906,130.1699981689453,125.03146362304688,15786900
2022-03-15,131.8000030517578,133.5500030517578,131.1300048828125,132.47999572753906,127.2502670288086,15096600
2022-03-16,134.8699951171875,138.49000549316406,134.42999267578125,138.39999389648438,132.93658447265625,20354900
2022-03-17,136.86000061035156,140.19000244140625,135.9199981689453,140.14999389648438,134.61749267578125,17050500
2022-03-18,140.19000244140625,140.85000610351562,138.4600067138672,140.10000610351562,134.56948852539062,23656500
2022-03-21,140.35000610351562,140.75999450683594,138.72999572753906,139.64999389648438,134.13723754882812,12676100
2022-03-22,142.27000427246094,143.92999267578125,141.72000122070312,142.6199951171875,136.989990234375,13548600
2022-03-23,140.97999572753906,141.58999633789062,139.1999969482422,139.77999877929688,134.26211547851562,12093200
2022-03-24,140.3000030517578,140.7100067138672,139.11000061035156,140.69000244140625,135.13619995117188,10017600
2022-03-25,141.08999633789062,143.17999267578125,140.8000030517578,141.9199981689453,136.317626953125,8383500
2022-03-28,140.0,140.97000122070312,137.89999389648438,140.8699951171875,135.30908203125,10818100
2022-03-29,143.35000610351562,143.60000610351562,140.24000549316406,141.17999267578125,135.6068115234375,11316500
2022-03-30,141.89999389648438,142.1199951171875,139.91000366210938,140.5399932861328,134.99209594726562,8771000
2022-03-31,139.8300018310547,140.35000610351562,136.25999450683594,136.32000732421875,130.93869018554688,17353900
2022-04-01,137.39999389648438,137.41000366210938,133.8000030517578,135.30999755859375,129.96853637695312,15721300
2022-04-04,134.1199951171875,136.94000244140625,132.88999938964844,135.91000366210938,130.54490661621094,17416400
2022-04-05,134.07000732421875,135.39999389648438,133.00999450683594,133.33999633789062,129.0256805419922,12110300
2022-04-06,131.5800018310547,132.55999755859375,130.9600067138672,131.49000549316406,127.23554992675781,12914700
2022-04-07,130.9499969482422,131.9199981689453,128.72999572753906,131.08999633789062,126.84846496582031,12994200
2022-04-08,131.6699981689453,133.89999389648438,131.49000549316406,133.49000549316406,129.17083740234375,13126900
2022-04-11,133.0,134.89999389648438,132.57000732421875,133.0,128.6967010498047,10466400
